COLLISION_ID,index,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET
4370485,9121,11/20/20,20:00:00,QUEENS,11385,40.70747,-73.91007,"(40.70747, -73.91007)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,WOODWARD AVENUE
4369317,8530,11/20/20,21:00:00,BROOKLYN,11205,40.69336,-73.97585,"(40.69336, -73.97585)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,MYRTLE AVENUE
4370482,14100,11/21/20,0:00:00,QUEENS,11385,40.700104,-73.884926,"(40.700104, -73.884926)",2,0,0,0,2,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,67 PLACE
4369539,8621,11/21/20,10:00:00,MANHATTAN,10003,40.726185,-73.98943,"(40.726185, -73.98943)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,2 AVENUE
4369671,9078,11/21/20,13:00:00,BRONX,10474,40.80669,-73.8854,"(40.80669, -73.8854)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Tractor Truck Gasoline,E-Scooter,VIELE AVENUE
4369387,8572,11/21/20,13:00:00,QUEENS,11375,40.71091,-73.85373,"(40.71091, -73.85373)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Convertible,E-Bike,METROPOLITAN AVENUE
4369455,8390,11/21/20,15:00:00,BRONX,10454,40.808163,-73.92653,"(40.808163, -73.92653)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bike,ALEXANDER AVENUE
4369756,8618,11/21/20,17:00:00,BROOKLYN,11239,40.650764,-73.88481,"(40.650764, -73.88481)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Bike,Sedan,PENNSYLVANIA AVENUE
4369478,8896,11/21/20,18:00:00,MANHATTAN,10035,40.802074,-73.93407,"(40.802074, -73.93407)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,2 AVENUE
4371897,8714,11/21/20,19:00:00,BROOKLYN,11234,40.62619,-73.921844,"(40.62619, -73.921844)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,EAST 56 STREET
4369780,8500,11/21/20,20:00:00,MANHATTAN,10032,40.842438,-73.93926,"(40.842438, -73.93926)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,BROADWAY
4369938,9141,11/21/20,20:00:00,BROOKLYN,11231,40.676693,-73.99683,"(40.676693, -73.99683)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,SMITH STREET
4369915,8442,11/22/20,17:00:00,BRONX,10473,40.82112,-73.848526,"(40.82112, -73.848526)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,CASTLE HILL AVENUE
4369933,9081,11/22/20,17:00:00,BRONX,10460,40.84708,-73.8867,"(40.84708, -73.8867)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,EAST 180 STREET
4369773,8535,11/22/20,17:00:00,BROOKLYN,11201,40.69024,-73.99437,"(40.69024, -73.99437)",1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,Sedan,Bike,ATLANTIC AVENUE
4371599,8577,11/22/20,18:00:00,BROOKLYN,11216,40.679485,-73.94682,"(40.679485, -73.94682)",1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,HERKIMER STREET
4370152,8641,11/22/20,22:00:00,MANHATTAN,10011,40.745293,-73.9985,"(40.745293, -73.9985)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,Bike,WEST 23 STREET
4370142,9028,11/23/20,3:00:00,MANHATTAN,10115,40.813374,-73.956276,"(40.813374, -73.956276)",1,0,0,0,1,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Sedan,Bike,WEST 125 STREET
4371960,9009,11/23/20,11:00:00,BROOKLYN,11207,40.684937,-73.91014,"(40.684937, -73.91014)",1,0,0,0,1,0,0,0,Oversized Vehicle,Failure to Yield Right-of-Way,PK,Bike,BUSHWICK AVENUE
4371007,8508,11/23/20,14:00:00,BROOKLYN,11201,40.698246,-73.98055,"(40.698246, -73.98055)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,NAVY STREET
4370651,8663,11/23/20,14:00:00,QUEENS,11106,40.766666,-73.9304,"(40.766666, -73.9304)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,21 STREET
4371074,9047,11/23/20,14:00:00,MANHATTAN,10035,40.805737,-73.94065,"(40.805737, -73.94065)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Bus,Bike,EAST 125 STREET
4373568,8497,11/23/20,15:00:00,BRONX,10451,40.822056,-73.920395,"(40.822056, -73.920395)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,E-Bike,Station Wagon/Sport Utility Vehicle,MORRIS AVENUE
4370174,8746,11/23/20,17:00:00,BROOKLYN,11220,40.642864,-74.01266,"(40.642864, -74.01266)",1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,E-Bike,Station Wagon/Sport Utility Vehicle,54 STREET
4370270,8472,11/23/20,17:00:00,BRONX,10457,40.838997,-73.91073,"(40.838997, -73.91073)",1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,Sedan,Bike,EAST 171 STREET
4370193,8443,11/23/20,18:00:00,QUEENS,11435,40.705498,-73.81059,"(40.705498, -73.81059)",1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,Box Truck,Bike,HILLSIDE AVENUE
4371414,8955,11/23/20,23:00:00,BRONX,10472,40.83413,-73.87475,"(40.83413, -73.87475)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,HARROD AVENUE
4370282,8655,11/24/20,6:00:00,QUEENS,11101,40.745235,-73.937706,"(40.745235, -73.937706)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,THOMSON AVENUE
4370718,8945,11/24/20,9:00:00,QUEENS,11428,40.715145,-73.74935,"(40.715145, -73.74935)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Bike,Sedan,JAMAICA AVENUE
4370522,8631,11/24/20,13:00:00,BROOKLYN,11232,40.651512,-74.00734,"(40.651512, -74.00734)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,4 AVENUE
4374329,8542,11/24/20,13:00:00,MANHATTAN,10027,40.81183,-73.96112,"(40.81183, -73.96112)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Van,Bike,BROADWAY
4371679,8900,11/24/20,14:00:00,BRONX,10457,40.844177,-73.90292,"(40.844177, -73.90292)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,E-Scooter,WEBSTER AVENUE
4370483,9050,11/24/20,15:00:00,MANHATTAN,10002,40.714462,-73.98166,"(40.714462, -73.98166)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,E-Scooter,GRAND STREET
4370673,8597,11/24/20,16:00:00,QUEENS,11378,40.72368,-73.89961,"(40.72368, -73.89961)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,E-Scooter,Sedan,GRAND AVENUE
4370460,8727,11/24/20,16:00:00,MANHATTAN,10004,40.70509,-74.016464,"(40.70509, -74.016464)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,WEST STREET
4370583,8337,11/24/20,16:00:00,MANHATTAN,10032,40.838497,-73.939835,"(40.838497, -73.939835)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Sedan,E-Bike,SAINT NICHOLAS AVENUE
4372431,8845,11/24/20,17:00:00,BROOKLYN,11225,40.662846,-73.94284,"(40.662846, -73.94284)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Bike,Sedan,KINGSTON AVENUE
4370568,8351,11/24/20,17:00:00,BROOKLYN,11237,40.702686,-73.92084,"(40.702686, -73.92084)",1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Sedan,Bike,DE KALB AVENUE
4370670,8889,11/24/20,18:00:00,QUEENS,11103,40.759724,-73.92061,"(40.759724, -73.92061)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,37 STREET
4370933,9105,11/24/20,18:00:00,BROOKLYN,11226,40.65626,-73.950165,"(40.65626, -73.950165)",1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,Bike,Sedan,NOSTRAND AVENUE
4371578,8755,11/24/20,19:00:00,BROOKLYN,11221,40.689297,-73.93033,"(40.689297, -73.93033)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,E-Scooter,E-Bike,REID AVENUE
4371712,8502,11/24/20,19:00:00,BROOKLYN,11215,40.669846,-73.98244,"(40.669846, -73.98244)",1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,E-Bike,6 STREET
4372029,8510,11/24/20,21:00:00,BROOKLYN,11216,40.676872,-73.94985,"(40.676872, -73.94985)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Obstruction/Debris,Pick-up Truck,Bike,DEAN STREET
4372160,8924,11/25/20,5:00:00,MANHATTAN,10016,40.745796,-73.982285,"(40.745796, -73.982285)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,PARK AVENUE SOUTH
4371078,8918,11/25/20,9:00:00,MANHATTAN,10035,40.801754,-73.93121,"(40.801754, -73.93121)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Tanker,E-Scooter,EAST 125 STREET
4371721,8325,11/25/20,10:00:00,MANHATTAN,10065,40.764362,-73.96162,"(40.764362, -73.96162)",1,0,0,0,1,0,0,0,Turning Improperly,Driver Inattention/Distraction,Sedan,Bike,EAST 65 STREET
4370721,9103,11/25/20,12:00:00,BRONX,10454,40.810387,-73.91521,"(40.810387, -73.91521)",1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,Sedan,E-Scooter,EAST 143 STREET
4371652,9029,11/25/20,12:00:00,BROOKLYN,11220,40.639294,-74.01279,"(40.639294, -74.01279)",1,0,0,0,1,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,Sedan,E-Scooter,58 STREET
4370747,8970,11/25/20,13:00:00,QUEENS,11101,40.744667,-73.931694,"(40.744667, -73.931694)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Bike,QUEENS BOULEVARD
4372534,8562,11/25/20,14:00:00,MANHATTAN,10009,40.72775,-73.97619,"(40.72775, -73.97619)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,EAST 13 STREET
4371132,8526,11/25/20,18:00:00,MANHATTAN,10031,40.827152,-73.946205,"(40.827152, -73.946205)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,AMSTERDAM AVENUE
4373541,8290,11/25/20,20:00:00,BROOKLYN,11213,40.67043,-73.928185,"(40.67043, -73.928185)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Sedan,Bike,SAINT JOHNS PLACE
4371517,8633,11/25/20,21:00:00,BROOKLYN,11213,40.668495,-73.925606,"(40.668495, -73.925606)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,EASTERN PARKWAY
4374116,8759,11/25/20,22:00:00,MANHATTAN,10036,40.758427,-73.99264,"(40.758427, -73.99264)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,9 AVENUE
4370869,9069,11/25/20,22:00:00,BRONX,10459,40.821415,-73.88933,"(40.821415, -73.88933)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Bike,Taxi,BRUCKNER BOULEVARD
4370841,8751,11/25/20,22:00:00,MANHATTAN,10025,40.79166,-73.96469,"(40.79166, -73.96469)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,CENTRAL PARK WEST
4371716,8346,11/26/20,7:00:00,BRONX,10455,40.81608,-73.917694,"(40.81608, -73.917694)",1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Bike,Sedan,EAST 149 STREET
4371423,9005,11/26/20,8:00:00,BROOKLYN,11215,40.67034,-73.98873,"(40.67034, -73.98873)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,9 STREET
4371708,8525,11/26/20,16:00:00,BRONX,10456,40.82959,-73.90949,"(40.82959, -73.90949)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,PARK AVENUE
4371397,8966,11/26/20,18:00:00,BRONX,10457,40.84869,-73.90329,"(40.84869, -73.90329)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,EAST TREMONT AVENUE
4371326,8964,11/26/20,19:00:00,BROOKLYN,11223,40.592186,-73.9777,"(40.592186, -73.9777)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Bike,86 STREET
4370982,8868,11/26/20,19:00:00,BROOKLYN,11221,40.687935,-73.9154,"(40.687935, -73.9154)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,BUSHWICK AVENUE
4371226,14107,11/26/20,22:00:00,BROOKLYN,11205,40.69608,-73.9694,"(40.69608, -73.9694)",2,0,0,0,2,0,0,0,Turning Improperly,Following Too Closely,Sedan,E-Scooter,PARK AVENUE
4371000,8922,11/27/20,0:00:00,QUEENS,11417,40.679863,-73.83884,"(40.679863, -73.83884)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Sedan,E-Scooter,ROCKAWAY BOULEVARD
4371165,9012,11/27/20,6:00:00,BRONX,10453,40.856285,-73.913895,"(40.856285, -73.913895)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,WEST 180 STREET
4371124,8677,11/27/20,11:00:00,MANHATTAN,10031,40.82804,-73.94251,"(40.82804, -73.94251)",1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Sedan,Bike,SAINT NICHOLAS AVENUE
4371211,8306,11/27/20,14:00:00,BROOKLYN,11204,40.608078,-73.979706,"(40.608078, -73.979706)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,WEST 6 STREET
4371289,8858,11/27/20,14:00:00,BRONX,10457,40.850456,-73.899315,"(40.850456, -73.899315)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,E-Bike,Convertible,WEBSTER AVENUE
4371439,8323,11/27/20,16:00:00,QUEENS,11373,40.748306,-73.87104,"(40.748306, -73.87104)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,95 STREET
4371383,8608,11/27/20,23:00:00,BROOKLYN,11215,40.673485,-73.97296,"(40.673485, -73.97296)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,E-Bike,Station Wagon/Sport Utility Vehicle,8 AVENUE
4373027,9149,11/28/20,8:00:00,BROOKLYN,11221,40.698772,-73.92233,"(40.698772, -73.92233)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,WILSON AVENUE
4371415,8915,11/28/20,11:00:00,MANHATTAN,10029,40.798622,-73.94163,"(40.798622, -73.94163)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,EAST 116 STREET
4371407,8756,11/28/20,11:00:00,QUEENS,11102,40.76615,-73.919785,"(40.76615, -73.919785)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Sedan,30 AVENUE
4372660,8765,11/28/20,15:00:00,BRONX,10469,40.857548,-73.85638,"(40.857548, -73.85638)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,WILLIAMSBRIDGE ROAD
4371272,8682,11/28/20,17:00:00,BROOKLYN,11236,40.645134,-73.90232,"(40.645134, -73.90232)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,E-Scooter,ROCKAWAY PARKWAY
4371404,8991,11/28/20,18:00:00,QUEENS,11101,40.754807,-73.91688,"(40.754807, -73.91688)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter,45 STREET
4371862,9116,11/28/20,20:00:00,QUEENS,11372,40.75468,-73.893745,"(40.75468, -73.893745)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,NORTHERN BOULEVARD
4371613,8537,11/29/20,2:00:00,MANHATTAN,10033,40.847355,-73.93518,"(40.847355, -73.93518)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unsafe Speed,Sedan,E-Bike,WEST 178 STREET
4371833,8467,11/29/20,12:00:00,MANHATTAN,10025,40.79656,-73.97226,"(40.79656, -73.97226)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,WEST 98 STREET
4372391,8654,11/29/20,13:00:00,BROOKLYN,11232,40.652954,-74.00215,"(40.652954, -74.00215)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,36 STREET
4372073,14102,11/29/20,14:00:00,BROOKLYN,11220,40.642864,-74.01266,"(40.642864, -74.01266)",2,0,0,0,2,0,0,0,Passenger Distraction,Unspecified,Sedan,Bike,5 AVENUE
4371637,8417,11/29/20,15:00:00,BROOKLYN,11219,40.63011,-74.01001,"(40.63011, -74.01001)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,FORT HAMILTON PARKWAY
4371795,8638,11/29/20,18:00:00,BROOKLYN,11207,40.675495,-73.8997,"(40.675495, -73.8997)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,ATLANTIC AVENUE
4371807,8474,11/29/20,18:00:00,BROOKLYN,11207,40.66701,-73.9004,"(40.66701, -73.9004)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,E-Scooter,BLAKE AVENUE
4376522,9142,11/29/20,19:00:00,BROOKLYN,11221,40.68796,-73.94194,"(40.68796, -73.94194)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,THROOP AVENUE
4372114,9076,11/29/20,22:00:00,BROOKLYN,11237,40.700054,-73.92459,"(40.700054, -73.92459)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,WILSON AVENUE
4372454,9161,11/30/20,2:00:00,MANHATTAN,10031,40.82326,-73.95277,"(40.82326, -73.95277)",1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,Bike,Bike,WEST 140 STREET
4371995,8373,11/30/20,16:00:00,MANHATTAN,10022,40.76093,-73.96914,"(40.76093, -73.96914)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,Bike,EAST 57 STREET
4372090,8547,11/30/20,17:00:00,QUEENS,11373,40.748062,-73.879845,"(40.748062, -73.879845)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Sedan,Bike,ROOSEVELT AVENUE
4372527,8950,11/30/20,18:00:00,MANHATTAN,10035,40.80641,-73.94227,"(40.80641, -73.94227)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Sedan,WEST 125 STREET
4376071,8867,11/30/20,20:00:00,MANHATTAN,10029,40.794132,-73.94281,"(40.794132, -73.94281)",1,0,0,0,1,0,0,0,Following Too Closely,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,Bike,3 AVENUE
4372229,9022,12/1/20,7:00:00,BROOKLYN,11228,40.606842,-74.0155,"(40.606842, -74.0155)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,Bike,BAY 8 STREET
4372397,9127,12/1/20,14:00:00,QUEENS,11375,40.730137,-73.862366,"(40.730137, -73.862366)",1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,Bike,QUEENS BOULEVARD
4372482,8358,12/1/20,16:00:00,MANHATTAN,10029,40.79428,-73.94902,"(40.79428, -73.94902)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter,MADISON AVENUE
4372669,8974,12/1/20,16:00:00,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Pick-up Truck,Bike,BEDFORD AVENUE
4372722,8913,12/1/20,17:00:00,MANHATTAN,10027,40.81094,-73.94318,"(40.81094, -73.94318)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Bike,Sedan,LENOX AVENUE
4372479,8287,12/1/20,18:00:00,BROOKLYN,11229,40.611786,-73.94601,"(40.611786, -73.94601)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,EAST 28 STREET
4376226,9059,12/2/20,11:00:00,BROOKLYN,11226,40.644306,-73.95179,"(40.644306, -73.95179)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,ROGERS AVENUE
4374140,8782,12/2/20,14:00:00,QUEENS,11103,40.753635,-73.91893,"(40.753635, -73.91893)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Bike,Sedan,NORTHERN BOULEVARD
4373581,8686,12/2/20,15:00:00,BRONX,10454,40.8047,-73.91243,"(40.8047, -73.91243)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,EAST 138 STREET
4376290,8930,12/2/20,18:00:00,BROOKLYN,11204,40.616707,-73.97846,"(40.616707, -73.97846)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Van,Bike,BAY PARKWAY
4372691,8723,12/2/20,18:00:00,QUEENS,11435,40.704147,-73.807594,"(40.704147, -73.807594)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,148 STREET
4376297,8905,12/2/20,19:00:00,BROOKLYN,11218,40.639088,-73.98073,"(40.639088, -73.98073)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,15 AVENUE
4372749,9061,12/2/20,20:00:00,BROOKLYN,11249,40.703686,-73.965065,"(40.703686, -73.965065)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,E-Scooter,WILSON STREET
4381033,8750,12/2/20,22:00:00,BROOKLYN,11224,40.576275,-73.98796,"(40.576275, -73.98796)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Bike,Sedan,MERMAID AVENUE
4372890,8495,12/2/20,22:00:00,MANHATTAN,10011,40.73723,-74.000656,"(40.73723, -74.000656)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter,WEST 12 STREET
4373017,8385,12/3/20,10:00:00,QUEENS,11415,40.71445,-73.9306,"(40.71445, -73.9306)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,GRAND STREET
4372944,8893,12/3/20,12:00:00,MANHATTAN,10002,40.717926,-73.98568,"(40.717926, -73.98568)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,E-Scooter,DELANCEY STREET
4374165,8592,12/3/20,12:00:00,MANHATTAN,10036,40.754314,-73.98687,"(40.754314, -73.98687)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Sedan,E-Scooter,WEST 40 STREET
4372895,8317,12/3/20,13:00:00,QUEENS,11433,40.70793,-73.78383,"(40.70793, -73.78383)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Pick-up Truck,E-Bike,JAMAICA AVENUE
4375566,8672,12/3/20,14:00:00,QUEENS,11385,40.702595,-73.8553,"(40.702595, -73.8553)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Bike,MYRTLE AVENUE
4372954,8578,12/3/20,16:00:00,BROOKLYN,11205,40.69299,-73.95583,"(40.69299, -73.95583)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,WILLOUGHBY AVENUE
4373592,9151,12/3/20,16:00:00,BROOKLYN,11206,40.697582,-73.94965,"(40.697582, -73.94965)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,E-Bike,Sedan,PARK AVENUE
4372992,9001,12/3/20,17:00:00,BRONX,10455,40.81231,-73.91648,"(40.81231, -73.91648)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,EAST 145 STREET
4373181,8921,12/3/20,22:00:00,QUEENS,11377,40.746334,-73.89633,"(40.746334, -73.89633)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,ROOSEVELT AVENUE
4372982,8615,12/4/20,0:00:00,MANHATTAN,10023,40.77537,-73.98772,"(40.77537, -73.98772)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,WEST END AVENUE
4373804,8422,12/4/20,4:00:00,MANHATTAN,10035,40.80641,-73.94227,"(40.80641, -73.94227)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Turning Improperly,Sedan,E-Scooter,WEST 125 STREET
4373620,8848,12/4/20,10:00:00,BRONX,10455,40.815845,-73.89544,"(40.815845, -73.89544)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,E-Bike,Sedan,BRUCKNER BOULEVARD
