COLLISION_ID,index,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET
4356300,9623,10/9/20,12:00:00,QUEENS,11427,40.70663,-73.806595,"(40.70663, -73.806595)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,150 STREET
4356406,9650,10/9/20,15:00:00,BROOKLYN,11219,40.635017,-74.00268,"(40.635017, -74.00268)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,E-Bike,Station Wagon/Sport Utility Vehicle,56 STREET
4356176,9883,10/9/20,15:00:00,BROOKLYN,11203,40.656063,-73.93957,"(40.656063, -73.93957)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,Bus,Bike,ALBANY AVENUE
4360976,9316,10/9/20,16:00:00,BROOKLYN,11233,40.68203,-73.93487,"(40.68203, -73.93487)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,E-Scooter,MACDONOUGH STREET
4356595,9340,10/9/20,17:00:00,QUEENS,11373,40.74331,-73.87451,"(40.74331, -73.87451)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,91 PLACE
4356888,9839,10/9/20,20:00:00,QUEENS,11372,40.75585,-73.88259,"(40.75585, -73.88259)",1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Sedan,E-Bike,NORTHERN BOULEVARD
4356185,9508,10/9/20,20:00:00,QUEENS,11434,40.667522,-73.78063,"(40.667522, -73.78063)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,ROCKAWAY BOULEVARD
4356649,9490,10/9/20,23:00:00,MANHATTAN,10032,40.843548,-73.936134,"(40.843548, -73.936134)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,WEST 173 STREET
4356728,14122,10/10/20,0:00:00,BROOKLYN,11205,40.698036,-73.962845,"(40.698036, -73.962845)",2,0,0,0,2,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,Station Wagon/Sport Utility Vehicle,E-Scooter,FLUSHING AVENUE
4356732,10077,10/10/20,12:00:00,QUEENS,11102,40.77305,-73.92148,"(40.77305, -73.92148)",1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,Taxi,Bike,CRESCENT STREET
4358911,9446,10/10/20,12:00:00,BROOKLYN,11216,40.68107,-73.94972,"(40.68107, -73.94972)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,NOSTRAND AVENUE
4356735,10227,10/10/20,14:00:00,QUEENS,11370,40.76854,-73.89342,"(40.76854, -73.89342)",1,0,0,0,1,0,0,0,Brakes Defective,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter,DITMARS BOULEVARD
4356718,10011,10/10/20,19:00:00,BROOKLYN,11207,40.698536,-73.91788,"(40.698536, -73.91788)",1,0,0,0,1,0,0,0,Glare,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,Station Wagon/Sport Utility Vehicle,BLEECKER STREET
4356518,9932,10/10/20,19:00:00,MANHATTAN,10021,40.767532,-73.953255,"(40.767532, -73.953255)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Convertible,Bike,YORK AVENUE
4356534,9957,10/10/20,19:00:00,MANHATTAN,10003,40.728596,-73.98768,"(40.728596, -73.98768)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,E-Scooter,2 AVENUE
4392555,10397,10/10/20,20:00:00,BROOKLYN,11206,40.695217,-73.93749,"(40.695217, -73.93749)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,LEWIS AVENUE
4359349,9855,10/10/20,21:00:00,BRONX,10454,40.812893,-73.92013,"(40.812893, -73.92013)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Taxi,Bike,EAST 144 STREET
4357119,10242,10/11/20,1:00:00,MANHATTAN,10031,40.820827,-73.950836,"(40.820827, -73.950836)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Bike,AMSTERDAM AVENUE
4356734,9538,10/11/20,6:00:00,QUEENS,11103,40.75982,-73.9139,"(40.75982, -73.9139)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,Bike,31 AVENUE
4357083,9595,10/11/20,8:00:00,BROOKLYN,11220,40.634098,-74.01782,"(40.634098, -74.01782)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,E-Scooter,67 STREET
4356743,9235,10/11/20,13:00:00,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,AVENUE U
4357872,9228,10/11/20,13:00:00,BRONX,10456,40.82929,-73.91642,"(40.82929, -73.91642)",1,0,0,0,1,0,0,0,Brakes Defective,Unspecified,Sedan,Bike,EAST 165 STREET
4356628,9233,10/11/20,15:00:00,QUEENS,11423,40.71426,-73.77713,"(40.71426, -73.77713)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,184 PLACE
4358774,9168,10/11/20,18:00:00,QUEENS,11379,40.718987,-73.892136,"(40.718987, -73.892136)",1,0,0,0,1,0,0,0,Oversized Vehicle,Pavement Slippery,Snow Plow,E-Scooter,ELIOT AVENUE
4356617,9224,10/11/20,18:00:00,MANHATTAN,10003,40.735203,-73.985794,"(40.735203, -73.985794)",1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,3 AVENUE
4356778,9192,10/11/20,19:00:00,BRONX,10465,40.830723,-73.82322,"(40.830723, -73.82322)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,LAFAYETTE AVENUE
4356751,9214,10/11/20,19:00:00,MANHATTAN,10017,40.752377,-73.97035,"(40.752377, -73.97035)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,E-Bike,Sedan,2 AVENUE
4357193,9379,10/11/20,21:00:00,MANHATTAN,10002,40.719933,-73.97876,"(40.719933, -73.97876)",1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,Sedan,E-Scooter,EAST HOUSTON STREET
4356687,9443,10/11/20,23:00:00,MANHATTAN,10032,40.841713,-73.93558,"(40.841713, -73.93558)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,Bike,AMSTERDAM AVENUE
4357248,9243,10/12/20,0:00:00,BRONX,10458,40.86006,-73.891136,"(40.86006, -73.891136)",1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,E-Bike,3 AVENUE
4357266,9169,10/12/20,15:00:00,BROOKLYN,11229,40.600216,-73.943825,"(40.600216, -73.943825)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,AVENUE U
4357352,9218,10/12/20,17:00:00,BROOKLYN,11237,40.69663,-73.91857,"(40.69663, -73.91857)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,WILSON AVENUE
4357057,9238,10/12/20,17:00:00,STATEN ISLAND,10306,40.572063,-74.111115,"(40.572063, -74.111115)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,CLAWSON STREET
4357963,9190,10/12/20,17:00:00,QUEENS,11102,40.769886,-73.92781,"(40.769886, -73.92781)",1,0,0,0,1,0,0,0,Pavement Slippery,Unsafe Speed,Sedan,E-Scooter,30 AVENUE
4362468,9213,10/12/20,19:00:00,QUEENS,11102,40.77573,-73.92603,"(40.77573, -73.92603)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Bike,E-Bike,ASTORIA PARK SOUTH
4357251,9180,10/12/20,20:00:00,QUEENS,11369,40.75898,-73.87075,"(40.75898, -73.87075)",1,0,0,0,1,0,0,0,Failure to Keep Right,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,32 AVENUE
4357148,9211,10/13/20,5:00:00,BROOKLYN,11201,40.69684,-73.98707,"(40.69684, -73.98707)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,SEDAN,Bike,JAY STREET
4357418,9188,10/13/20,9:00:00,BROOKLYN,11225,40.669228,-73.9556,"(40.669228, -73.9556)",1,0,0,0,1,0,0,0,Pavement Slippery,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,E-Scooter,BEDFORD AVENUE
4357594,9222,10/13/20,13:00:00,MANHATTAN,10023,40.774906,-73.97692,"(40.774906, -73.97692)",1,0,0,0,1,0,0,0,Following Too Closely,Oversized Vehicle,Bike,Box Truck,WEST 70 STREET
4357639,9219,10/13/20,14:00:00,BROOKLYN,11201,40.691,-73.989334,"(40.691, -73.989334)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,E-Bike,BOERUM PLACE
4357487,9246,10/13/20,18:00:00,BRONX,10461,40.838978,-73.84744,"(40.838978, -73.84744)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,ROWLAND STREET
4357846,9170,10/13/20,18:00:00,MANHATTAN,10024,40.78542,-73.98399,"(40.78542, -73.98399)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Bike,HENRY HUDSON PARKWAY
4357579,9193,10/13/20,18:00:00,BROOKLYN,11229,40.614788,-73.94658,"(40.614788, -73.94658)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,E-Scooter,Sedan,KINGS HIGHWAY
4357490,9227,10/13/20,19:00:00,BROOKLYN,11219,40.627884,-73.992386,"(40.627884, -73.992386)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,15 AVENUE
4360224,9179,10/13/20,20:00:00,QUEENS,11379,40.714622,-73.90117,"(40.714622, -73.90117)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Sedan,Bike,ELIOT AVENUE
4357855,9181,10/13/20,22:00:00,BROOKLYN,11222,40.730907,-73.954384,"(40.730907, -73.954384)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,KENT STREET
4357428,9244,10/13/20,22:00:00,BROOKLYN,11225,40.65841,-73.96049,"(40.65841, -73.96049)",1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,FLATBUSH AVENUE
4358811,9182,10/14/20,0:00:00,BROOKLYN,11221,40.6835,-73.93516,"(40.6835, -73.93516)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Sedan,HALSEY STREET
4361032,9206,10/14/20,7:00:00,BROOKLYN,11203,40.66059,-73.931335,"(40.66059, -73.931335)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,UTICA AVENUE
4358177,9237,10/14/20,8:00:00,QUEENS,11435,40.712112,-73.81246,"(40.712112, -73.81246)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,SMEDLEY STREET
4357627,9185,10/14/20,11:00:00,BROOKLYN,11229,40.59598,-73.9313,"(40.59598, -73.9313)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,Bike,Sedan,ALLEN AVENUE
4358698,9195,10/14/20,11:00:00,QUEENS,11103,40.766605,-73.91611,"(40.766605, -73.91611)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,28 AVENUE
4358907,9234,10/14/20,13:00:00,BROOKLYN,11205,40.691017,-73.954475,"(40.691017, -73.954475)",1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,Bike,Bike,DE KALB AVENUE
4357675,9241,10/14/20,14:00:00,BROOKLYN,11203,40.658478,-73.92818,"(40.658478, -73.92818)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,EAST 53 STREET
4361267,9230,10/14/20,16:00:00,BROOKLYN,11219,40.640274,-73.99025,"(40.640274, -73.99025)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,42 STREET
4357687,9240,10/14/20,16:00:00,BROOKLYN,11216,40.67187,-73.95464,"(40.67187, -73.95464)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,BEDFORD AVENUE
4358029,9174,10/14/20,17:00:00,MANHATTAN,10010,40.73722,-73.9814,"(40.73722, -73.9814)",1,0,0,0,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,Bike,EAST 22 STREET
4357816,9196,10/14/20,17:00:00,BROOKLYN,11229,40.6059,-73.9568,"(40.6059, -73.9568)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,AVENUE R
4359489,9184,10/14/20,17:00:00,MANHATTAN,10001,40.75045,-73.9873,"(40.75045, -73.9873)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,WEST 35 STREET
4358156,9200,10/14/20,22:00:00,MANHATTAN,10032,40.84168,-73.9375,"(40.84168, -73.9375)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,E-Bike,WEST 170 STREET
4357992,9172,10/14/20,22:00:00,BRONX,10470,40.903194,-73.85406,"(40.903194, -73.85406)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,Sedan,E-Bike,EAST 240 STREET
4358137,9071,10/15/20,0:00:00,BRONX,10468,40.860577,-73.90255,"(40.860577, -73.90255)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,WEST 184 STREET
4358017,9236,10/15/20,3:00:00,BROOKLYN,11233,40.675663,-73.9277,"(40.675663, -73.9277)",1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,Taxi,E-Bike,ROCHESTER AVENUE
4357934,9201,10/15/20,7:00:00,MANHATTAN,10029,40.792927,-73.94791,"(40.792927, -73.94791)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Ambulance,Bike,PARK AVENUE
4359254,9204,10/15/20,9:00:00,QUEENS,11368,40.73673,-73.85625,"(40.73673, -73.85625)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,OTIS AVENUE
4360949,8719,10/15/20,11:00:00,QUEENS,11385,40.70985,-73.917145,"(40.70985, -73.917145)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,ONDERDONK AVENUE
4358020,8447,10/15/20,11:00:00,BROOKLYN,11212,40.657173,-73.921074,"(40.657173, -73.921074)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,EAST 93 STREET
4358850,8811,10/15/20,12:00:00,BROOKLYN,11207,40.66475,-73.89405,"(40.66475, -73.89405)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,PENNSYLVANIA AVENUE
4374170,9209,10/15/20,14:00:00,MANHATTAN,10036,40.760353,-73.99124,"(40.760353, -73.99124)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,WEST 45 STREET
4358480,9198,10/15/20,15:00:00,MANHATTAN,10011,40.7441,-73.99565,"(40.7441, -73.99565)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,7 AVENUE
4358066,9176,10/15/20,15:00:00,BROOKLYN,11220,40.63667,-74.02567,"(40.63667, -74.02567)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bus,Bike,68 STREET
4358773,9194,10/15/20,15:00:00,QUEENS,11385,40.70606,-73.87593,"(40.70606, -73.87593)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,COOPER AVENUE
4359890,9183,10/15/20,16:00:00,STATEN ISLAND,10301,40.6347,-74.10455,"(40.6347, -74.10455)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,CASTLETON AVENUE
4358708,9186,10/15/20,16:00:00,QUEENS,11379,40.720154,-73.87531,"(40.720154, -73.87531)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,80 STREET
4358096,9245,10/15/20,16:00:00,BROOKLYN,11220,40.638897,-74.01678,"(40.638897, -74.01678)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,5 AVENUE
4358428,9239,10/15/20,17:00:00,BRONX,10468,40.861744,-73.911804,"(40.861744, -73.911804)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,Bike,Station Wagon/Sport Utility Vehicle,WEST FORDHAM ROAD
4358167,9212,10/15/20,19:00:00,MANHATTAN,10010,40.740185,-73.986374,"(40.740185, -73.986374)",1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Taxi,Bike,EAST 23 STREET
4358923,9225,10/15/20,19:00:00,BROOKLYN,11203,40.64431,-73.93155,"(40.64431, -73.93155)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Sedan,Bike,CLARENDON ROAD
4358438,9220,10/15/20,19:00:00,BRONX,10459,40.828075,-73.88543,"(40.828075, -73.88543)",1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,E-Bike,Station Wagon/Sport Utility Vehicle,SHERIDAN EXPRESSWAY
4358684,9197,10/15/20,20:00:00,BROOKLYN,11221,40.69473,-73.91928,"(40.69473, -73.91928)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,CENTRAL AVENUE
4358138,9223,10/15/20,22:00:00,BROOKLYN,11221,40.692593,-73.91551,"(40.692593, -73.91551)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,Bike,MADISON STREET
4358611,9202,10/15/20,23:00:00,BROOKLYN,11230,40.63536,-73.96041,"(40.63536, -73.96041)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,E-Bike,Sedan,FOSTER AVENUE
4359429,8937,10/16/20,4:00:00,BRONX,10454,40.805214,-73.925766,"(40.805214, -73.925766)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,WILLIS AVENUE
4358368,8624,10/16/20,7:00:00,BROOKLYN,11208,40.702496,-73.81303,"(40.702496, -73.81303)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,139 STREET
4358242,8828,10/16/20,7:00:00,QUEENS,11368,40.74788,-73.85731,"(40.74788, -73.85731)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,45 AVENUE
4358263,9129,10/16/20,8:00:00,MANHATTAN,10024,40.78766,-73.97707,"(40.78766, -73.97707)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,BROADWAY
4359002,8457,10/16/20,9:00:00,BROOKLYN,11221,40.692356,-73.911064,"(40.692356, -73.911064)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,Bike,HANCOCK STREET
4358260,9036,10/16/20,10:00:00,QUEENS,11366,40.72442,-73.81063,"(40.72442, -73.81063)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,PARSONS BOULEVARD
4358613,8929,10/16/20,11:00:00,BROOKLYN,11218,40.63965,-73.967926,"(40.63965, -73.967926)",1,0,0,0,1,0,0,0,Unspecified,Unspecified,Convertible,Bike,CORTELYOU ROAD
4367772,14108,10/16/20,14:00:00,BROOKLYN,11206,40.700726,-73.94194,"(40.700726, -73.94194)",2,0,0,0,2,0,0,0,Following Too Closely,Unspecified,CEMENT TRU,E-Scooter,FLUSHING AVENUE
4358373,8428,10/16/20,14:00:00,BROOKLYN,11220,40.633728,-74.01797,"(40.633728, -74.01797)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,E-Bike,SENATOR STREET
4358375,9088,10/16/20,16:00:00,BROOKLYN,11209,40.633724,-74.02389,"(40.633724, -74.02389)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Pick-up Truck,Bike,4 AVENUE
4358669,8293,10/16/20,17:00:00,QUEENS,11417,40.681145,-73.84013,"(40.681145, -73.84013)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Pick-up Truck,Bike,LIBERTY AVENUE
4358977,8849,10/17/20,0:00:00,BROOKLYN,11213,40.668648,-73.92835,"(40.668648, -73.92835)",1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,EASTERN PARKWAY
4358465,8540,10/17/20,11:00:00,QUEENS,11368,40.757442,-73.86747,"(40.757442, -73.86747)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Bike,NORTHERN BOULEVARD
4358865,8808,10/17/20,13:00:00,BROOKLYN,11207,40.676952,-73.888596,"(40.676952, -73.888596)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,ATLANTIC AVENUE
4359096,8850,10/17/20,14:00:00,BRONX,10472,40.834522,-73.87183,"(40.834522, -73.87183)",1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,CROES AVENUE
4358706,9013,10/17/20,14:00:00,BROOKLYN,11215,40.66917,-73.98631,"(40.66917, -73.98631)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,5 AVENUE
4358479,8563,10/17/20,14:00:00,BROOKLYN,11214,40.597923,-73.9872,"(40.597923, -73.9872)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,86 STREET
4359061,8482,10/17/20,15:00:00,BROOKLYN,11230,40.62418,-73.97048,"(40.62418, -73.97048)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Sedan,OCEAN PARKWAY
4360265,9085,10/17/20,16:00:00,QUEENS,11101,40.746082,-73.92856,"(40.746082, -73.92856)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,43 AVENUE
4358544,8806,10/17/20,16:00:00,BROOKLYN,11249,40.7089,-73.96581,"(40.7089, -73.96581)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,SOUTH 9 STREET
4359458,9077,10/17/20,17:00:00,MANHATTAN,10034,40.865364,-73.92439,"(40.865364, -73.92439)",1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter,VERMILYEA AVENUE
4358763,8798,10/17/20,18:00:00,BROOKLYN,11225,40.667477,-73.95623,"(40.667477, -73.95623)",1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Bike,Sedan,BEDFORD AVENUE
4358877,8898,10/17/20,18:00:00,BROOKLYN,11207,40.656693,-73.89464,"(40.656693, -73.89464)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,DE WITT AVENUE
4359348,8797,10/17/20,19:00:00,QUEENS,11421,40.69268,-73.85632,"(40.69268, -73.85632)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,JAMAICA AVENUE
4358539,8805,10/17/20,19:00:00,BROOKLYN,11206,40.700726,-73.94194,"(40.700726, -73.94194)",1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,Bike,BROADWAY
4358575,14113,10/17/20,19:00:00,BRONX,10456,40.83354,-73.89631,"(40.83354, -73.89631)",2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Bike,PROSPECT AVENUE
4359334,8413,10/18/20,0:00:00,MANHATTAN,10025,40.80608,-73.96532,"(40.80608, -73.96532)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,BROADWAY
4359072,8609,10/18/20,3:00:00,BRONX,10454,40.811653,-73.91685,"(40.811653, -73.91685)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike,EAST 144 STREET
4359867,8303,10/18/20,6:00:00,MANHATTAN,10027,40.81261,-73.95683,"(40.81261, -73.95683)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,AMSTERDAM AVENUE
4360969,8344,10/18/20,12:00:00,BROOKLYN,11221,40.689354,-73.936325,"(40.689354, -73.936325)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,LEWIS AVENUE
4359135,8312,10/18/20,12:00:00,QUEENS,11421,40.692574,-73.858185,"(40.692574, -73.858185)",1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,E-Scooter,Sedan,JAMAICA AVENUE
4359131,9159,10/18/20,12:00:00,BRONX,10469,40.862633,-73.836105,"(40.862633, -73.836105)",1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Sedan,E-Bike,MACE AVENUE
4358838,8280,10/18/20,13:00:00,QUEENS,11357,40.79009,-73.797485,"(40.79009, -73.797485)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,12 ROAD
4359027,8596,10/18/20,14:00:00,BROOKLYN,11238,40.678326,-73.97203,"(40.678326, -73.97203)",1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,CARLTON AVENUE
4359112,8666,10/18/20,15:00:00,MANHATTAN,10040,40.853683,-73.93054,"(40.853683, -73.93054)",1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,E-Scooter,Sedan,WEST 188 STREET
