collision_id,dates,times,borough,zip_code,latitude,longitude,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,vehicle_type_code_1,vehicle_type_code_2,street,bike_lane,day_of_week,month,temperature,visibility,humidity,wind_speed,weather_main
4329423,7/17/20,21:00:00,QUEENS,11432,40.71512,-73.77358,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,HILLSIDE AVENUE,0,Friday,July,85.8,10000,63,8.05,Clear
4329836,7/17/20,21:00:00,BROOKLYN,11221,40.690823,-73.936615,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,e-scooter,Sedan,LEWIS AVENUE,1,Friday,July,85.8,10000,63,8.05,Clear
4329836,7/17/20,21:00:00,BROOKLYN,11221,40.690823,-73.936615,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,e-scooter,Sedan,LEWIS AVENUE,1,Friday,July,85.8,10000,63,8.05,Clear
4329836,7/17/20,21:00:00,BROOKLYN,11221,40.690823,-73.936615,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,e-scooter,Sedan,LEWIS AVENUE,1,Friday,July,85.8,10000,63,8.05,Clear
4329963,7/17/20,21:00:00,BRONX,10456,40.818756,-73.90876,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,E-Bike,EAST 156 STREET,0,Friday,July,85.8,10000,63,8.05,Clear
4329963,7/17/20,21:00:00,BRONX,10456,40.818756,-73.90876,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,E-Bike,EAST 156 STREET,0,Friday,July,85.8,10000,63,8.05,Clear
4329963,7/17/20,21:00:00,BRONX,10456,40.818756,-73.90876,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,E-Bike,EAST 156 STREET,0,Friday,July,85.8,10000,63,8.05,Clear
4332095,7/17/20,22:00:00,BROOKLYN,11221,40.691704,-73.94849,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,sedan,Bike,MARCY AVENUE,0,Friday,July,86.16,10000,65,6.93,Rain
4329714,7/17/20,23:00:00,MANHATTAN,10025,40.80417,-73.966705,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,sedan,Bike,BROADWAY,0,Friday,July,83.75,10000,69,6.93,Clouds
4329714,7/17/20,23:00:00,MANHATTAN,10025,40.80417,-73.966705,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,sedan,Bike,BROADWAY,0,Friday,July,83.75,10000,69,6.93,Clouds
4330373,7/17/20,23:00:00,MANHATTAN,10030,40.82154,-73.94287,2,0,0,0,2,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,station wagon/sport utility vehicle,E-Scooter,WEST 143 STREET,0,Friday,July,83.75,10000,69,6.93,Clouds
4330373,7/17/20,23:00:00,MANHATTAN,10030,40.82154,-73.94287,2,0,0,0,2,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,station wagon/sport utility vehicle,E-Scooter,WEST 143 STREET,0,Friday,July,83.75,10000,69,6.93,Clouds
4329738,7/18/20,6:00:00,QUEENS,11373,40.738598,-73.87744,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,BROADWAY,0,Saturday,July,76.71,10000,80,4.7,Clear
4329935,7/18/20,12:00:00,MANHATTAN,10003,40.73602,-73.98228,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,2 AVENUE,1,Saturday,July,75.13,10000,84,5.82,Clear
4329935,7/18/20,12:00:00,MANHATTAN,10003,40.73602,-73.98228,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,2 AVENUE,1,Saturday,July,75.13,10000,84,5.82,Clear
4330571,7/18/20,12:00:00,MANHATTAN,10035,40.804375,-73.93742,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,EAST 125 STREET,0,Saturday,July,75.13,10000,84,5.82,Clear
4330571,7/18/20,12:00:00,MANHATTAN,10035,40.804375,-73.93742,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,EAST 125 STREET,0,Saturday,July,75.13,10000,84,5.82,Clear
4331292,7/18/20,14:00:00,MANHATTAN,10028,40.77593,-73.94713,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Sedan,EAST 86 STREET,0,Saturday,July,80.65,10000,64,5.99,Clear
4329784,7/18/20,15:00:00,BROOKLYN,11221,40.692226,-73.930916,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,REID AVENUE,1,Saturday,July,84.4,10000,49,8.05,Clear
4329784,7/18/20,15:00:00,BROOKLYN,11221,40.692226,-73.930916,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,REID AVENUE,1,Saturday,July,84.4,10000,49,8.05,Clear
4329784,7/18/20,15:00:00,BROOKLYN,11221,40.692226,-73.930916,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,REID AVENUE,1,Saturday,July,84.4,10000,49,8.05,Clear
4329621,7/18/20,15:00:00,MANHATTAN,10014,40.732403,-74.0102,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,E-Scooter,WEST STREET,1,Saturday,July,84.4,10000,49,8.05,Clear
4329621,7/18/20,15:00:00,MANHATTAN,10014,40.732403,-74.0102,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,E-Scooter,WEST STREET,1,Saturday,July,84.4,10000,49,8.05,Clear
4329621,7/18/20,15:00:00,MANHATTAN,10014,40.732403,-74.0102,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,E-Scooter,WEST STREET,1,Saturday,July,84.4,10000,49,8.05,Clear
4329522,7/18/20,15:00:00,QUEENS,11370,40.766785,-73.893105,1,0,0,0,1,0,0,0,Failure to Keep Right,Failure to Yield Right-of-Way,bike,Sedan,ASTORIA BOULEVARD,0,Saturday,July,84.4,10000,49,8.05,Clear
4329522,7/18/20,15:00:00,QUEENS,11370,40.766785,-73.893105,1,0,0,0,1,0,0,0,Failure to Keep Right,Failure to Yield Right-of-Way,bike,Sedan,ASTORIA BOULEVARD,0,Saturday,July,84.4,10000,49,8.05,Clear
4329522,7/18/20,15:00:00,QUEENS,11370,40.766785,-73.893105,1,0,0,0,1,0,0,0,Failure to Keep Right,Failure to Yield Right-of-Way,bike,Sedan,ASTORIA BOULEVARD,0,Saturday,July,84.4,10000,49,8.05,Clear
4329744,7/18/20,16:00:00,BROOKLYN,11235,40.591106,-73.96513,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,AVENUE X,0,Saturday,July,87.58,10000,43,6.93,Clear
4329744,7/18/20,16:00:00,BROOKLYN,11235,40.591106,-73.96513,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,AVENUE X,0,Saturday,July,87.58,10000,43,6.93,Clear
4329520,7/18/20,16:00:00,QUEENS,11377,40.757374,-73.90369,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,E-Bike,31 AVENUE,0,Saturday,July,87.58,10000,43,6.93,Clear
4329520,7/18/20,16:00:00,QUEENS,11377,40.757374,-73.90369,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,E-Bike,31 AVENUE,0,Saturday,July,87.58,10000,43,6.93,Clear
4330512,7/18/20,17:00:00,BRONX,10462,40.833557,-73.85774,2,0,0,0,1,0,1,0,Unspecified,Unspecified,sedan,E-Scooter,PUGSLEY AVENUE,0,Saturday,July,89.06,10000,40,6.93,Clear
4329620,7/18/20,19:00:00,MANHATTAN,10014,40.73941,-74.0054,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Sedan,HUDSON STREET,0,Saturday,July,92.48,10000,34,10.29,Clear
4330117,7/18/20,20:00:00,BROOKLYN,11221,40.69407,-73.91406,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,station wagon/sport utility vehicle,Bike,WILSON AVENUE,0,Saturday,July,93.97,10000,36,6.93,Clear
4330117,7/18/20,20:00:00,BROOKLYN,11221,40.69407,-73.91406,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,station wagon/sport utility vehicle,Bike,WILSON AVENUE,0,Saturday,July,93.97,10000,36,6.93,Clear
4330084,7/18/20,20:00:00,BRONX,10467,40.882168,-73.863594,1,0,0,0,1,0,0,0,Passing Too Closely,Following Too Closely,bike,Sedan,WHITE PLAINS ROAD,0,Saturday,July,93.97,10000,36,6.93,Clear
4330084,7/18/20,20:00:00,BRONX,10467,40.882168,-73.863594,1,0,0,0,1,0,0,0,Passing Too Closely,Following Too Closely,bike,Sedan,WHITE PLAINS ROAD,0,Saturday,July,93.97,10000,36,6.93,Clear
4329930,7/18/20,23:00:00,BROOKLYN,11220,40.646786,-74.008575,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,sedan,Bike,5 AVENUE,1,Saturday,July,87.03,10000,48,13.87,Clear
4330049,7/19/20,9:00:00,MANHATTAN,10039,40.825897,-73.93936,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,MACOMBS PLACE,0,Sunday,July,76.5,10000,78,7,Clear
4330995,7/19/20,11:00:00,MANHATTAN,10002,40.724136,-73.992615,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,BOWERY,1,Sunday,July,77.68,10000,73,8.05,Clear
4329991,7/19/20,13:00:00,BRONX,10461,40.840347,-73.84241,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WESTCHESTER AVENUE,0,Sunday,July,80.87,10000,64,10.29,Clear
4329991,7/19/20,13:00:00,BRONX,10461,40.840347,-73.84241,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WESTCHESTER AVENUE,0,Sunday,July,80.87,10000,64,10.29,Clear
4330093,7/19/20,13:00:00,QUEENS,11419,40.6854,-73.82947,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,taxi,E-Scooter,113 STREET,1,Sunday,July,80.87,10000,64,10.29,Clear
4330093,7/19/20,13:00:00,QUEENS,11419,40.6854,-73.82947,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,taxi,E-Scooter,113 STREET,1,Sunday,July,80.87,10000,64,10.29,Clear
4329896,7/19/20,16:00:00,BROOKLYN,11223,40.59793,-73.9855,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,STILLWELL AVENUE,1,Sunday,July,91.09,10000,49,12.75,Clear
4330527,7/19/20,17:00:00,MANHATTAN,10035,40.804066,-73.93267,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,2 AVENUE,0,Sunday,July,92.64,10000,47,12.75,Clear
4330712,7/19/20,18:00:00,BROOKLYN,11213,40.679787,-73.93844,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,FULTON STREET,1,Sunday,July,92.19,10000,47,20.8,Clear
4330712,7/19/20,18:00:00,BROOKLYN,11213,40.679787,-73.93844,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,FULTON STREET,1,Sunday,July,92.19,10000,47,20.8,Clear
4330122,7/19/20,18:00:00,MANHATTAN,10281,40.711567,-74.01579,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,SOUTH END AVENUE,1,Sunday,July,92.19,10000,47,20.8,Clear
4330122,7/19/20,18:00:00,MANHATTAN,10281,40.711567,-74.01579,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,SOUTH END AVENUE,1,Sunday,July,92.19,10000,47,20.8,Clear
4330097,7/19/20,19:00:00,BRONX,10474,40.82325,-73.88277,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,e-bike,Sedan,BRUCKNER BOULEVARD,0,Sunday,July,92.8,10000,47,18.34,Clear
4330097,7/19/20,19:00:00,BRONX,10474,40.82325,-73.88277,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,e-bike,Sedan,BRUCKNER BOULEVARD,0,Sunday,July,92.8,10000,47,18.34,Clear
4330125,7/19/20,19:00:00,MANHATTAN,10027,40.80824,-73.95259,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,8 AVENUE,0,Sunday,July,92.8,10000,47,18.34,Clear
4330125,7/19/20,19:00:00,MANHATTAN,10027,40.80824,-73.95259,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,8 AVENUE,0,Sunday,July,92.8,10000,47,18.34,Clear
4330581,7/19/20,20:00:00,BROOKLYN,11211,40.71894,-73.95654,1,0,0,0,1,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,BEDFORD AVENUE,0,Sunday,July,90.88,10000,52,19.69,Clear
4330102,7/19/20,21:00:00,BRONX,10472,40.82855,-73.85963,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,WATSON AVENUE,0,Sunday,July,89.4,10000,52,18.34,Clear
4330459,7/20/20,12:00:00,BRONX,10462,40.846138,-73.86172,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,MORRIS PARK AVENUE,0,Monday,July,81.45,10000,79,5.82,Clear
4330459,7/20/20,12:00:00,BRONX,10462,40.846138,-73.86172,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,MORRIS PARK AVENUE,0,Monday,July,81.45,10000,79,5.82,Clear
4330334,7/20/20,12:00:00,MANHATTAN,10023,40.76889,-73.9821,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,sedan,Bike,BROADWAY,1,Monday,July,81.45,10000,79,5.82,Clear
4330334,7/20/20,12:00:00,MANHATTAN,10023,40.76889,-73.9821,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,sedan,Bike,BROADWAY,1,Monday,July,81.45,10000,79,5.82,Clear
4330302,7/20/20,15:00:00,MANHATTAN,10022,40.761234,-73.96389,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,convertible,Bike,EAST 60 STREET,0,Monday,July,90.03,10000,55,10.29,Clear
4330413,7/20/20,16:00:00,BROOKLYN,11226,40.650528,-73.95583,1,0,0,0,1,0,0,0,View Obstructed/Limited,Passing Too Closely,sedan,Bike,BEDFORD AVENUE,0,Monday,July,91.24,10000,51,10.29,Clouds
4330359,7/20/20,17:00:00,QUEENS,11106,40.76197,-73.92539,1,0,0,0,1,0,0,0,Passing Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,bike,Station Wagon/Sport Utility Vehicle,31 STREET,0,Monday,July,92.77,10000,48,16.11,Clouds
4330351,7/20/20,18:00:00,BROOKLYN,11206,40.70938,-73.9371,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,station wagon/sport utility vehicle,Bike,WATERBURY STREET,0,Monday,July,92.73,10000,50,19.69,Clouds
4330589,7/20/20,21:00:00,QUEENS,11375,40.721985,-73.84523,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,E-Bike,QUEENS BOULEVARD,0,Monday,July,91.8,10000,46,17.22,Clear
4331120,7/21/20,0:00:00,BROOKLYN,11208,40.67452,-73.878044,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,PITKIN AVENUE,1,Tuesday,July,89.46,10000,44,18.34,Clear
4330846,7/21/20,6:00:00,BROOKLYN,11213,40.67642,-73.94154,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,KINGSTON AVENUE,1,Tuesday,July,81.9,10000,56,6.93,Clear
4330438,7/21/20,8:00:00,MANHATTAN,10002,40.71918,-73.99029,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,DELANCEY STREET,1,Tuesday,July,80.58,10000,56,5.82,Clear
4330595,7/21/20,9:00:00,MANHATTAN,10027,40.80761,-73.95305,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,pick-up truck,E-Bike,WEST 121 STREET,0,Tuesday,July,79.75,10000,58,6.93,Clear
4330772,7/21/20,10:00:00,MANHATTAN,10017,40.755405,-73.97949,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,sedan,Bike,5 AVENUE,1,Tuesday,July,79.83,10000,58,6.93,Clear
4330895,7/21/20,12:00:00,BROOKLYN,11204,40.618797,-73.9835,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,61 STREET,1,Tuesday,July,80.69,10000,60,5.82,Clear
4330674,7/21/20,15:00:00,MANHATTAN,10032,40.833435,-73.94534,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,WEST 156 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330674,7/21/20,15:00:00,MANHATTAN,10032,40.833435,-73.94534,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,WEST 156 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330674,7/21/20,15:00:00,MANHATTAN,10032,40.833435,-73.94534,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,WEST 156 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330674,7/21/20,15:00:00,MANHATTAN,10032,40.833435,-73.94534,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,WEST 156 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330719,7/21/20,15:00:00,BROOKLYN,11216,40.6884,-73.95118,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,NOSTRAND AVENUE,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330719,7/21/20,15:00:00,BROOKLYN,11216,40.6884,-73.95118,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,NOSTRAND AVENUE,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330719,7/21/20,15:00:00,BROOKLYN,11216,40.6884,-73.95118,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,NOSTRAND AVENUE,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330719,7/21/20,15:00:00,BROOKLYN,11216,40.6884,-73.95118,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,NOSTRAND AVENUE,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330767,7/21/20,15:00:00,QUEENS,11101,40.754387,-73.920525,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,42 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330767,7/21/20,15:00:00,QUEENS,11101,40.754387,-73.920525,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,42 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330767,7/21/20,15:00:00,QUEENS,11101,40.754387,-73.920525,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,42 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330767,7/21/20,15:00:00,QUEENS,11101,40.754387,-73.920525,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,42 STREET,0,Tuesday,July,86.29,10000,47,13.87,Clear
4330677,7/21/20,15:00:00,QUEENS,11420,40.680756,-73.82045,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,sedan,Bike,111 AVENUE,1,Tuesday,July,86.29,10000,47,13.87,Clear
4330677,7/21/20,15:00:00,QUEENS,11420,40.680756,-73.82045,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,sedan,Bike,111 AVENUE,1,Tuesday,July,86.29,10000,47,13.87,Clear
4330677,7/21/20,15:00:00,QUEENS,11420,40.680756,-73.82045,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,sedan,Bike,111 AVENUE,1,Tuesday,July,86.29,10000,47,13.87,Clear
4330677,7/21/20,15:00:00,QUEENS,11420,40.680756,-73.82045,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,sedan,Bike,111 AVENUE,1,Tuesday,July,86.29,10000,47,13.87,Clear
4330850,7/21/20,16:00:00,QUEENS,11385,40.71315,-73.910225,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Scooter,METROPOLITAN AVENUE,0,Tuesday,July,88.75,10000,45,11.41,Clear
4330691,7/21/20,18:00:00,BRONX,10467,40.880466,-73.88384,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,sedan,E-Bike,JEROME AVENUE,0,Tuesday,July,91.58,10000,40,8.05,Clear
4330691,7/21/20,18:00:00,BRONX,10467,40.880466,-73.88384,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,sedan,E-Bike,JEROME AVENUE,0,Tuesday,July,91.58,10000,40,8.05,Clear
4330691,7/21/20,18:00:00,BRONX,10467,40.880466,-73.88384,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,sedan,E-Bike,JEROME AVENUE,0,Tuesday,July,91.58,10000,40,8.05,Clear
4330771,7/21/20,18:00:00,MANHATTAN,10038,40.709557,-74.00644,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,sedan,Bike,WILLIAM STREET,1,Tuesday,July,91.58,10000,40,8.05,Clear
4330771,7/21/20,18:00:00,MANHATTAN,10038,40.709557,-74.00644,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,sedan,Bike,WILLIAM STREET,1,Tuesday,July,91.58,10000,40,8.05,Clear
4330771,7/21/20,18:00:00,MANHATTAN,10038,40.709557,-74.00644,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,sedan,Bike,WILLIAM STREET,1,Tuesday,July,91.58,10000,40,8.05,Clear
4330654,7/21/20,18:00:00,BROOKLYN,11217,40.68631,-73.97445,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,FULTON STREET,0,Tuesday,July,91.58,10000,40,8.05,Clear
4330654,7/21/20,18:00:00,BROOKLYN,11217,40.68631,-73.97445,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,FULTON STREET,0,Tuesday,July,91.58,10000,40,8.05,Clear
4330654,7/21/20,18:00:00,BROOKLYN,11217,40.68631,-73.97445,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,FULTON STREET,0,Tuesday,July,91.58,10000,40,8.05,Clear
4333339,7/21/20,19:00:00,QUEENS,11368,40.742096,-73.86748,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,CORONA AVENUE,0,Tuesday,July,91.63,10000,40,12.75,Clear
4330664,7/21/20,22:00:00,QUEENS,11101,40.750645,-73.94566,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,21 STREET,0,Tuesday,July,87.42,10000,49,19.69,Clear
4330757,7/21/20,23:00:00,BROOKLYN,11226,40.640167,-73.95713,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,DITMAS AVENUE,0,Tuesday,July,85.57,10000,53,14.99,Clear
4332622,7/22/20,0:00:00,BRONX,10470,40.90348,-73.85035,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,Bike,EAST 241 STREET,0,Wednesday,July,83.59,10000,57,16.11,Clouds
4330808,7/22/20,9:00:00,MANHATTAN,10030,40.8165,-73.946556,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,bike,Sedan,WEST 135 STREET,0,Wednesday,July,77.29,10000,83,4.7,Rain
4330855,7/22/20,10:00:00,STATEN ISLAND,10314,40.632164,-74.166336,1,0,0,0,1,0,0,0,Following Too Closely,Following Too Closely,sedan,Bike,SOUTH AVENUE,1,Wednesday,July,77.05,10000,83,4.7,Rain
4331138,7/22/20,11:00:00,BROOKLYN,11207,40.667385,-73.88709,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,SCHENCK AVENUE,0,Wednesday,July,77.47,10000,82,6.93,Clouds
4331141,7/22/20,12:00:00,BROOKLYN,11239,40.653755,-73.88173,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,VAN SICLEN AVENUE,1,Wednesday,July,78.82,10000,82,6.93,Clear
4331141,7/22/20,12:00:00,BROOKLYN,11239,40.653755,-73.88173,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,VAN SICLEN AVENUE,1,Wednesday,July,78.82,10000,82,6.93,Clear
4330835,7/22/20,12:00:00,QUEENS,11427,40.734818,-73.73494,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,bike,Station Wagon/Sport Utility Vehicle,WINCHESTER BOULEVARD,0,Wednesday,July,78.82,10000,82,6.93,Clear
4330835,7/22/20,12:00:00,QUEENS,11427,40.734818,-73.73494,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,bike,Station Wagon/Sport Utility Vehicle,WINCHESTER BOULEVARD,0,Wednesday,July,78.82,10000,82,6.93,Clear
4332077,7/22/20,15:00:00,BROOKLYN,11206,40.699707,-73.95718,1,0,0,0,1,0,0,0,Other Vehicular,Driverless/Runaway Vehicle,bike,Sedan,BEDFORD AVENUE,0,Wednesday,July,84.52,10000,70,9.17,Rain
4334168,7/22/20,16:00:00,QUEENS,11421,40.689842,-73.850075,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,van,Bike,WOODHAVEN BOULEVARD,0,Wednesday,July,87.85,10000,58,6.93,Clear
4334168,7/22/20,16:00:00,QUEENS,11421,40.689842,-73.850075,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,van,Bike,WOODHAVEN BOULEVARD,0,Wednesday,July,87.85,10000,58,6.93,Clear
