collision_id,dates,times,borough,zip_code,latitude,longitude,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,vehicle_type_code_1,vehicle_type_code_2,street,bike_lane,day_of_week,month,temperature,visibility,humidity,wind_speed,weather_main
4375705,12/13/20,15:00:00,BROOKLYN,11237,40.706352,-73.9319,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,HARRISON PLACE,0,Sunday,December,54.1,10000,74,10.29,Clear
4375705,12/13/20,15:00:00,BROOKLYN,11237,40.706352,-73.9319,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,HARRISON PLACE,0,Sunday,December,54.1,10000,74,10.29,Clear
4375699,12/13/20,15:00:00,BROOKLYN,11213,40.666878,-73.94522,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Sedan,BROOKLYN AVENUE,0,Sunday,December,54.1,10000,74,10.29,Clear
4375699,12/13/20,15:00:00,BROOKLYN,11213,40.666878,-73.94522,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Sedan,BROOKLYN AVENUE,0,Sunday,December,54.1,10000,74,10.29,Clear
4375699,12/13/20,15:00:00,BROOKLYN,11213,40.666878,-73.94522,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Sedan,BROOKLYN AVENUE,0,Sunday,December,54.1,10000,74,10.29,Clear
4375680,12/13/20,16:00:00,MANHATTAN,10024,40.78722,-73.96793,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Bike,WEST 89 STREET,0,Sunday,December,56.75,10000,69,16.11,Clear
4376037,12/13/20,17:00:00,MANHATTAN,10031,40.82523,-73.94761,1,0,0,0,1,0,0,0,Driver Inexperience,Driver Inattention/Distraction,station wagon/sport utility vehicle,E-Scooter,AMSTERDAM AVENUE,0,Sunday,December,59.29,10000,64,16.11,Clear
4376037,12/13/20,17:00:00,MANHATTAN,10031,40.82523,-73.94761,1,0,0,0,1,0,0,0,Driver Inexperience,Driver Inattention/Distraction,station wagon/sport utility vehicle,E-Scooter,AMSTERDAM AVENUE,0,Sunday,December,59.29,10000,64,16.11,Clear
4375946,12/13/20,17:00:00,MANHATTAN,10023,40.772243,-73.990005,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WEST END AVENUE,0,Sunday,December,59.29,10000,64,16.11,Clear
4375946,12/13/20,17:00:00,MANHATTAN,10023,40.772243,-73.990005,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WEST END AVENUE,0,Sunday,December,59.29,10000,64,16.11,Clear
4375765,12/13/20,18:00:00,MANHATTAN,10003,40.72798,-73.98813,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,sedan,Bike,2 AVENUE,1,Sunday,December,60.24,10000,56,24.16,Clear
4375775,12/13/20,19:00:00,BROOKLYN,11212,40.658836,-73.92046,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,KINGS HIGHWAY,0,Sunday,December,59.32,10000,50,21.92,Clear
4375775,12/13/20,19:00:00,BROOKLYN,11212,40.658836,-73.92046,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,KINGS HIGHWAY,0,Sunday,December,59.32,10000,50,21.92,Clear
4375803,12/13/20,19:00:00,QUEENS,11374,40.726173,-73.86489,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,sedan,Bike,63 DRIVE,0,Sunday,December,59.32,10000,50,21.92,Clear
4375803,12/13/20,19:00:00,QUEENS,11374,40.726173,-73.86489,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,sedan,Bike,63 DRIVE,0,Sunday,December,59.32,10000,50,21.92,Clear
4375947,12/13/20,20:00:00,MANHATTAN,10023,40.78056,-73.98022,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,AMSTERDAM AVENUE,1,Sunday,December,57.7,10000,49,19.69,Clear
4375947,12/13/20,20:00:00,MANHATTAN,10023,40.78056,-73.98022,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,AMSTERDAM AVENUE,1,Sunday,December,57.7,10000,49,19.69,Clear
4375703,12/13/20,20:00:00,BROOKLYN,11214,40.59727,-73.99868,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,BAY PARKWAY,1,Sunday,December,57.7,10000,49,19.69,Clear
4375703,12/13/20,20:00:00,BROOKLYN,11214,40.59727,-73.99868,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,BAY PARKWAY,1,Sunday,December,57.7,10000,49,19.69,Clear
4375787,12/13/20,21:00:00,MANHATTAN,10030,40.822163,-73.94242,2,0,0,0,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Keep Right,sedan,Bike,WEST 144 STREET,0,Sunday,December,55.26,10000,49,18.34,Clear
4375966,12/14/20,9:00:00,QUEENS,11101,40.748924,-73.937386,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,flat bed,E-Scooter,JACKSON AVENUE,0,Monday,December,44.65,10000,60,8.05,Clouds
4376039,12/14/20,13:00:00,BROOKLYN,11249,40.71786,-73.96223,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,WYTHE AVENUE,0,Monday,December,42.8,10000,67,10.29,Rain
4376049,12/14/20,14:00:00,QUEENS,11434,40.683777,-73.76975,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,MERRICK BOULEVARD,1,Monday,December,41.11,10000,80,6.93,Rain
4377745,12/15/20,9:00:00,MANHATTAN,10002,40.71975,-73.992165,1,0,0,0,1,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,tow truck / wrecker,Bike,DELANCEY STREET,1,Tuesday,December,34.84,10000,52,21.92,Rain
4376754,12/15/20,10:00:00,QUEENS,11373,40.734375,-73.87342,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,sedan,Bike,57 AVENUE,0,Tuesday,December,34.54,10000,52,18.34,Clear
4376406,12/15/20,11:00:00,BROOKLYN,11215,40.67146,-73.99103,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,E-Bike,3 AVENUE,1,Tuesday,December,34.32,10000,54,18.34,Clear
4376319,12/15/20,12:00:00,BROOKLYN,11235,40.611034,-73.95258,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 21 STREET,0,Tuesday,December,33.93,10000,55,14.99,Clear
4376319,12/15/20,12:00:00,BROOKLYN,11235,40.611034,-73.95258,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 21 STREET,0,Tuesday,December,33.93,10000,55,14.99,Clear
4376319,12/15/20,12:00:00,BROOKLYN,11235,40.611034,-73.95258,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 21 STREET,0,Tuesday,December,33.93,10000,55,14.99,Clear
4376535,12/15/20,12:00:00,MANHATTAN,10006,40.710876,-74.01439,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,LIBERTY STREET,1,Tuesday,December,33.93,10000,55,14.99,Clear
4376535,12/15/20,12:00:00,MANHATTAN,10006,40.710876,-74.01439,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,LIBERTY STREET,1,Tuesday,December,33.93,10000,55,14.99,Clear
4376535,12/15/20,12:00:00,MANHATTAN,10006,40.710876,-74.01439,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,LIBERTY STREET,1,Tuesday,December,33.93,10000,55,14.99,Clear
4378241,12/15/20,12:00:00,QUEENS,11385,40.704563,-73.91066,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,SENECA AVENUE,1,Tuesday,December,33.93,10000,55,14.99,Clear
4378241,12/15/20,12:00:00,QUEENS,11385,40.704563,-73.91066,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,SENECA AVENUE,1,Tuesday,December,33.93,10000,55,14.99,Clear
4378241,12/15/20,12:00:00,QUEENS,11385,40.704563,-73.91066,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,SENECA AVENUE,1,Tuesday,December,33.93,10000,55,14.99,Clear
4376531,12/15/20,13:00:00,QUEENS,11377,40.74128,-73.90257,1,0,0,0,1,0,0,0,Brakes Defective,Unspecified,sedan,Bike,QUEENS BOULEVARD,0,Tuesday,December,34.41,10000,56,17.22,Clear
4377445,12/15/20,15:00:00,BROOKLYN,11201,40.68993,-73.98148,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,sedan,Station Wagon/Sport Utility Vehicle,DE KALB AVENUE,1,Tuesday,December,36.57,10000,49,16.11,Clear
4377445,12/15/20,15:00:00,BROOKLYN,11201,40.68993,-73.98148,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,sedan,Station Wagon/Sport Utility Vehicle,DE KALB AVENUE,1,Tuesday,December,36.57,10000,49,16.11,Clear
4376583,12/15/20,15:00:00,BROOKLYN,11220,40.633152,-74.01639,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,7 AVENUE,1,Tuesday,December,36.57,10000,49,16.11,Clear
4376583,12/15/20,15:00:00,BROOKLYN,11220,40.633152,-74.01639,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,7 AVENUE,1,Tuesday,December,36.57,10000,49,16.11,Clear
4379615,12/15/20,22:00:00,QUEENS,11421,40.692318,-73.8609,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,JAMAICA AVENUE,1,Tuesday,December,36.72,10000,45,16.11,Clear
4376767,12/16/20,7:00:00,BROOKLYN,11207,40.684937,-73.91014,1,0,0,0,1,0,0,0,Glare,Unspecified,station wagon/sport utility vehicle,E-Bike,BUSHWICK AVENUE,1,Wednesday,December,30.49,10000,43,13.87,Clear
4376494,12/16/20,8:00:00,MANHATTAN,10036,40.758022,-73.981804,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,AVENUE OF THE AMERICAS,1,Wednesday,December,29.35,10000,38,17.22,Clear
4376600,12/16/20,13:00:00,BROOKLYN,11207,40.669228,-73.8962,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,SUTTER AVENUE,0,Wednesday,December,28.87,10000,54,18.34,Clear
4376600,12/16/20,13:00:00,BROOKLYN,11207,40.669228,-73.8962,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,SUTTER AVENUE,0,Wednesday,December,28.87,10000,54,18.34,Clear
4376600,12/16/20,13:00:00,BROOKLYN,11207,40.669228,-73.8962,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,SUTTER AVENUE,0,Wednesday,December,28.87,10000,54,18.34,Clear
4378119,12/16/20,13:00:00,MANHATTAN,10035,40.80506,-73.94117,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 124 STREET,0,Wednesday,December,28.87,10000,54,18.34,Clear
4378119,12/16/20,13:00:00,MANHATTAN,10035,40.80506,-73.94117,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 124 STREET,0,Wednesday,December,28.87,10000,54,18.34,Clear
4378119,12/16/20,13:00:00,MANHATTAN,10035,40.80506,-73.94117,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 124 STREET,0,Wednesday,December,28.87,10000,54,18.34,Clear
4380234,12/16/20,13:00:00,MANHATTAN,10025,40.80297,-73.96387,1,0,0,0,1,0,0,0,Turning Improperly,Passing or Lane Usage Improper,station wagon/sport utility vehicle,Bike,WEST 110 STREET,0,Wednesday,December,28.87,10000,54,18.34,Clear
4380234,12/16/20,13:00:00,MANHATTAN,10025,40.80297,-73.96387,1,0,0,0,1,0,0,0,Turning Improperly,Passing or Lane Usage Improper,station wagon/sport utility vehicle,Bike,WEST 110 STREET,0,Wednesday,December,28.87,10000,54,18.34,Clear
4380234,12/16/20,13:00:00,MANHATTAN,10025,40.80297,-73.96387,1,0,0,0,1,0,0,0,Turning Improperly,Passing or Lane Usage Improper,station wagon/sport utility vehicle,Bike,WEST 110 STREET,0,Wednesday,December,28.87,10000,54,18.34,Clear
4376668,12/16/20,17:00:00,BROOKLYN,11217,40.682487,-73.979614,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,4 AVENUE,1,Wednesday,December,31.15,10000,56,19.69,Clear
4376715,12/16/20,18:00:00,BROOKLYN,11204,40.613895,-73.99219,1,0,0,0,1,0,0,0,Pavement Slippery,Pavement Slippery,sedan,Bike,72 STREET,1,Wednesday,December,32.38,10000,59,24.16,Clouds
4377637,12/17/20,14:00:00,MANHATTAN,10023,40.769848,-73.98432,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,sedan,Bike,WEST 60 STREET,0,Thursday,December,26.89,3219,89,24.16,Snow
4376961,12/17/20,16:00:00,BROOKLYN,11217,40.679955,-73.97491,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,E-Bike,SAINT MARKS AVENUE,1,Thursday,December,27.5,402,89,21.92,Snow
4379274,12/17/20,20:00:00,BROOKLYN,11214,40.58789,-73.98451,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,BAY 50 STREET,1,Thursday,December,31.03,10000,77,19.69,Snow
4377670,12/17/20,23:00:00,MANHATTAN,10031,40.820095,-73.955086,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,e-scooter,Sedan,BROADWAY,0,Thursday,December,30.54,10000,70,13.87,Snow
4377275,12/18/20,12:00:00,BROOKLYN,11204,40.61536,-73.987076,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Scooter,67 STREET,1,Friday,December,27.12,10000,68,11.41,Clouds
4377644,12/18/20,13:00:00,MANHATTAN,10065,40.765358,-73.965904,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,E-Bike,LEXINGTON AVENUE,0,Friday,December,26.4,10000,70,12.75,Clouds
4380263,12/18/20,20:00:00,MANHATTAN,10009,40.725643,-73.99207,1,0,0,0,1,0,0,0,Turning Improperly,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,BOWERY,1,Friday,December,33.1,10000,65,10.29,Clouds
4378700,12/19/20,19:00:00,QUEENS,11377,40.74668,-73.90072,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,63 STREET,0,Saturday,December,31.26,10000,62,5.82,Clear
4381842,12/19/20,21:00:00,MANHATTAN,10036,40.75484,-73.98412,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,AVENUE OF THE AMERICAS,0,Saturday,December,31.42,10000,59,5.82,Snow
4378016,12/20/20,11:00:00,BROOKLYN,11215,40.66917,-73.98631,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,sedan,Bike,9 STREET,1,Sunday,December,32.95,10000,59,8.05,Clouds
4377958,12/20/20,20:00:00,MANHATTAN,10002,40.720234,-73.98448,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,STANTON STREET,0,Sunday,December,37.17,10000,87,8.05,Mist
4378031,12/20/20,23:00:00,BRONX,10454,40.808132,-73.916595,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,sedan,Bike,SAINT ANNS AVENUE,0,Sunday,December,39.06,10000,81,6.93,Rain
4378031,12/20/20,23:00:00,BRONX,10454,40.808132,-73.916595,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,sedan,Bike,SAINT ANNS AVENUE,0,Sunday,December,39.06,10000,81,6.93,Rain
4380203,12/20/20,23:00:00,BROOKLYN,11225,40.662735,-73.95713,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,STERLING STREET,0,Sunday,December,39.06,10000,81,6.93,Rain
4380203,12/20/20,23:00:00,BROOKLYN,11225,40.662735,-73.95713,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,STERLING STREET,0,Sunday,December,39.06,10000,81,6.93,Rain
4378720,12/21/20,9:00:00,QUEENS,11101,40.751602,-73.93384,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,NORTHERN BOULEVARD,0,Monday,December,38.75,10000,86,4.7,Haze
4377988,12/21/20,14:00:00,BRONX,10452,40.841347,-73.9169,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Turning Improperly,station wagon/sport utility vehicle,Bike,JEROME AVENUE,0,Monday,December,39.11,10000,81,5.82,Haze
4381156,12/21/20,17:00:00,MANHATTAN,10003,40.733303,-73.99333,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Taxi,EAST 11 STREET,1,Monday,December,41.49,10000,77,8.05,Haze
4378331,12/21/20,19:00:00,MANHATTAN,10019,40.76552,-73.98004,1,0,0,0,1,0,0,0,Unspecified,Unspecified,tow truck / wrecker,Bike,WEST 57 STREET,1,Monday,December,46.6,10000,65,8.05,Haze
4378532,12/22/20,10:00:00,BROOKLYN,11220,40.643776,-74.008125,1,0,0,0,1,0,0,0,Unspecified,Unspecified,utility,Bike,50 STREET,1,Tuesday,December,38.23,8047,84,13.87,Mist
4378335,12/22/20,15:00:00,BRONX,10456,40.835724,-73.90579,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,e-bike,Sedan,PARK AVENUE,0,Tuesday,December,41.81,10000,76,17.22,Haze
4379360,12/22/20,17:00:00,QUEENS,11427,40.730656,-73.745514,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,SPRINGFIELD BOULEVARD,0,Tuesday,December,46.42,10000,59,21.92,Clouds
4379360,12/22/20,17:00:00,QUEENS,11427,40.730656,-73.745514,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,SPRINGFIELD BOULEVARD,0,Tuesday,December,46.42,10000,59,21.92,Clouds
4378258,12/22/20,17:00:00,BROOKLYN,11205,40.696117,-73.970436,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,bike,Pick-up Truck,VANDERBILT AVENUE,0,Tuesday,December,46.42,10000,59,21.92,Clouds
4378258,12/22/20,17:00:00,BROOKLYN,11205,40.696117,-73.970436,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,bike,Pick-up Truck,VANDERBILT AVENUE,0,Tuesday,December,46.42,10000,59,21.92,Clouds
4378332,12/22/20,18:00:00,MANHATTAN,10019,40.761093,-73.98327,1,0,0,0,1,0,0,0,Following Too Closely,Driver Inattention/Distraction,e-scooter,Station Wagon/Sport Utility Vehicle,WEST 50 STREET,1,Tuesday,December,46.87,10000,53,23.04,Clouds
4378341,12/22/20,19:00:00,MANHATTAN,10019,40.760456,-73.98374,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,WEST 49 STREET,1,Tuesday,December,45.81,10000,53,27.74,Clouds
4378743,12/23/20,6:00:00,BROOKLYN,11212,40.669262,-73.91356,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,PITKIN AVENUE,0,Wednesday,December,40.68,10000,45,23.04,Clear
4380027,12/23/20,15:00:00,QUEENS,11385,40.694805,-73.8982,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Bike,CYPRESS AVENUE,0,Wednesday,December,39.76,10000,46,4.7,Clear
4378580,12/23/20,17:00:00,MANHATTAN,10003,40.737328,-73.99266,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,taxi,Bike,WEST 16 STREET,1,Wednesday,December,42.91,10000,42,8.05,Clear
4378580,12/23/20,17:00:00,MANHATTAN,10003,40.737328,-73.99266,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,taxi,Bike,WEST 16 STREET,1,Wednesday,December,42.91,10000,42,8.05,Clear
4378540,12/23/20,17:00:00,BROOKLYN,11215,40.66147,-73.98613,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,PROSPECT AVENUE,1,Wednesday,December,42.91,10000,42,8.05,Clear
4378540,12/23/20,17:00:00,BROOKLYN,11215,40.66147,-73.98613,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,PROSPECT AVENUE,1,Wednesday,December,42.91,10000,42,8.05,Clear
4378604,12/23/20,19:00:00,MANHATTAN,10031,40.83027,-73.94393,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,E-Scooter,WEST 153 STREET,0,Wednesday,December,44.22,10000,44,11.41,Clear
4379366,12/23/20,22:00:00,MANHATTAN,10016,40.7491,-73.984085,2,0,0,0,2,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Pedicab,WEST 35 STREET,0,Wednesday,December,42.01,10000,61,14.99,Clear
4378737,12/24/20,7:00:00,QUEENS,11354,40.7731,-73.84566,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Bike,COLLEGE POINT BOULEVARD,0,Thursday,December,43.74,10000,77,13,Clouds
4378748,12/24/20,9:00:00,BRONX,10458,40.861828,-73.89286,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,EAST FORDHAM ROAD,0,Thursday,December,47.23,10000,80,15.99,Clouds
4380488,12/24/20,13:00:00,MANHATTAN,10029,40.792812,-73.937744,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,1 AVENUE,0,Thursday,December,52.66,10000,75,20.8,Clouds
4379432,12/25/20,11:00:00,BRONX,10459,40.821415,-73.88933,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,BRUCKNER BOULEVARD,0,Friday,December,54.39,9656,90,26.4,Mist
4379055,12/25/20,18:00:00,MANHATTAN,10022,40.761234,-73.96389,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,E-Bike,2 AVENUE,0,Friday,December,52.07,10000,88,26.4,Rain
4379452,12/26/20,19:00:00,BRONX,10458,40.866066,-73.89438,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Bike,GRAND CONCOURSE,0,Saturday,December,32.29,10000,45,19.69,Clear
4379365,12/27/20,2:00:00,MANHATTAN,10032,40.83349,-73.94158,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WEST 158 STREET,0,Sunday,December,28.04,10000,58,21.92,Clouds
4379760,12/27/20,17:00:00,MANHATTAN,10040,40.810764,-73.9526,1,0,0,0,1,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,bus,Bike,SAINT NICHOLAS AVENUE,0,Sunday,December,35.62,10000,49,6.93,Clear
4379760,12/27/20,17:00:00,MANHATTAN,10040,40.810764,-73.9526,1,0,0,0,1,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,bus,Bike,SAINT NICHOLAS AVENUE,0,Sunday,December,35.62,10000,49,6.93,Clear
4379553,12/27/20,17:00:00,MANHATTAN,10035,40.803123,-73.94045,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 122 STREET,0,Sunday,December,35.62,10000,49,6.93,Clear
4379553,12/27/20,17:00:00,MANHATTAN,10035,40.803123,-73.94045,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 122 STREET,0,Sunday,December,35.62,10000,49,6.93,Clear
4379673,12/27/20,19:00:00,QUEENS,11368,40.75226,-73.86822,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,sedan,Bike,37 AVENUE,0,Sunday,December,38.12,10000,41,5.82,Clear
4379842,12/28/20,11:00:00,QUEENS,11102,40.77054,-73.93205,1,0,0,0,1,0,0,0,Unsafe Speed,Traffic Control Disregarded,sedan,Bike,30 ROAD,0,Monday,December,41.67,10000,74,15.99,Clouds
4379713,12/28/20,13:00:00,QUEENS,11415,40.713287,-73.87163,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,E-Bike,80 STREET,0,Monday,December,43.25,10000,75,15.99,Clear
4379985,12/28/20,16:00:00,BROOKLYN,11226,40.646515,-73.958115,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,FLATBUSH AVENUE,1,Monday,December,44.98,10000,69,11.41,Clouds
4379985,12/28/20,16:00:00,BROOKLYN,11226,40.646515,-73.958115,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,FLATBUSH AVENUE,1,Monday,December,44.98,10000,69,11.41,Clouds
4380014,12/28/20,16:00:00,QUEENS,11385,40.70703,-73.909325,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,BLEECKER STREET,0,Monday,December,44.98,10000,69,11.41,Clouds
4380014,12/28/20,16:00:00,QUEENS,11385,40.70703,-73.909325,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,BLEECKER STREET,0,Monday,December,44.98,10000,69,11.41,Clouds
4381099,12/28/20,17:00:00,BRONX,10463,40.87314,-73.90572,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,WEST KINGSBRIDGE ROAD,0,Monday,December,46.11,10000,65,10.29,Clouds
4381359,12/28/20,18:00:00,MANHATTAN,10002,40.71997,-73.992905,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,DELANCEY STREET,1,Monday,December,47.61,10000,59,11.41,Clouds
4379822,12/28/20,23:00:00,MANHATTAN,10029,40.790253,-73.94564,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,E-Scooter,3 AVENUE,0,Monday,December,47.59,10000,56,8.05,Clear
4380025,12/29/20,0:00:00,MANHATTAN,10002,40.71671,-73.98917,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,ESSEX STREET,1,Tuesday,December,46.38,10000,60,9.17,Clear
