,COLLISION_ID,DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET,TEMP,VISIBILITY,HUMIDITY,WIND_SPEED,WEATHER_MAIN,BIKE_LANE
0,4271563,2020-01-02,13:00:00,MANHATTAN,10003,40.714165,-74.00632,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,CHAMBERS STREET,33.94,10000.0,61,9.17,Clear,1
1,4268322,2020-01-02,16:00:00,MANHATTAN,10012,40.725643,-73.99207,1.0,0,0,0,1,0,0,0,Turning Improperly,Unspecified,sedan,Bike,BOWERY,42.03,10000.0,54,9.17,Clear,1
2,4268207,2020-01-02,17:00:00,BROOKLYN,11221,40.693874,-73.91777,1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,CENTRAL AVENUE,44.6,10000.0,48,12.75,Rain,0
3,4268408,2020-01-03,08:00:00,BRONX,10456,40.820747,-73.906006,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-bike,Taxi,JACKSON AVENUE,46.78,10000.0,60,8.05,Rain,0
4,4269187,2020-01-03,11:00:00,BROOKLYN,11205,40.691017,-73.954475,1.0,0,0,0,1,0,0,0,View Obstructed/Limited,Unsafe Speed,sedan,E-Bike,DE KALB AVENUE,44.92,10000.0,74,8.05,Rain,1
5,4268760,2020-01-03,13:00:00,BRONX,10456,40.831055,-73.905846,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,van,Bike,3 AVENUE,44.37,10000.0,81,9.17,Rain,0
6,4269539,2020-01-04,02:00:00,QUEENS,11412,40.709023,-73.757835,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,104 AVENUE,47.43,10000.0,81,5.82,Rain,0
7,4268883,2020-01-05,09:00:00,MANHATTAN,10003,40.732845,-73.995926,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,taxi,Bike,EAST 9 STREET,39.42,10000.0,57,28.86,Clouds,1
8,4269012,2020-01-05,14:00:00,BROOKLYN,11236,40.64906,-73.91326,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,EAST 92 STREET,39.02,10000.0,53,34.45,Clouds,1
9,4273384,2020-01-06,19:00:00,BROOKLYN,11201,40.68481,-73.99177,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,SMITH STREET,43.83,10000.0,53,19.69,Clouds,1
10,4269642,2020-01-06,19:00:00,MANHATTAN,10016,40.748302,-73.97835,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,taxi,E-Bike,EAST 37 STREET,43.83,10000.0,53,19.69,Clouds,1
11,4269922,2020-01-07,09:00:00,BRONX,10455,40.82017,-73.91591,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,MELROSE AVENUE,38.98,10000.0,49,13.0,Clear,0
12,4270047,2020-01-07,11:00:00,BRONX,10451,40.820515,-73.930695,1.0,0,0,0,1,0,0,0,Following Too Closely,Unspecified,pick-up truck,E-Bike,EXTERIOR STREET,38.59,10000.0,50,11.99,Clear,0
13,4271589,2020-01-07,14:00:00,BROOKLYN,11217,40.682644,-73.97175,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,CUMBERLAND STREET,38.16,10000.0,48,10.0,Clear,0
14,4270440,2020-01-07,14:00:00,MANHATTAN,10022,40.755756,-73.96479,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,EAST 53 STREET,38.16,10000.0,48,10.0,Clear,0
15,4270154,2020-01-07,16:00:00,BRONX,10455,40.813084,-73.90419,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,sedan,E-Scooter,PROSPECT AVENUE,42.17,10000.0,47,4.7,Clear,0
16,4286844,2020-01-07,17:00:00,QUEENS,11378,40.722332,-73.91344,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,57 PLACE,42.6,10000.0,44,5.82,Clear,0
17,4270187,2020-01-07,22:00:00,QUEENS,11419,40.685566,-73.83343,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,103 AVENUE,41.83,10000.0,55,10.29,Clouds,1
18,4270769,2020-01-08,07:00:00,BROOKLYN,11218,40.636414,-73.979294,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,DAHILL ROAD,35.2,10000.0,74,13.87,Clear,1
19,4272704,2020-01-08,13:00:00,QUEENS,11373,40.741734,-73.881874,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,pick-up truck,E-Bike,45 AVENUE,33.44,10000.0,74,17.22,Clear,0
20,4382766,2020-01-08,16:00:00,MANHATTAN,10011,40.73736,-73.99685,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,WEST 14 STREET,38.8,10000.0,62,23.04,Clouds,1
21,4271924,2020-01-08,17:00:00,BRONX,10458,40.856743,-73.89527,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,E-Scooter,WEBSTER AVENUE,41.18,10000.0,53,26.4,Clouds,0
22,4270742,2020-01-08,17:00:00,BROOKLYN,11230,40.61265,-73.96187,1.0,0,0,0,1,0,0,0,Turning Improperly,Unspecified,e-scooter,Sedan,EAST 12 STREET,41.18,10000.0,53,26.4,Clouds,0
23,4271164,2020-01-09,06:00:00,BRONX,10451,40.823383,-73.91834,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,PARK AVENUE,28.35,10000.0,47,29.97,Clouds,0
24,4271019,2020-01-09,12:00:00,BRONX,10455,40.818157,-73.90625,1.0,0,0,0,1,0,0,0,Other Vehicular,Unspecified,sedan,Bike,FOREST AVENUE,24.91,10000.0,55,19.69,Clear,0
25,4271100,2020-01-09,13:00:00,MANHATTAN,10012,40.723022,-73.99882,1.0,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,box truck,Station Wagon/Sport Utility Vehicle,BROADWAY,24.93,10000.0,54,16.11,Clear,1
26,4272735,2020-01-09,17:00:00,BROOKLYN,11201,40.68481,-73.99177,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,SMITH STREET,29.97,10000.0,38,9.17,Clear,1
27,4271080,2020-01-09,18:00:00,MANHATTAN,10027,40.810276,-73.94738,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,bike,Sedan,7 AVENUE,31.89,10000.0,35,8.05,Clear,0
28,4273133,2020-01-09,19:00:00,MANHATTAN,10034,40.867012,-73.92312,1.0,0,0,0,1,0,0,0,Turning Improperly,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,BROADWAY,33.21,10000.0,33,4.7,Clear,0
29,4271465,2020-01-09,23:00:00,BROOKLYN,11237,40.697716,-73.967735,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,tractor truck diesel,Bike,FLUSHING AVENUE,33.28,10000.0,38,6.93,Clear,0
30,4283313,2020-01-10,05:00:00,MANHATTAN,10017,40.75603,-73.979034,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,Bike,EAST 46 STREET,33.4,10000.0,58,10.29,Clear,1
31,4271293,2020-01-10,08:00:00,BROOKLYN,11201,40.69456,-73.99067,1.0,0,0,0,1,0,0,0,Passing Too Closely,Following Too Closely,bike,Sedan,PIERREPONT STREET,35.11,10000.0,66,9.17,Clear,1
32,4272313,2020-01-10,10:00:00,BROOKLYN,11205,40.698463,-73.960205,1.0,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,station wagon/sport utility vehicle,Bike,FLUSHING AVENUE,35.65,10000.0,69,9.17,Clear,0
33,4272017,2020-01-10,15:00:00,QUEENS,11372,40.749157,-73.86943,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,JUNCTION BOULEVARD,40.91,10000.0,69,14.0,Clouds,0
34,4274510,2020-01-10,15:00:00,QUEENS,11385,40.703873,-73.91256,1.0,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,bike,Station Wagon/Sport Utility Vehicle,CYPRESS AVENUE,40.91,10000.0,69,14.0,Clouds,1
35,4271950,2020-01-10,17:00:00,QUEENS,11378,40.716793,-73.92155,1.0,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,station wagon/sport utility vehicle,Bike,GRAND AVENUE,42.58,10000.0,65,11.41,Clouds,0
36,4271536,2020-01-10,17:00:00,MANHATTAN,10031,40.817593,-73.95319,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,station wagon/sport utility vehicle,E-Scooter,WEST 133 STREET,42.58,10000.0,65,11.41,Clouds,0
37,4271872,2020-01-10,20:00:00,QUEENS,11372,40.74783,-73.88208,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,taxi,Bike,84 STREET,52.66,10000.0,62,16.11,Clouds,0
38,4272477,2020-01-10,23:00:00,QUEENS,11418,40.694416,-73.83599,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,111 STREET,52.16,10000.0,66,11.41,Clouds,0
39,4271833,2020-01-11,04:00:00,STATEN ISLAND,10302,40.629257,-74.13761,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,HEBERTON AVENUE,50.77,10000.0,67,13.0,Clouds,1
40,4272443,2020-01-11,10:00:00,BROOKLYN,11221,40.697998,-73.92606,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,MYRTLE AVENUE,54.55,10000.0,73,13.0,Clouds,0
41,4272103,2020-01-11,13:00:00,BROOKLYN,11215,40.661907,-73.99284,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,5 AVENUE,56.21,10000.0,77,11.41,Clouds,1
42,4272076,2020-01-11,17:00:00,BROOKLYN,11212,40.66077,-73.91975,1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,e-scooter,Station Wagon/Sport Utility Vehicle,ROCKAWAY PARKWAY,63.34,10000.0,62,27.74,Clouds,0
43,4271951,2020-01-11,18:00:00,QUEENS,11372,40.755028,-73.872696,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,34 AVENUE,64.22,10000.0,60,28.86,Clear,0
44,4276442,2020-01-11,19:00:00,QUEENS,11435,40.695335,-73.80121,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,station wagon/sport utility vehicle,Bike,SOUTH ROAD,65.23,10000.0,58,24.16,Clouds,0
45,4272610,2020-01-11,21:00:00,QUEENS,11433,40.703556,-73.78805,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,bike,Sedan,170 STREET,60.64,10000.0,65,16.11,Clouds,0
46,4273496,2020-01-12,11:00:00,BROOKLYN,11219,40.6406,-73.99434,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,FORT HAMILTON PARKWAY,62.19,10000.0,85,28.86,Rain,1
47,4272049,2020-01-12,14:00:00,QUEENS,11363,40.76229,-73.75711,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,NORTHERN BOULEVARD,64.67,10000.0,59,34.45,Rain,0
48,4273509,2020-01-12,20:00:00,BROOKLYN,11232,40.647068,-73.993935,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,9 AVENUE,65.3,10000.0,36,25.28,Clear,1
49,4276639,2020-01-13,05:00:00,QUEENS,11101,40.73555,-73.934784,1.0,0,0,0,1,0,0,0,Other Lighting Defects,Driver Inattention/Distraction,bike,Pick-up Truck,GREENPOINT AVENUE,46.38,10000.0,56,14.99,Clear,0
50,4272920,2020-01-13,16:00:00,BROOKLYN,11215,40.66822,-73.97383,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,PROSPECT PARK WEST,43.32,10000.0,73,9.17,Clouds,0
51,4272907,2020-01-13,16:00:00,BROOKLYN,11221,40.69579,-73.93313,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,bike,Sedan,BROADWAY,43.32,10000.0,73,9.17,Clouds,0
52,4277714,2020-01-13,17:00:00,QUEENS,11354,40.77001,-73.811264,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,32 AVENUE,44.02,10000.0,74,8.05,Clouds,0
53,4273052,2020-01-13,17:00:00,BRONX,10452,40.839603,-73.918144,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,sedan,E-Scooter,JEROME AVENUE,44.02,10000.0,74,8.05,Clouds,0
54,4273276,2020-01-13,19:00:00,QUEENS,11103,40.767353,-73.9177,1.0,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,e-scooter,Sedan,28 AVENUE,45.18,10000.0,76,9.17,Haze,0
55,4272889,2020-01-13,22:00:00,MANHATTAN,10128,40.783245,-73.94473,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,taxi,Bike,1 AVENUE,45.14,10000.0,76,8.05,Mist,0
56,4273321,2020-01-14,08:00:00,BROOKLYN,11229,40.613052,-73.94913,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Taxi,KINGS HIGHWAY,42.01,10000.0,86,6.93,Clear,0
57,4273540,2020-01-14,11:00:00,BROOKLYN,11221,40.696003,-73.9299,1.0,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,BUSHWICK AVENUE,40.48,9656.0,87,9.17,Mist,0
58,4273330,2020-01-14,13:00:00,BROOKLYN,11222,40.724873,-73.953445,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,E-Bike,NORMAN AVENUE,40.55,9656.0,86,8.05,Mist,0
59,4277906,2020-01-14,13:00:00,QUEENS,11368,40.746387,-73.85991,1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,104 STREET,40.55,9656.0,86,8.05,Mist,0
60,4273449,2020-01-14,14:00:00,MANHATTAN,10012,40.724136,-73.992615,1.0,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,van,Bike,BOWERY,41.43,10000.0,83,5.99,Mist,1
61,4273940,2020-01-14,18:00:00,BROOKLYN,11226,40.65217,-73.96141,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,OCEAN AVENUE,44.6,10000.0,67,8.05,Rain,0
62,4274113,2020-01-14,22:00:00,BRONX,10472,40.8252,-73.867714,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,ROSEDALE AVENUE,42.53,10000.0,82,10.29,Haze,0
63,4279802,2020-01-15,06:00:00,QUEENS,11373,40.739113,-73.88975,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,QUEENS BOULEVARD,43.38,3219.0,90,7.0,Mist,0
64,4277045,2020-01-15,07:00:00,BROOKLYN,11201,40.69192,-73.97896,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,ASHLAND PLACE,43.7,4828.0,93,9.17,Mist,1
65,4273547,2020-01-15,10:00:00,BROOKLYN,11209,40.62214,-74.02567,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Scooter,85 STREET,42.76,10000.0,91,10.29,Clouds,1
66,4274014,2020-01-15,11:00:00,MANHATTAN,10032,40.844677,-73.93886,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BROADWAY,42.76,10000.0,88,16.11,Clouds,0
67,4273925,2020-01-15,11:00:00,QUEENS,11373,40.748367,-73.87693,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,sedan,Bike,CASE STREET,42.76,10000.0,88,16.11,Clouds,0
68,4274062,2020-01-15,16:00:00,BRONX,10460,40.84183,-73.88389,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,EAST TREMONT AVENUE,47.93,10000.0,55,14.99,Clear,0
69,4273756,2020-01-15,18:00:00,QUEENS,11101,40.748924,-73.937386,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,pick-up truck,Bike,QUEENS BOULEVARD,50.43,10000.0,49,12.75,Clear,0
70,4273761,2020-01-15,18:00:00,BROOKLYN,11213,40.672077,-73.941956,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,STERLING PLACE,50.43,10000.0,49,12.75,Clear,1
71,4273765,2020-01-15,19:00:00,QUEENS,11104,40.742508,-73.91788,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,GREENPOINT AVENUE,51.3,10000.0,47,11.41,Clear,0
72,4273801,2020-01-15,19:00:00,MANHATTAN,10016,40.744778,-73.97589,1.0,0,0,0,1,0,0,0,Unsafe Lane Changing,Other Lighting Defects,taxi,E-Bike,2 AVENUE,51.3,10000.0,47,11.41,Clear,0
73,4273879,2020-01-15,20:00:00,MANHATTAN,10012,40.72545,-73.99305,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,E-Bike,BLEECKER STREET,51.78,10000.0,46,10.29,Clear,1
74,4273915,2020-01-15,21:00:00,QUEENS,11414,40.65736,-73.84046,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,160 AVENUE,50.86,10000.0,48,12.75,Clear,0
75,4274753,2020-01-16,01:00:00,BROOKLYN,11208,40.677624,-73.93308,1.0,0,0,0,1,0,0,0,Pavement Slippery,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,E-Scooter,ATLANTIC AVENUE,46.4,10000.0,58,6.93,Clear,1
76,4274766,2020-01-16,14:00:00,BRONX,10462,40.84062,-73.85409,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,METROPOLITAN AVENUE,48.27,9656.0,83,33.33,Rain,0
77,4274355,2020-01-16,17:00:00,QUEENS,11375,40.72703,-73.85392,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,67 AVENUE,48.85,10000.0,43,32.21,Rain,0
78,4277878,2020-01-16,17:00:00,BRONX,10457,40.845238,-73.900894,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,PARK AVENUE,48.85,10000.0,43,32.21,Rain,0
79,4274922,2020-01-16,18:00:00,MANHATTAN,10016,40.74954,-73.97744,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,Bike,LEXINGTON AVENUE,46.85,10000.0,46,39.15,Rain,1
80,4274513,2020-01-16,19:00:00,MANHATTAN,10032,40.832764,-73.94583,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Bike,BROADWAY,43.65,10000.0,60,31.09,Rain,0
81,4274816,2020-01-16,19:00:00,BROOKLYN,11228,40.6067,-74.010826,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Station Wagon/Sport Utility Vehicle,BATH AVENUE,43.65,10000.0,60,31.09,Rain,1
82,4274376,2020-01-16,21:00:00,QUEENS,11377,40.756298,-73.89893,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,32 AVENUE,43.12,10000.0,54,29.97,Rain,0
83,4274426,2020-01-16,22:00:00,QUEENS,11354,40.761547,-73.83113,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,MAIN STREET,41.02,10000.0,54,26.4,Rain,0
84,4276916,2020-01-17,13:00:00,BROOKLYN,11210,40.638603,-73.94827,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,NOSTRAND AVENUE,22.82,10000.0,50,24.16,Clear,0
85,4276406,2020-01-17,13:00:00,QUEENS,11432,40.704304,-73.80315,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,sedan,Bike,153 STREET,22.82,10000.0,50,24.16,Clear,0
86,4275979,2020-01-17,13:00:00,MANHATTAN,10022,40.76155,-73.96659,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,View Obstructed/Limited,bike,Beverage Truck,EAST 59 STREET,22.82,10000.0,50,24.16,Clear,0
87,4275869,2020-01-17,15:00:00,QUEENS,11355,40.75662,-73.81718,1.0,0,0,0,1,0,0,0,Following Too Closely,Unspecified,sedan,Bike,PARSONS BOULEVARD,24.62,10000.0,44,25.28,Clear,0
88,4275361,2020-01-17,16:00:00,QUEENS,11378,40.716793,-73.92155,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,GRAND AVENUE,26.17,10000.0,38,24.16,Clear,0
89,4278341,2020-01-17,19:00:00,BRONX,10452,40.844063,-73.921,1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,e-scooter,Station Wagon/Sport Utility Vehicle,WEST 172 STREET,29.1,10000.0,28,16.11,Clear,0
90,4275307,2020-01-17,21:00:00,QUEENS,11105,40.775368,-73.90962,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,DITMARS BOULEVARD,29.03,10000.0,27,14.99,Clear,0
91,4276160,2020-01-18,12:00:00,BRONX,10458,40.86226,-73.89589,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,bike,Sedan,EAST FORDHAM ROAD,21.76,10000.0,46,6.93,Clear,0
92,4275212,2020-01-18,18:00:00,MANHATTAN,10003,40.732643,-73.98157,1.0,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,station wagon/sport utility vehicle,Bike,EAST 16 STREET,25.14,402.0,73,19.69,Snow,1
93,4276287,2020-01-18,20:00:00,MANHATTAN,10005,40.70638,-74.009514,1.0,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,taxi,Bike,WILLIAM STREET,27.59,10000.0,83,5.82,Snow,1
94,4276633,2020-01-19,00:00:00,QUEENS,11377,40.74573,-73.90212,1.0,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,Bike,ROOSEVELT AVENUE,34.32,8047.0,88,17.22,Rain,0
95,4275506,2020-01-19,09:00:00,QUEENS,11370,40.76757,-73.90052,1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,ASTORIA BOULEVARD,37.17,10000.0,91,12.75,Rain,0
96,4275698,2020-01-19,09:00:00,QUEENS,11373,40.737335,-73.870415,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,92 STREET,37.17,10000.0,91,12.75,Rain,0
97,4276660,2020-01-19,11:00:00,MANHATTAN,10029,40.792927,-73.94791,1.0,0,0,0,1,0,0,0,Following Too Closely,Unspecified,taxi,Bike,EAST 106 STREET,37.11,10000.0,88,13.87,Clouds,0
98,4275841,2020-01-19,15:00:00,QUEENS,11103,40.76548,-73.913704,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,STEINWAY STREET,43.36,10000.0,58,21.92,Clouds,0
99,4275877,2020-01-19,21:00:00,MANHATTAN,10009,40.729427,-73.97801,1.0,0,0,0,1,0,0,0,Passenger Distraction,Driver Inattention/Distraction,taxi,Bike,EAST 14 STREET,40.93,10000.0,46,21.92,Clouds,1
100,4279423,2020-01-20,10:00:00,BRONX,10472,40.83082,-73.87001,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,WESTCHESTER AVENUE,22.51,10000.0,59,20.8,Clear,0
101,4276527,2020-01-20,18:00:00,BROOKLYN,11218,40.65159,-73.98112,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,MC DONALD AVENUE,30.02,10000.0,33,18.34,Clear,1
102,4276898,2020-01-20,21:00:00,BROOKLYN,11218,40.632088,-73.97433,1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,pick-up truck,Bike,EAST 4 STREET,31.37,10000.0,26,18.34,Clear,1
103,4282658,2020-01-21,09:00:00,BROOKLYN,11212,40.6733,-73.90392,1.0,0,0,0,1,0,0,0,Following Too Closely,Unspecified,sedan,Bike,JUNIUS STREET,22.71,10000.0,62,11.41,Clear,1
104,4279925,2020-01-21,13:00:00,BRONX,10461,40.849335,-73.84944,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,YATES AVENUE,22.93,10000.0,66,10.29,Clear,0
105,4276973,2020-01-21,17:00:00,QUEENS,11367,40.72002,-73.81834,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Sedan,MAIN STREET,29.71,10000.0,47,9.17,Clear,0
106,4277653,2020-01-21,19:00:00,MANHATTAN,10010,40.740112,-73.98222,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,EAST 25 STREET,33.85,10000.0,34,11.41,Clear,1
107,4277400,2020-01-22,00:00:00,MANHATTAN,10019,40.763485,-73.98895,1.0,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,bike,Taxi,9 AVENUE,31.68,10000.0,38,13.87,Clear,1
108,4284319,2020-01-22,23:00:00,BROOKLYN,11221,40.691948,-73.939835,1.0,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,taxi,Bike,MARCUS GARVEY BOULEVARD,37.17,10000.0,48,5.82,Clear,0
109,4277776,2020-01-23,01:00:00,MANHATTAN,10011,40.73407,-73.999664,1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,GREENWICH AVENUE,36.91,10000.0,54,5.82,Clear,1
110,4278324,2020-01-23,19:00:00,QUEENS,11377,40.743454,-73.91484,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,motorcycle,E-Scooter,50 STREET,43.9,10000.0,36,5.82,Clear,0
