COLLISION_ID,DATES,TIME,DAY_OF_WEEK,MONTH,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET,TEMP,VISIBILITY,HUMIDITY,WIND_SPEED,WEATHER_MAIN,BIKE_LANE
4332315," July 25, 2020",22:00:00,Saturday,July,BROOKLYN,11207,40.675495,-73.8997,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Station Wagon/Sport Utility Vehicle,ATLANTIC AVENUE,87.04,10000.00,55,14.99,Clear,1
4331819," July 25, 2020",22:00:00,Saturday,July,MANHATTAN,10036,40.757233,-73.9898,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Sedan,8 AVENUE,87.04,10000.00,55,14.99,Clear,0
4331689," July 25, 2020",23:00:00,Saturday,July,BROOKLYN,11226,40.639305,-73.95898,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Bike,OCEAN AVENUE,86.09,10000.00,55,14.99,Clear,0
4335819," July 26, 2020",0:00:00,Sunday,July,BROOKLYN,11206,40.69375,-73.9372,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,e-scooter,Station Wagon/Sport Utility Vehicle,LEWIS AVENUE,84.34,10000.00,57,12.75,Clouds,0
4332522," July 26, 2020",2:00:00,Sunday,July,MANHATTAN,10007,40.713135,-74.00407,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,sedan,Bike,CHAMBERS STREET,82.06,10000.00,71,12.75,Clear,1
4332599," July 26, 2020",3:00:00,Sunday,July,BRONX,10457,40.843994,-73.89752,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,sedan,Bike,3 AVENUE,80.76,10000.00,76,13.87,Clear,0
4332076," July 26, 2020",8:00:00,Sunday,July,BROOKLYN,11249,40.712055,-73.96615,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WYTHE AVENUE,77.88,10000.00,82,14.99,Clear,0
4338279," July 26, 2020",12:00:00,Sunday,July,BRONX,10452,40.841274,-73.91762,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Turning Improperly,e-bike,Sedan,JEROME AVENUE,78.49,10000.00,83,9.17,Clear,0
4333606," July 26, 2020",12:00:00,Sunday,July,BRONX,10461,40.843857,-73.83044,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,CROSBY AVENUE,78.49,10000.00,83,9.17,Clear,0
4331809," July 26, 2020",12:00:00,Sunday,July,QUEENS,11361,40.765965,-73.76814,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,39 AVENUE,78.49,10000.00,83,9.17,Clear,0
4333421," July 26, 2020",12:00:00,Sunday,July,QUEENS,11385,40.707237,-73.906746,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,FAIRVIEW AVENUE,78.49,10000.00,83,9.17,Clear,1
4332671," July 26, 2020",13:00:00,Sunday,July,MANHATTAN,10011,40.745293,-73.9985,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,8 AVENUE,80.58,10000.00,74,11.41,Clear,1
4331930," July 26, 2020",14:00:00,Sunday,July,BROOKLYN,11206,40.70823,-73.94165,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,HUMBOLDT STREET,83.91,10000.00,62,10.29,Clear,0
4332179," July 26, 2020",16:00:00,Sunday,July,QUEENS,11104,40.749752,-73.90971,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Station Wagon/Sport Utility Vehicle,WOODSIDE AVENUE,89.33,10000.00,47,12.75,Clear,0
4336988," July 26, 2020",16:00:00,Sunday,July,BROOKLYN,11238,40.68175,-73.96748,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,VANDERBILT AVENUE,89.33,10000.00,47,12.75,Clear,0
4332539," July 26, 2020",17:00:00,Sunday,July,MANHATTAN,10014,40.728603,-74.005325,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,VARICK STREET,90.68,10000.00,44,12.75,Clouds,0
4332271," July 26, 2020",21:00:00,Sunday,July,QUEENS,11368,40.750225,-73.85515,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,bike,Station Wagon/Sport Utility Vehicle,111 STREET,91.58,10000.00,37,21.92,Clear,0
4332201," July 26, 2020",23:00:00,Sunday,July,MANHATTAN,10035,40.80061,-73.94229,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,PARK AVENUE,90.46,10000.00,36,19.69,Clear,0
4332265," July 27, 2020",7:00:00,Monday,July,MANHATTAN,10022,40.755756,-73.96479,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,taxi,Bike,1 AVENUE,79.79,10000.00,59,11.41,Clear,0
4332199," July 27, 2020",8:00:00,Monday,July,MANHATTAN,10029,40.797943,-73.94003,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,EAST 116 STREET,78.93,10000.00,60,10.29,Clear,0
4332177," July 27, 2020",9:00:00,Monday,July,QUEENS,11378,40.728928,-73.9195,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,pick-up truck,E-Scooter,48 STREET,78.21,10000.00,61,8.99,Clear,0
4334585," July 27, 2020",10:00:00,Monday,July,BROOKLYN,11234,40.615337,-73.94008,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,EAST 34 STREET,77.85,10000.00,61,9.17,Clear,1
4332342," July 27, 2020",13:00:00,Monday,July,MANHATTAN,10024,40.79147,-73.97411,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,BROADWAY,82.26,10000.00,54,13.87,Clear,0
4332559," July 27, 2020",15:00:00,Monday,July,BROOKLYN,11218,40.646988,-73.969315,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,CHURCH AVENUE,89.26,10000.00,45,18.34,Clear,1
4333586," July 27, 2020",16:00:00,Monday,July,BRONX,10461,40.844448,-73.82846,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,JARVIS AVENUE,90.28,10000.00,45,17.22,Clouds,0
4332485," July 27, 2020",16:00:00,Monday,July,BRONX,10452,40.840874,-73.91979,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,station wagon/sport utility vehicle,Bike,WEST 170 STREET,90.28,10000.00,45,17.22,Clouds,0
4332447," July 27, 2020",17:00:00,Monday,July,BRONX,10451,40.813255,-73.93028,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 138 STREET,92.89,10000.00,43,13.87,Clear,0
4332806," July 27, 2020",17:00:00,Monday,July,QUEENS,11377,40.740273,-73.89586,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bus,Bike,QUEENS BOULEVARD,92.89,10000.00,43,13.87,Clear,0
4333678," July 27, 2020",17:00:00,Monday,July,MANHATTAN,10033,40.84544,-73.93869,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,taxi,Bike,WEST 174 STREET,92.89,10000.00,43,13.87,Clear,0
4332517," July 27, 2020",17:00:00,Monday,July,QUEENS,11373,40.745796,-73.88385,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,BAXTER AVENUE,92.89,10000.00,43,13.87,Clear,0
4332595," July 27, 2020",18:00:00,Monday,July,QUEENS,11101,40.734314,-73.93803,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,tractor truck diesel,Bike,REVIEW AVENUE,92.3,10000.00,40,14.99,Clear,0
4332462," July 27, 2020",18:00:00,Monday,July,BRONX,10451,40.82751,-73.92495,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,EAST 161 STREET,92.3,10000.00,40,14.99,Clear,0
4333365," July 27, 2020",20:00:00,Monday,July,BROOKLYN,11216,40.69097,-73.94833,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,MARCY AVENUE,93.85,10000.00,41,18.99,Clear,1
4332848," July 27, 2020",23:00:00,Monday,July,QUEENS,11414,40.659645,-73.84869,1,0,0,0,1,0,0,0,Driver Inexperience,Traffic Control Disregarded,e-bike,Sedan,84 STREET,91.17,10000.00,46,18.34,Clear,0
4332413," July 28, 2020",1:00:00,Tuesday,July,BROOKLYN,11220,40.64606,-74.01648,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,e-bike,Station Wagon/Sport Utility Vehicle,3 AVENUE,88.68,10000.00,49,13.87,Clear,1
4333239," July 28, 2020",2:00:00,Tuesday,July,QUEENS,11368,40.760494,-73.8614,3,0,0,0,2,0,1,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Bike,ASTORIA BOULEVARD,87.49,10000.00,52,13.87,Clear,0
4332751," July 28, 2020",10:00:00,Tuesday,July,MANHATTAN,10002,40.721233,-73.98778,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,taxi,E-Bike,LUDLOW STREET,81,10000.00,71,14.99,Clear,1
4332712," July 28, 2020",10:00:00,Tuesday,July,BROOKLYN,11220,40.640774,-74.02917,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,WAKEMAN PLACE,81,10000.00,71,14.99,Clear,0
4332668," July 28, 2020",12:00:00,Tuesday,July,BROOKLYN,11204,40.618973,-74.00523,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,E-Scooter,BAY RIDGE PARKWAY,81.68,10000.00,64,19.69,Clear,0
4334181," July 28, 2020",13:00:00,Tuesday,July,BROOKLYN,11226,40.65067,-73.95248,1,0,0,0,1,0,0,0,Unspecified,Unspecified,bike,Sedan,CHURCH AVENUE,83.8,10000.00,60,17.22,Clear,0
4333081," July 28, 2020",13:00:00,Tuesday,July,BROOKLYN,11204,40.62452,-73.99749,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,64 STREET,83.8,10000.00,60,17.22,Clear,1
4334121," July 28, 2020",15:00:00,Tuesday,July,QUEENS,11385,40.70913,-73.90436,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,station wagon/sport utility vehicle,E-Scooter,FOREST AVENUE,89.24,10000.00,54,11.41,Clear,0
4333376," July 28, 2020",15:00:00,Tuesday,July,BROOKLYN,11237,40.69603,-73.943535,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,pick-up truck,E-Scooter,MYRTLE AVENUE,89.24,10000.00,54,11.41,Clear,0
4333108," July 28, 2020",18:00:00,Tuesday,July,MANHATTAN,10030,40.823257,-73.94293,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,station wagon/sport utility vehicle,Bike,BRADHURST AVENUE,90.63,10000.00,51,13.87,Clouds,0
4333199," July 28, 2020",18:00:00,Tuesday,July,BROOKLYN,11223,40.60915,-73.96998,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Sedan,AVENUE P,90.63,10000.00,51,13.87,Clouds,1
4333255," July 28, 2020",19:00:00,Tuesday,July,BROOKLYN,11201,40.689274,-73.99913,1,0,0,0,1,0,0,0,Unsafe Speed,Driver Inattention/Distraction,sedan,Bike,HICKS STREET,91.6,10000.00,48,17.22,Clouds,1
4332862," July 28, 2020",20:00:00,Tuesday,July,MANHATTAN,10019,40.767815,-73.98951,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,10 AVENUE,88.29,10000.00,54,31,Rain,1
4334982," July 29, 2020",8:00:00,Wednesday,July,BROOKLYN,11213,40.673843,-73.92509,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,BUFFALO AVENUE,79.93,10000.00,62,3.36,Clear,0
4332956," July 29, 2020",9:00:00,Wednesday,July,QUEENS,11417,40.679893,-73.85066,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,88 STREET,78.62,10000.00,64,4.7,Clear,1
4333227," July 29, 2020",11:00:00,Wednesday,July,BROOKLYN,11230,40.63038,-73.95851,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,AVENUE H,78.6,10000.00,66,5.82,Clouds,1
4333559," July 29, 2020",14:00:00,Wednesday,July,BROOKLYN,11231,40.683628,-73.99756,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,CLINTON STREET,84.38,10000.00,56,8.05,Clouds,1
4333401," July 29, 2020",14:00:00,Wednesday,July,MANHATTAN,10040,40.848118,-73.93089,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,AMSTERDAM AVENUE,84.38,10000.00,56,8.05,Clouds,0
4334353," July 29, 2020",16:00:00,Wednesday,July,BROOKLYN,11219,40.631245,-73.988884,1,0,0,0,1,0,0,0,Driver Inexperience,Driver Inattention/Distraction,sedan,Bike,51 STREET,86.63,10000.00,52,11.41,Rain,1
4333056," July 29, 2020",17:00:00,Wednesday,July,BRONX,10455,40.817863,-73.905014,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,station wagon/sport utility vehicle,E-Scooter,EAST 156 STREET,87.96,10000.00,51,9.17,Clear,0
4334938," July 29, 2020",18:00:00,Wednesday,July,MANHATTAN,10026,40.80202,-73.94969,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,WEST 116 STREET,88.48,10000.00,53,18.34,Clear,0
4333291," July 29, 2020",19:00:00,Wednesday,July,BROOKLYN,11234,40.632965,-73.92643,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,e-bike,Sedan,AVENUE H,87.69,10000.00,56,14.99,Clear,1
4333106," July 29, 2020",19:00:00,Wednesday,July,MANHATTAN,10025,40.7966,-73.97039,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,van,Bike,BROADWAY,87.69,10000.00,56,14.99,Clear,0
4333066," July 29, 2020",19:00:00,Wednesday,July,BROOKLYN,11217,40.67671,-73.97711,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,LINCOLN PLACE,87.69,10000.00,56,14.99,Clear,1
4334042," July 29, 2020",19:00:00,Wednesday,July,MANHATTAN,10011,40.743225,-74.008644,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,bike,Bike,11 AVENUE,87.69,10000.00,56,14.99,Clear,1
4333120," July 29, 2020",21:00:00,Wednesday,July,BRONX,10455,40.815075,-73.91947,2,0,0,0,2,0,0,0,Turning Improperly,Passing or Lane Usage Improper,station wagon/sport utility vehicle,Bike,EAST 147 STREET,87.84,10000.00,56,16.11,Clear,0
4334047," July 29, 2020",22:00:00,Wednesday,July,MANHATTAN,10011,40.74347,-74.00725,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,WEST 16 STREET,87.13,10000.00,58,14.99,Clear,0
4335355," July 30, 2020",7:00:00,Thursday,July,BROOKLYN,11207,40.66602,-73.896324,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,box truck,Bike,GEORGIA AVENUE,80.31,10000.00,55,3,Clear,1
4333380," July 30, 2020",12:00:00,Thursday,July,MANHATTAN,10016,40.745686,-73.97213,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,1 AVENUE,78.82,10000.00,61,7,Clear,0
4333578," July 30, 2020",12:00:00,Thursday,July,MANHATTAN,10024,40.785805,-73.97268,1,0,0,0,1,0,0,0,View Obstructed/Limited,Failure to Yield Right-of-Way,van,Bike,WEST 85 STREET,78.82,10000.00,61,7,Clear,0
4334080," July 30, 2020",14:00:00,Thursday,July,BRONX,10457,40.847385,-73.88948,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,taxi,E-Bike,CROTONA AVENUE,83.79,10000.00,52,9.17,Clear,0
4333595," July 30, 2020",14:00:00,Thursday,July,MANHATTAN,10030,40.820965,-73.939575,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,E-Scooter,WEST 144 STREET,83.79,10000.00,52,9.17,Clear,0
4334004," July 30, 2020",14:00:00,Thursday,July,QUEENS,11101,40.75205,-73.92792,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,Bike,NORTHERN BOULEVARD,83.79,10000.00,52,9.17,Clear,0
4333484," July 30, 2020",15:00:00,Thursday,July,MANHATTAN,10031,40.8284,-73.9453,1,0,0,0,1,0,0,0,Other Vehicular,Unsafe Speed,station wagon/sport utility vehicle,Bike,AMSTERDAM AVENUE,87.13,10000.00,49,7,Clear,0
4333560," July 30, 2020",17:00:00,Thursday,July,BROOKLYN,11231,40.684177,-73.992195,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,Bike,SMITH STREET,90.01,10000.00,45,13.87,Clear,1
4334731," July 30, 2020",17:00:00,Thursday,July,QUEENS,11428,40.721233,-73.73634,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,sedan,Bike,94 AVENUE,90.01,10000.00,45,13.87,Clear,0
4333831," July 30, 2020",18:00:00,Thursday,July,BROOKLYN,11217,40.68342,-73.982,1,0,0,0,1,0,0,0,Unspecified,Unspecified,e-scooter,Sedan,BERGEN STREET,91.24,10000.00,43,16.11,Clouds,1
4333526," July 30, 2020",18:00:00,Thursday,July,QUEENS,11417,40.679962,-73.83953,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,ROCKAWAY BOULEVARD,91.24,10000.00,43,16.11,Clouds,1
4334571," July 30, 2020",18:00:00,Thursday,July,BROOKLYN,11234,40.620743,-73.914375,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,EAST 66 STREET,91.24,10000.00,43,16.11,Clouds,1
4333441," July 30, 2020",18:00:00,Thursday,July,BROOKLYN,11205,40.69386,-73.96222,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,MYRTLE AVENUE,91.24,10000.00,43,16.11,Clouds,0
4333509," July 30, 2020",19:00:00,Thursday,July,QUEENS,11368,40.74631,-73.86827,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Station Wagon/Sport Utility Vehicle,JUNCTION BOULEVARD,90.73,10000.00,45,16.11,Clear,0
4334428," July 30, 2020",21:00:00,Thursday,July,QUEENS,11377,40.740772,-73.89867,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,E-Scooter,66 STREET,89.85,10000.00,43,10.29,Clear,0
4333640," July 30, 2020",21:00:00,Thursday,July,BRONX,10457,40.847027,-73.89807,1,0,0,0,1,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,e-scooter,Sedan,EAST TREMONT AVENUE,89.85,10000.00,43,10.29,Clear,0
4333499," July 30, 2020",22:00:00,Thursday,July,QUEENS,11377,40.74668,-73.90072,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,E-Bike,39 AVENUE,89.2,10000.00,44,10.29,Clear,0
4333570," July 31, 2020",0:00:00,Friday,July,BRONX,10458,40.859303,-73.89884,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,e-scooter,Sedan,GRAND CONCOURSE,86.45,10000.00,50,9.17,Clear,0
4333580," July 31, 2020",0:00:00,Friday,July,BRONX,10453,40.850018,-73.9107,1,0,0,0,1,0,0,0,Unspecified,Unspecified,e-bike,Bike,JEROME AVENUE,86.45,10000.00,50,9.17,Clear,0
4334219," July 31, 2020",2:00:00,Friday,July,MANHATTAN,10035,40.80098,-73.93178,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,e-bike,E-Bike,1 AVENUE,82.76,10000.00,59,9.17,Clear,0
4335618," July 31, 2020",3:00:00,Friday,July,MANHATTAN,10026,40.806705,-73.952866,1,0,0,0,1,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,sedan,E-Bike,SAINT NICHOLAS AVENUE,83.03,10000.00,57,9.17,Clear,0
4334054," July 31, 2020",9:00:00,Friday,July,QUEENS,11385,40.70636,-73.905266,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,FAIRVIEW AVENUE,72.9,10000.00,89,9.17,Rain,0
4333787," July 31, 2020",13:00:00,Friday,July,BRONX,10474,40.81536,-73.8867,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,E-Bike,HUNTS POINT AVENUE,72.61,10000.00,90,5.82,Mist,0
4337264," July 31, 2020",13:00:00,Friday,July,MANHATTAN,10016,40.743263,-73.98202,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,EAST 29 STREET,72.61,10000.00,90,5.82,Mist,1
4334010," July 31, 2020",15:00:00,Friday,July,QUEENS,11101,40.752037,-73.942726,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,box truck,Bike,QUEENS PLAZA NORTH,73.47,10000.00,88,5.82,Rain,0
4334007," July 31, 2020",16:00:00,Friday,July,QUEENS,11106,40.76235,-73.92619,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,Bike,30 STREET,73.69,10000.00,85,6.93,Rain,0
4336159," July 31, 2020",16:00:00,Friday,July,BROOKLYN,11238,40.676785,-73.969185,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,bike,Station Wagon/Sport Utility Vehicle,VANDERBILT AVENUE,73.69,10000.00,85,6.93,Rain,1
4333996," July 31, 2020",17:00:00,Friday,July,BRONX,10462,40.85441,-73.86294,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Other Vehicular,taxi,Bike,LYDIG AVENUE,74.59,10000.00,82,5.82,Rain,0
4340551," July 31, 2020",18:00:00,Friday,July,MANHATTAN,10003,40.737328,-73.99266,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,WEST 16 STREET,76.08,10000.00,79,3.36,Rain,1
4334506," July 31, 2020",19:00:00,Friday,July,BROOKLYN,11212,40.669262,-73.91356,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,station wagon/sport utility vehicle,Bike,BOYLAND STREET,78.1,10000.00,72,5.01,Rain,0
4334490," July 31, 2020",19:00:00,Friday,July,BROOKLYN,11216,40.684734,-73.950455,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,bike,Motorcycle,NOSTRAND AVENUE,78.1,10000.00,72,5.01,Rain,1
4337952," July 31, 2020",20:00:00,Friday,July,MANHATTAN,10027,40.80824,-73.95259,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WEST 122 STREET,79.47,10000.00,67,5.82,Clouds,0
4334926," July 31, 2020",20:00:00,Friday,July,MANHATTAN,10034,40.867256,-73.92935,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,DYCKMAN STREET,79.47,10000.00,67,5.82,Clouds,0
4334343," July 31, 2020",21:00:00,Friday,July,BROOKLYN,11237,40.697556,-73.91181,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,WOODBINE STREET,80.46,10000.00,61,8.01,Clouds,0
4334068," July 31, 2020",22:00:00,Friday,July,MANHATTAN,10011,40.74463,-73.99898,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,Bike,WEST 22 STREET,81.25,10000.00,58,6.93,Clouds,1
4334361," July 31, 2020",22:00:00,Friday,July,BROOKLYN,11221,40.697998,-73.92606,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bus,Bike,MYRTLE AVENUE,81.25,10000.00,58,6.93,Clouds,0
4334511," July 31, 2020",23:00:00,Friday,July,BROOKLYN,11233,40.677673,-73.91359,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,BOYLAND STREET,80.28,10000.00,60,10,Clear,1
4336142," July 31, 2020",23:00:00,Friday,July,BROOKLYN,11232,40.654694,-74.01111,1,0,0,0,1,0,0,0,Following Too Closely,Following Too Closely,sedan,Bike,40 STREET,80.28,10000.00,60,10,Clear,1
4334425," August 1, 2020",8:00:00,Saturday,August,BRONX,10458,40.859875,-73.89323,1,0,0,0,1,0,0,0,Traffic Control Disregarded,View Obstructed/Limited,e-scooter,Station Wagon/Sport Utility Vehicle,WEBSTER AVENUE,73.42,10000.00,82,4.7,Clear,0
4334012," August 1, 2020",8:00:00,Saturday,August,QUEENS,11103,40.7586,-73.91821,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,41 STREET,73.42,10000.00,82,4.7,Clear,0
4334113," August 1, 2020",10:00:00,Saturday,August,MANHATTAN,10002,40.720707,-73.981316,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,EAST HOUSTON STREET,72.95,10000.00,83,8.05,Clear,1
4334056," August 1, 2020",11:00:00,Saturday,August,QUEENS,11385,40.700798,-73.894585,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,FRESH POND ROAD,73.76,10000.00,79,5.82,Clear,0
4334863," August 1, 2020",14:00:00,Saturday,August,MANHATTAN,10026,40.807545,-73.95681,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,MORNINGSIDE AVENUE,81.21,10000.00,57,5.82,Clear,0
4334303," August 1, 2020",16:00:00,Saturday,August,BROOKLYN,11229,40.598404,-73.94635,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Station Wagon/Sport Utility Vehicle,BEDFORD AVENUE,84.58,10000.00,53,6.93,Clear,0
4334180," August 1, 2020",16:00:00,Saturday,August,BROOKLYN,11226,40.64681,-73.951065,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,TILDEN AVENUE,84.58,10000.00,53,6.93,Clear,1
4333906," August 1, 2020",20:00:00,Saturday,August,BROOKLYN,11215,40.660225,-73.99459,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,23 STREET,87.94,10000.00,46,11.41,Clear,1
