,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
3988,QUEENS,E NEW YORK AV,L,1,,40.668631,-73.919231,40.669002,-73.918382
3990,QUEENS,PITKIN AVENUE,2,2,Sharrows,40.66857,-73.918261,40.668709,-73.917306
3991,QUEENS,LEGION ST,L,1,,40.669002,-73.918382,40.66857,-73.918261
3994,QUEENS,BERGEN ST,L,1,,40.674437,-73.919455,40.674281,-73.916689
3995,QUEENS,HOWARD AV,L,1,,40.675214,-73.919384,40.674437,-73.919455
4000,QUEENS,BLAKE AV,2,2,Sharrows,40.664654,-73.916267,40.664794,-73.91531
4008,QUEENS,SARATOGA AVE,R,1,Sharrows,40.66982,-73.91711,40.669544,-73.917136
4009,QUEENS,ST JOHNS PL,2,2,Sharrows,40.66982,-73.91711,40.669788,-73.916585
4015,QUEENS,THOMAS S BOYLAND ST,L,1,,40.684338,-73.914756,40.683606,-73.914611
4020,QUEENS,JEFFERSON AVE,R,1,Standard,40.68693,-73.917552,40.68836,-73.916147
4021,QUEENS,HANCOCK ST,L,1,,40.686497,-73.916798,40.687935,-73.915394
4031,QUEENS,THOMAS S BOYLAND STREET,L,1,,40.671457,-73.914171,40.671362,-73.914191
4048,BROOKLYN,92 ST,L,1,,40.657362,-73.840451,40.655689,-73.840036
4050,QUEENS,EVERGREEN AV,L,1,,40.687699,-73.91094,40.687271,-73.910189
4055,QUEENS,E NEW YORK AV,2,2,Standard,40.672948,-73.909254,40.673313,-73.908419
4056,QUEENS,MOTHER GASTON BLVD,L,1,,40.673827,-73.908381,40.673313,-73.908419
4058,QUEENS,LIBERTY AV,2,2,Sharrows,40.672746,-73.907656,40.672891,-73.906675
4062,QUEENS,CENTRAL AV,R,1,Signed Route,40.68789,-73.907238,40.687461,-73.906486
4079,QUEENS,MESEROLE ST,L,1,,40.708496,-73.938864,40.708678,-73.93698
4082,QUEENS,GRAND ST,2,2,Protected Path,40.712783,-73.937248,40.713372,-73.934803
4084,QUEENS,EVERGREEN AV,L,1,,40.700875,-73.933161,40.700059,-73.932781
4088,QUEENS,CENTRAL AV,R,1,Standard,40.702849,-73.933523,40.702431,-73.932791
4092,QUEENS,MORGAN AV,2,2,Curbside,40.709988,-73.933296,40.710669,-73.933601
4095,QUEENS,KNICKERBOCKER AV,L,1,,40.708238,-73.932523,40.707786,-73.932073
4096,QUEENS,HARMAN ST,L,1,,40.699392,-73.919376,40.700976,-73.91782
4097,QUEENS,MORGAN AV,2,2,Sharrows,40.712753,-73.934533,40.713372,-73.934803
4102,QUEENS,BROADWAY,R,1,Sharrows,40.695028,-73.931774,40.694861,-73.931472
4103,QUEENS,HART STREET,L,1,,40.695028,-73.931774,40.696337,-73.9305
4104,QUEENS,MALCOLM X BLVD,R,1,Sharrows,40.694422,-73.931345,40.693692,-73.931203
4106,QUEENS,BUSHWICK AV,L,1,,40.696337,-73.9305,40.696254,-73.930348
4109,QUEENS,MYRTLE AV,R,1,Sharrows,40.697421,-73.931338,40.697433,-73.931223
4111,QUEENS,TROUTMAN ST,L,1,,40.698772,-73.93052,40.70029,-73.929035
4118,QUEENS,HART STREET,L,1,,40.697185,-73.928834,40.697818,-73.927819
4129,QUEENS,MORGAN AV,L,1,,40.707051,-73.932085,40.707749,-73.932297
4130,QUEENS,MORGAN AV,L,1,,40.705657,-73.9317,40.706354,-73.931895
4131,QUEENS,GRATTAN ST,R,1,Standard,40.705657,-73.9317,40.70588,-73.93031
4133,QUEENS,KNICKERBOCKER AV,L,1,,40.707152,-73.93148,40.706515,-73.930893
4139,QUEENS,METROPOLITAN AVE,2,2,Curbside,40.714451,-73.930593,40.714386,-73.930003
4152,QUEENS,STARR ST,R,1,Standard,40.699862,-73.928282,40.701334,-73.926838
4158,QUEENS,KNICKERBOCKER AV,L,2,,40.704526,-73.928396,40.704092,-73.927644
4159,QUEENS,KNICKERBOCKER AV,L,2,,40.704092,-73.927644,40.703666,-73.926892
4160,QUEENS,KNICKERBOCKER AVE,L,1,,40.703666,-73.926892,40.703239,-73.926139
4167,QUEENS,VARICK AV,L,1,,40.705749,-73.926631,40.706445,-73.926824
4168,QUEENS,IRVING  AVE,R,1,Standard,40.70568,-73.926089,40.705253,-73.925335
4173,QUEENS,HIMROD ST,R,1,Standard,40.694855,-73.924996,40.696871,-73.923025
4177,QUEENS,CENTRAL AV,R,1,Standard,40.698102,-73.925163,40.697722,-73.924531
4196,QUEENS,METROPOLITAN AVE,2,2,Sharrows,40.713989,-73.924544,40.714008,-73.92404
4197,BROOKLYN,METROPOLITAN AVE,2,2,Sharrows,40.714008,-73.92404,40.713815,-73.920839
4222,BROOKLYN,FLUSHING AVENUE,2,2,Sharrows,40.711456,-73.91986,40.712006,-73.919256
4223,BROOKLYN,ONDERDONK AVENUE,R,1,Standard,40.711456,-73.91986,40.710727,-73.918623
4226,BROOKLYN,WOODWARD AVE,L,1,,40.712448,-73.918526,40.711838,-73.917489
4227,BROOKLYN,WOODWARD AVE,2,2,Signed Route,40.713815,-73.920839,40.713313,-73.919981
4273,QUEENS,CORNELIA ST,R,1,Standard,40.694687,-73.911107,40.696271,-73.90955
4314,BROOKLYN,CORNELIA ST,R,1,Standard,40.697825,-73.908022,40.699927,-73.905879
4325,BROOKLYN,RANGE RD,2,2,Greenway,40.559068,-73.899377,40.558129,-73.899161
4327,BROOKLYN,SHORE RD,2,2,Greenway,40.560706,-73.886413,40.560368,-73.887519
4329,BROOKLYN,UNNAMED ST,2,2,Greenway,40.562711,-73.886165,40.561894,-73.885773
4331,BROOKLYN,DAVIS RD,2,2,Greenway,40.563868,-73.881527,40.564117,-73.880771
4332,BROOKLYN,BEACH 169 ST GREENWAY,2,2,Greenway,40.564117,-73.880771,40.565228,-73.881419
4334,BROOKLYN,BEACH 169 ST,2,2,Sharrows,40.565968,-73.881848,40.566393,-73.882091
4341,QUEENS,NEW LOTS AVE,2,2,Sharrows,40.656684,-73.90453,40.657137,-73.903643
4342,QUEENS,MOTHER GASTON BOULEVARD,2,2,Sharrows,40.657137,-73.903643,40.656826,-73.903564
4355,QUEENS,VANDALIA AVENUE,2,2,Standard,40.651716,-73.882697,40.651796,-73.882604
4356,QUEENS,VANDALIA AVENUE,2,2,Standard,40.651796,-73.882604,40.65237,-73.882291
4357,QUEENS,HIGHLAND BLVD,L,1,,40.684236,-73.889628,40.684641,-73.889089
4358,QUEENS,VAN SICLEN AV,2,2,Sharrows,40.657591,-73.883491,40.656214,-73.882511
4366,QUEENS,PITKIN AVE,2,2,Sharrows,40.670658,-73.9042,40.670793,-73.90327
4371,QUEENS,DUMONT AV,L,1,,40.665472,-73.899997,40.665608,-73.899077
4372,QUEENS,BLAKE AV,2,2,Sharrows,40.666592,-73.903191,40.666736,-73.902232
4375,QUEENS,BLAKE AV,R,1,Standard,40.66701,-73.90039,40.667146,-73.899472
4408,QUEENS,PITKIN AVE,2,2,Standard,40.671893,-73.895867,40.672044,-73.894861
4415,QUEENS,VERMONT ST,L,1,,40.678971,-73.895698,40.677496,-73.895318
4416,QUEENS,MILLER AV,R,1,Sharrows,40.679607,-73.893019,40.6779,-73.892579
4434,QUEENS,HENDRIX STREET,R,1,Sharrows,40.674117,-73.889742,40.672848,-73.889418
4438,QUEENS,SCHENCK AVENUE,L,1,,40.675496,-73.889151,40.674251,-73.888838
4439,QUEENS,HIGHLAND PARK GREENWAY,2,2,Greenway,40.682683,-73.892088,40.683461,-73.892649
4503,QUEENS,DUMONT AV,2,2,Sharrows,40.66891,-73.876767,40.66892,-73.876645
4511,QUEENS,FOUNTAIN AV,R,1,Sharrows,40.673651,-73.874957,40.672389,-73.874625
4516,QUEENS,PITKIN AV,2,2,Standard,40.674919,-73.875275,40.675053,-73.874351
4517,QUEENS,SUTTER AV,R,1,Standard,40.672389,-73.874625,40.672511,-73.873718
4518,QUEENS,SUTTER AV,R,1,Sharrows,40.672858,-73.871303,40.673011,-73.870367
4530,QUEENS,WYCKOFF AVE,R,1,Sharrows,40.697164,-73.906846,40.696976,-73.906524
4531,BROOKLYN,HANCOCK ST,L,1,,40.697164,-73.906846,40.699279,-73.904783
4536,BROOKLYN,SENECA AVE,R,1,Sharrows,40.700738,-73.904191,40.700409,-73.903675
4537,BROOKLYN,CATALPA AVE,L,1,,40.700738,-73.904191,40.701458,-73.902948
4548,BROOKLYN,69 AV,R,1,Standard,40.701229,-73.902561,40.70177,-73.900698
4553,BROOKLYN,CATALPA AVE,L,1,,40.702337,-73.901368,40.702449,-73.900986
4557,BROOKLYN,CATALPA AVE,L,1,,40.703415,-73.897646,40.70396,-73.895692
4559,BROOKLYN,MYRTLE AV,2,2,Sharrows,40.700827,-73.894234,40.70086,-73.89384
4562,BROOKLYN,FRESH POND ROAD,2,2,Sharrows,40.70313,-73.895394,40.702593,-73.895202
4568,BROOKLYN,CYPRESS HILLS ST,R,1,Sharrows,40.701104,-73.890865,40.700472,-73.889691
4573,BROOKLYN,CENTRAL AV,2,2,Sharrows,40.702127,-73.891628,40.702335,-73.890727
4576,BROOKLYN,COOPER AV,R,1,Standard,40.698858,-73.88818,40.699678,-73.887713
4577,BROOKLYN,65 PLACE,L,1,,40.701276,-73.888862,40.69954,-73.888614
4578,BROOKLYN,COOPER AV,2,2,Signed Route,40.699678,-73.887713,40.699826,-73.886767
4585,BROOKLYN,69 ST,2,2,Sharrows,40.715187,-73.887424,40.715111,-73.887349
4607,BROOKLYN,78 AV,2,2,Signed Route,40.704215,-73.876162,40.704393,-73.875256
4608,BROOKLYN,73 PL,2,2,Signed Route,40.704439,-73.876303,40.704215,-73.876162
4611,BROOKLYN,COOPER AVENUE,2,2,Sidewalk,40.706595,-73.875278,40.706816,-73.874918
4616,BROOKLYN,79 ST,R,1,Standard,40.704707,-73.871528,40.702762,-73.870733
4618,BROOKLYN,80 ST,2,2,Standard,40.712597,-73.871547,40.711919,-73.871277
4621,BROOKLYN,ROCKAWAY BEACH BLVD,R,1,Curbside,40.569405,-73.864132,40.569243,-73.864542
4622,BROOKLYN,BEACH 126 ST,2,2,Sharrows,40.574875,-73.844299,40.576981,-73.845513
4623,BROOKLYN,BOARDWALK,2,2,Boardwalk,40.575052,-73.843398,40.574789,-73.84418
4625,BROOKLYN,ROCKAWAY BEACH BLVD,2,2,Standard,40.577299,-73.844693,40.576981,-73.845513
4626,BROOKLYN,ROCKAWAY BEACH BLVD,2,2,Sharrows,40.577581,-73.843873,40.577299,-73.844693
4642,BROOKLYN,84 ST,2,2,Standard,40.649607,-73.84619,40.647932,-73.84578
4658,QUEENS,FOUNTAIN AV,2,2,Protected Path,40.662014,-73.868367,40.661727,-73.868164
4661,QUEENS,LORING AVE,2,2,Standard,40.666592,-73.870683,40.666727,-73.869758
4662,QUEENS,LORING AVE,2,2,Standard,40.666727,-73.869758,40.666859,-73.868835
4666,QUEENS,CRESCENT ST,L,1,,40.675671,-73.870073,40.674404,-73.869752
4667,QUEENS,PITKIN AVE,2,2,Bike-Friendly Parking,40.675671,-73.870073,40.675803,-73.869151
4672,QUEENS,LORING AVE,2,2,Standard,40.668043,-73.86054,40.668164,-73.859612
4674,BROOKLYN,SHORE PKWY,L,1,,40.662684,-73.850076,40.662856,-73.849731
4676,BROOKLYN,84 ST,2,2,Standard,40.664627,-73.849918,40.664408,-73.849854
4681,BROOKLYN,157 AV,2,2,Standard,40.661315,-73.849095,40.661452,-73.848143
4696,BROOKLYN,157 AV,2,2,Sharrows,40.663207,-73.835899,40.663326,-73.835114
4698,BROOKLYN,MYRTLE AV,R,1,Sharrows,40.702762,-73.870733,40.702838,-73.869819
4701,BROOKLYN,79 PL,L,1,,40.704898,-73.870665,40.702838,-73.869819
4702,BROOKLYN,78 AV,2,2,Sharrows,40.704898,-73.870665,40.705376,-73.868608
4703,BROOKLYN,80 ST,2,2,Sharrows,40.706085,-73.868812,40.705376,-73.868608
4704,BROOKLYN,80 ST,2,2,Curbside,40.707872,-73.869497,40.707818,-73.869462
4706,BROOKLYN,80 ST,2,2,Sharrows,40.710578,-73.870633,40.709899,-73.870321
4707,BROOKLYN,COOPER AV,2,2,Sharrows,40.710402,-73.866618,40.710659,-73.865577
4710,BROOKLYN,FOREST PARK DR,2,2,Greenway,40.702089,-73.850687,40.702247,-73.850658
4718,BROOKLYN,158 AV,R,1,Sharrows,40.662046,-73.831934,40.662134,-73.831319
4724,BROOKLYN,80 RD,L,1,,40.711291,-73.833992,40.71177,-73.833251
4728,BROOKLYN,ROCKAWAY BEACH BLVD,2,2,Standard,40.581774,-73.830204,40.581604,-73.830767
4730,BROOKLYN,BEACH 94 ST,R,1,Sharrows,40.587492,-73.817361,40.587718,-73.817316
4731,BROOKLYN,VAN BRUNT RD,2,2,Sharrows,40.598259,-73.820249,40.597663,-73.819827
4732,BROOKLYN,BEACH 94 ST,L,1,,40.585984,-73.816587,40.586617,-73.816983
4734,BROOKLYN,ROCKAWAY FWY,R,1,Curbside,40.587138,-73.81593,40.586702,-73.817032
4737,BROOKLYN,SHORE FRONT PKWY,2,2,Protected Path,40.586679,-73.800809,40.586618,-73.801709
4738,BROOKLYN,130 PL,2,2,Sharrows,40.657391,-73.810594,40.657028,-73.810481
4739,BROOKLYN,130 PL,L,1,,40.660439,-73.810659,40.65931,-73.810805
4740,BROOKLYN,BERGEN ST,R,1,Sharrows,40.659288,-73.809808,40.65931,-73.810805
4742,BROOKLYN,134 ST,R,1,Sharrows,40.659687,-73.808554,40.659388,-73.808467
4744,BROOKLYN,102 ST,L,1,,40.662046,-73.831934,40.660375,-73.831517
4747,BROOKLYN,101 ST,R,1,Sharrows,40.665155,-73.833648,40.663587,-73.833269
4749,BROOKLYN,155 AV,L,1,,40.663587,-73.833269,40.663719,-73.832332
4752,BROOKLYN,103 ST,R,1,Sharrows,40.662134,-73.831319,40.660506,-73.830587
4753,BROOKLYN,LEFFERTS BLVD,2,2,Bike-Friendly Parking,40.672359,-73.820312,40.670543,-73.820876
4756,BROOKLYN,ONSLOW PL,R,1,Sharrows,40.710029,-73.834048,40.710499,-73.83313
4759,BROOKLYN,GRENFELL ST,R,1,Sharrows,40.710499,-73.83313,40.710333,-73.832626
4760,BROOKLYN,82 AV,R,1,Sharrows,40.710333,-73.832626,40.710678,-73.832041
4764,BROOKLYN,KEW GDNS RD,2,2,Sharrows,40.712423,-73.829314,40.712154,-73.82913
4769,BROOKLYN,HOOVER AV,2,2,Sharrows,40.713229,-73.823425,40.71334,-73.823233
4770,BROOKLYN,135 ST,R,1,Standard,40.715185,-73.82324,40.714515,-73.822966
4771,BROOKLYN,COOLIDGE AV,L,1,,40.715185,-73.82324,40.715425,-73.8213
4773,BROOKLYN,HOOVER AV,R,1,Standard,40.713602,-73.822598,40.714125,-73.820773
4777,BROOKLYN,HOOVER AVE,R,1,Standard,40.714234,-73.815206,40.714256,-73.812867
4778,BROOKLYN,COOLIDGE AVE,L,1,,40.714949,-73.815224,40.714971,-73.812894
4779,BROOKLYN,94 AV,L,1,,40.697572,-73.811565,40.698058,-73.809862
4780,BROOKLYN,95 AV,R,1,Sharrows,40.696912,-73.811237,40.697069,-73.810671
4792,BROOKLYN,89 AV,L,1,,40.703822,-73.808788,40.704146,-73.807584
4794,BROOKLYN,88 AV,R,1,Standard,40.704848,-73.809268,40.705176,-73.808065
4796,BROOKLYN,PARSONS BLVD,2,2,Sharrows,40.712225,-73.806495,40.712056,-73.806457
4797,BROOKLYN,PARSONS BLVD,2,2,Sharrows,40.715025,-73.807637,40.714325,-73.807422
4801,BROOKLYN,84 RD,2,2,Sharrows,40.713643,-73.806929,40.713843,-73.806097
4818,BROOKLYN,164 ST,2,2,Standard,40.71528,-73.802857,40.715024,-73.80278
4820,BROOKLYN,PARSONS BLVD,2,2,Standard,40.706749,-73.802228,40.705761,-73.801657
4822,BROOKLYN,BEACH 69 STREET,2,2,Signed Route,40.588947,-73.797735,40.589408,-73.797781
4827,BROOKLYN,BEACH CHANNEL DR,2,2,Standard,40.595911,-73.771495,40.595823,-73.772327
4830,BROOKLYN,BEACH CHANNEL DR,2,2,Standard,40.592907,-73.795149,40.592847,-73.796154
4842,BROOKLYN,BEACH CHANNEL DR,2,2,Sharrows,40.594491,-73.788078,40.594061,-73.789121
4843,BROOKLYN,BEACH CHANNEL DR,2,2,Standard,40.594824,-73.787243,40.594491,-73.788078
4867,BROOKLYN,BEACH CHANNEL DR,2,2,Sharrows,40.595554,-73.777393,40.595498,-73.778219
4879,BROOKLYN,BOARDWALK,2,2,Boardwalk,40.59149,-73.769766,40.591539,-73.770746
4882,BROOKLYN,BEACH CHANNEL DR,2,2,Curbside,40.596281,-73.767721,40.596206,-73.768735
4887,BROOKLYN,BEACH CHANNEL DR,2,2,Sharrows,40.599727,-73.763868,40.598721,-73.765997
4888,BROOKLYN,LINDEN BLVD,2,2,Sharrows,40.687754,-73.790385,40.687939,-73.789626
4924,BROOKLYN,BEACH CHANNEL DR,2,2,Standard,40.601988,-73.759569,40.601643,-73.760085
4934,BROOKLYN,147 AVE,2,2,Standard,40.659349,-73.759821,40.659322,-73.759336
4936,BROOKLYN,34 AV,2,2,Sharrows,40.764616,-73.937796,40.76424,-73.937005
4939,BROOKLYN,FRANCIS LEWIS BLVD,2,2,Standard,40.687491,-73.740061,40.687228,-73.739186
4943,BROOKLYN,104 AV,2,2,Signed Route,40.710819,-73.731781,40.710364,-73.729982
4944,BROOKLYN,223 ST,2,2,Signed Route,40.71147,-73.731494,40.710819,-73.731781
4946,BROOKLYN,100 DR,2,2,Signed Route,40.714581,-73.731068,40.714371,-73.730195
4947,BROOKLYN,222 ST,2,2,Signed Route,40.714998,-73.730906,40.714581,-73.731068
4958,QUEENS,GREENPOINT AVE BRIDGE,2,2,Curbside,40.732655,-73.942795,40.732766,-73.942042
4963,QUEENS,DRIGGS AV,R,1,Curbside,40.723579,-73.938912,40.723544,-73.939396
4964,QUEENS,MEEKER AV,L,1,,40.723579,-73.938912,40.723809,-73.938489
4965,QUEENS,MEEKER AV,L,1,,40.723809,-73.938489,40.724201,-73.937646
4967,QUEENS,APOLLO ST,L,1,,40.724201,-73.937646,40.726239,-73.937942
4968,BROOKLYN,50 AV,2,2,Sharrows,40.738111,-73.925399,40.738001,-73.924472
4969,QUEENS,MEEKER AV,2,2,Protected Path,40.724201,-73.937646,40.724237,-73.937572
4970,QUEENS,MEEKER AV,2,2,Sidewalk,40.724611,-73.936704,40.724625,-73.936717
4972,BROOKLYN,STARR AV,L,1,,40.735635,-73.9367,40.734993,-73.936285
4973,BROOKLYN,VAN DAM ST,R,1,Standard,40.735724,-73.936758,40.735529,-73.936971
4975,BROOKLYN,GREENPOINT AV,2,2,Sharrows,40.734993,-73.936285,40.735554,-73.93478
4977,BROOKLYN,GREENPOINT AV,2,2,Standard,40.736342,-73.932654,40.736825,-73.931614
4978,BROOKLYN,47 AVENUE,2,2,Sharrows,40.742983,-73.934868,40.742874,-73.933937
4982,BROOKLYN,GREENPOINT AV,2,2,Sharrows,40.737152,-73.930814,40.737536,-73.929946
4989,BROOKLYN,LAUREL HILL BL,2,2,Protected Path,40.730668,-73.926775,40.73049,-73.926864
4997,BROOKLYN,39 ST,2,2,Sharrows,40.7386,-73.927242,40.73832,-73.927295
4999,BROOKLYN,39 STREET,2,2,Sharrows,40.740174,-73.926919,40.7386,-73.927242
5006,BROOKLYN,43 ST,2,2,Standard,40.736607,-73.922856,40.735628,-73.923066
5018,BROOKLYN,48 ST,2,2,Buffered,40.727505,-73.920035,40.726214,-73.920515
5020,BROOKLYN,48 ST,2,2,Standard,40.728929,-73.919496,40.728842,-73.919521
5021,BROOKLYN,48 ST,2,2,Buffered,40.731139,-73.919334,40.730324,-73.918975
5022,BROOKLYN,48 ST,2,2,Standard,40.731473,-73.919214,40.731139,-73.919334
5025,BROOKLYN,48 ST,2,2,Buffered,40.731954,-73.919059,40.731473,-73.919214
5028,BROOKLYN,47 ST,L,1,,40.733834,-73.919612,40.733007,-73.919782
5030,BROOKLYN,47 ST,L,1,,40.737357,-73.91891,40.735359,-73.919302
5040,BROOKLYN,48 ST,R,1,Standard,40.739096,-73.917612,40.737251,-73.917982
5045,BROOKLYN,48 ST,R,1,Sharrows,40.742787,-73.916887,40.74094,-73.917244
5047,BROOKLYN,47 AVE,2,2,Signed Route,40.740792,-73.915735,40.740729,-73.915384
5048,BROOKLYN,50 ST,2,2,Sharrows,40.742553,-73.915021,40.740729,-73.915384
5059,BROOKLYN,VERNON BLVD,2,2,Sharrows,40.766411,-73.9397,40.76553,-73.940272
5067,BROOKLYN,29 ST,L,1,,40.751005,-73.936801,40.749897,-73.937812
5068,BROOKLYN,CRESCENT ST,2,2,Protected Path,40.75223,-73.939102,40.750967,-73.940263
5070,BROOKLYN,28 ST,R,1,Standard,40.751411,-73.937562,40.750259,-73.938637
5076,BROOKLYN,VERNON BLVD,2,3,Protected Path,40.766911,-73.938361,40.766817,-73.93859
5081,BROOKLYN,SKILLMAN AV,2,2,Protected Path,40.746035,-73.9344,40.746288,-73.933264
5082,BROOKLYN,SKILLMAN AV,2,2,Protected Path,40.746288,-73.933264,40.746497,-73.932268
5093,BROOKLYN,34 AV,2,2,Standard,40.763497,-73.935414,40.762826,-73.933981
5097,BROOKLYN,31 AVE,2,2,Sharrows,40.769526,-73.935227,40.768818,-73.933445
5100,BROOKLYN,43 AV,R,1,Protected Path,40.746497,-73.932268,40.746405,-73.931335
5101,BROOKLYN,SKILLMAN AV,L,1,,40.746497,-73.932268,40.746702,-73.931274
5106,BROOKLYN,HONEYWELL ST,2,2,Curbside,40.748186,-73.929905,40.747757,-73.929676
5109,BROOKLYN,35 ST,2,2,Sharrows,40.747062,-73.929335,40.746189,-73.92948
5124,BROOKLYN,34 AV,2,2,Sharrows,40.761221,-73.93055,40.760798,-73.929651
5139,BROOKLYN,39 STREET,2,2,Curbside,40.748049,-73.925342,40.747432,-73.925467
5152,BROOKLYN,31 AVE,2,2,Standard,40.765733,-73.926438,40.765097,-73.925061
5172,BROOKLYN,35 ST,L,1,,40.760475,-73.922195,40.758176,-73.924054
5175,BROOKLYN,31 AVE,2,2,Sharrows,40.763966,-73.922663,40.763574,-73.92188
5191,BROOKLYN,36 ST,R,1,Standard,40.7601,-73.921396,40.757803,-73.923258
5199,BROOKLYN,49 ST,L,1,,40.744579,-73.915566,40.743138,-73.915847
5201,BROOKLYN,50 ST,R,1,Standard,40.744471,-73.914637,40.743455,-73.914837
5203,BROOKLYN,SKILLMAN AV,L,1,,40.746355,-73.916158,40.746246,-73.915232
5207,BROOKLYN,48 ST,2,2,Standard,40.751439,-73.915141,40.751171,-73.915196
5212,BROOKLYN,47 ST,R,1,Sharrows,40.754068,-73.915265,40.753792,-73.915473
5213,BROOKLYN,34 AV,L,1,,40.754068,-73.915265,40.753676,-73.914465
5221,BROOKLYN,ASTORIA BLVD S,R,1,Sharrows,40.76947,-73.914874,40.769324,-73.913889
5222,BROOKLYN,35 ST,2,2,Sharrows,40.769601,-73.914766,40.76947,-73.914874
5224,BROOKLYN,ASTORIA BLVD N,L,1,,40.770054,-73.914398,40.769897,-73.913426
5226,BROOKLYN,51 ST,L,1,,40.744365,-73.913707,40.743772,-73.913829
5227,BROOKLYN,43 AV,R,1,Protected Path,40.744365,-73.913707,40.744167,-73.91248
5240,BROOKLYN,39 AV,2,2,Sharrows,40.748358,-73.907132,40.748128,-73.906242
5244,BROOKLYN,31 AVE,2,2,Standard,40.757948,-73.909886,40.757565,-73.909066
5245,BROOKLYN,31 AVE,2,2,Standard,40.756999,-73.907828,40.756988,-73.907366
5246,BROOKLYN,31 AVE,2,2,Standard,40.756988,-73.907366,40.757082,-73.906468
5253,MANHATTAN,2 AV,L,1,,40.789949,-73.942927,40.790626,-73.942435
5256,MANHATTAN,110 ST,R,1,Standard,40.794131,-73.94281,40.793188,-73.940563
5262,BROOKLYN,27 AV,2,2,Standard,40.775598,-73.936152,40.775321,-73.935286
5263,MANHATTAN,WARDS ISLAND PED OVPS,2,2,Protected Path,40.786711,-73.938539,40.785446,-73.935764
5268,MANHATTAN,UNNAMED ST,R,1,Standard,40.791772,-73.937242,40.792404,-73.936792
5269,MANHATTAN,111 ST,R,1,Sharrows,40.792404,-73.936792,40.791842,-73.935553
5277,BROOKLYN,MAIN AV,2,2,Standard,40.771697,-73.934015,40.771771,-73.933976
5278,BROOKLYN,8 ST,2,2,Standard,40.772393,-73.932783,40.771997,-73.933299
5280,BROOKLYN,1 ST,2,2,Sharrows,40.777056,-73.935399,40.775598,-73.936152
5285,MANHATTAN,E 119 ST,L,1,,40.797932,-73.93399,40.796987,-73.931743
5287,BROOKLYN,27 AV,2,2,Sharrows,40.774214,-73.931817,40.773981,-73.931046
5290,BROOKLYN,9 ST,2,2,Sharrows,40.775482,-73.930257,40.773981,-73.931046
5292,BROOKLYN,12 ST,L,1,,40.775173,-73.92904,40.77361,-73.929879
5294,MANHATTAN,PLEASANT AV,2,2,Standard,40.796987,-73.931743,40.797641,-73.931267
5295,BROOKLYN,14 ST,R,1,Standard,40.774637,-73.928339,40.773388,-73.928988
5298,BROOKLYN,HOYT AV S,R,1,Standard,40.774615,-73.923981,40.773962,-73.922793
5299,BROOKLYN,HOYT AV N,2,2,Protected Path,40.775384,-73.923026,40.774442,-73.922309
5301,BROOKLYN,21 ST,2,2,Standard,40.775587,-73.922778,40.775384,-73.923026
5310,BROOKLYN,HOYT AV N,L,1,,40.772468,-73.919585,40.771985,-73.918897
5318,BROOKLYN,DITMARS BLVD,2,2,Sharrows,40.782514,-73.91976,40.781256,-73.917966
5324,BROOKLYN,20 AVE,2,2,Protected Path,40.786039,-73.915236,40.785542,-73.914537
5326,BROOKLYN,36 ST,R,1,Standard,40.770521,-73.912893,40.769897,-73.913426
5331,MANHATTAN,MADISON AVE,R,1,Bike-Friendly Parking,40.802562,-73.942993,40.803194,-73.942567
5332,MANHATTAN,E 120 ST,R,1,Standard,40.801185,-73.939747,40.80091,-73.939094
5334,MANHATTAN,126 ST,L,1,,40.807089,-73.941771,40.806409,-73.940158
5335,MANHATTAN,128 ST,R,1,Standard,40.808334,-73.940861,40.807655,-73.939248
5341,MANHATTAN,126 ST,L,1,,40.805046,-73.936928,40.80437,-73.935326
5342,MANHATTAN,5 AV,L,1,,40.81274,-73.937617,40.813421,-73.937144
5346,MANHATTAN,128 ST,R,1,Curbside,40.805695,-73.934511,40.805639,-73.934391
5347,MANHATTAN,128 ST,R,1,Buffered,40.805639,-73.934391,40.804671,-73.932184
5350,MANHATTAN,1 AV,2,2,Protected Path,40.801502,-73.931387,40.801755,-73.931202
5351,MANHATTAN,WILLIS AVENUE BRIDGE APPROACH,2,2,Protected Path,40.801755,-73.931202,40.802001,-73.931016
5352,BRONX,3 AV,L,1,,40.809565,-73.929219,40.809899,-73.928806
5354,BRONX,E 138 ST,2,3,Buffered,40.813588,-73.931045,40.813373,-73.93057
5355,BRONX,GERARD AV,R,1,Curbside,40.813588,-73.931045,40.814092,-73.930841
5356,BRONX,WALTON AV,L,1,,40.813373,-73.93057,40.815115,-73.929772
5357,BRONX,E 138 ST,2,2,Curbside,40.812752,-73.929499,40.812622,-73.929329
5359,BRONX,E 138 ST,2,2,Curbside,40.81252,-73.929192,40.812339,-73.928949
5361,BRONX,E 138 ST,2,2,Standard,40.812339,-73.928949,40.812037,-73.928541
5364,BRONX,GERARD AV,R,1,Standard,40.816996,-73.930021,40.817682,-73.929745
5367,BRONX,WILLIS AVENUE BRIDGE,2,2,Protected Path,40.805871,-73.925165,40.806532,-73.924683
5368,BRONX,LINCOLN AV,R,1,Standard,40.809046,-73.928556,40.809622,-73.928135
5369,BRONX,3 AV,R,1,Standard,40.81116,-73.926928,40.811484,-73.926387
