,COLLISION_ID,DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET,BIKE_LANE,DAY_OF_WEEK,MONTH
948,4319870," June 14, 2020",14:00:00,MANHATTAN,10032,40.83918,-73.94115,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,taxi,Bike,BROADWAY,0,Sunday,June
949,4320256," June 14, 2020",17:00:00,BRONX,10453,40.8518,-73.909225,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,E-Scooter,EAST TREMONT AVENUE,0,Sunday,June
950,4319878," June 14, 2020",18:00:00,MANHATTAN,10025,40.799145,-73.972534,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Bike,RIVERSIDE DRIVE,0,Sunday,June
951,4321515," June 14, 2020",20:00:00,BRONX,10468,40.86231,-73.909874,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,e-bike,Sedan,WEST FORDHAM ROAD,0,Sunday,June
952,4320376," June 14, 2020",20:00:00,MANHATTAN,10035,40.804375,-73.93742,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Alcohol Involvement,sedan,Bike,LEXINGTON AVENUE,0,Sunday,June
953,4320065," June 14, 2020",23:00:00,MANHATTAN,10001,40.74915,-73.98828,2,0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,WEST 33 STREET,1,Sunday,June
954,4320254," June 15, 2020",5:00:00,QUEENS,11378,40.722897,-73.91386,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,MASPETH AVENUE,0,Monday,June
955,4322072," June 15, 2020",10:00:00,BROOKLYN,11220,40.64943,-74.01296,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Station Wagon/Sport Utility Vehicle,3 AVENUE,1,Monday,June
956,4320452," June 15, 2020",15:00:00,QUEENS,11368,40.74209,-73.854324,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,108 STREET,0,Monday,June
957,4320343," June 15, 2020",15:00:00,QUEENS,11432,40.70953,-73.7964,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,HILLSIDE AVENUE,0,Monday,June
958,4320476," June 15, 2020",20:00:00,MANHATTAN,10065,40.766556,-73.96294,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,taxi,E-Scooter,3 AVENUE,0,Monday,June
959,4320520," June 15, 2020",23:00:00,MANHATTAN,10027,40.811264,-73.95782,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,taxi,Bike,AMSTERDAM AVENUE,0,Monday,June
960,4331791," June 16, 2020",0:00:00,QUEENS,11385,40.694107,-73.89737,2,0,0,0,1,0,1,0,Traffic Control Disregarded,Unspecified,motorcycle,Bike,CYPRESS AVENUE,0,Tuesday,June
961,4320590," June 16, 2020",9:00:00,MANHATTAN,10065,40.764614,-73.95833,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,ambulance,Bike,EAST 67 STREET,0,Tuesday,June
962,4320591," June 16, 2020",9:00:00,BRONX,10468,40.859303,-73.89884,1,0,0,0,1,0,0,0,Unspecified,Unspecified,taxi,Bike,EAST 184 STREET,0,Tuesday,June
963,4320847," June 16, 2020",12:00:00,MANHATTAN,10003,40.734844,-73.98312,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,taxi,Bike,EAST 18 STREET,1,Tuesday,June
964,4320849," June 16, 2020",13:00:00,BROOKLYN,11220,40.640762,-74.00767,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,7 AVENUE,0,Tuesday,June
965,4320879," June 16, 2020",15:00:00,MANHATTAN,10001,40.75045,-73.9873,1,0,0,0,1,0,0,0,Following Too Closely,Driver Inattention/Distraction,sedan,Bike,AVENUE OF THE AMERICAS,1,Tuesday,June
966,4320713," June 16, 2020",16:00:00,QUEENS,11375,40.734978,-73.85326,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,62 DRIVE,0,Tuesday,June
967,4321117," June 16, 2020",17:00:00,BROOKLYN,11208,40.665596,-73.87431,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Sedan,LINDEN BOULEVARD,1,Tuesday,June
968,4320913," June 16, 2020",17:00:00,BRONX,10466,40.89596,-73.857376,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,EAST 236 STREET,0,Tuesday,June
969,4320700," June 16, 2020",17:00:00,BROOKLYN,11214,40.598003,-73.99191,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BAY 35 STREET,1,Tuesday,June
970,4320917," June 16, 2020",17:00:00,MANHATTAN,10027,40.807667,-73.94929,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,sedan,E-Bike,WEST 123 STREET,0,Tuesday,June
971,4320800," June 16, 2020",18:00:00,BROOKLYN,11211,40.712795,-73.95867,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,ROEBLING STREET,0,Tuesday,June
972,4321848," June 16, 2020",21:00:00,BROOKLYN,11222,40.72377,-73.9508,1,0,0,0,1,0,0,0,Following Too Closely,Aggressive Driving/Road Rage,bike,Bike,MANHATTAN AVENUE,0,Tuesday,June
973,4320844," June 17, 2020",7:00:00,BROOKLYN,11226,40.653576,-73.95946,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Bike,FLATBUSH AVENUE,1,Wednesday,June
974,4321092," June 17, 2020",8:00:00,MANHATTAN,10032,40.843548,-73.936134,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,pick-up truck,Bike,WEST 173 STREET,0,Wednesday,June
975,4321922," June 17, 2020",10:00:00,BROOKLYN,11211,40.7154,-73.92693,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,tractor truck diesel,E-Bike,GRAND STREET,0,Wednesday,June
976,4321976," June 17, 2020",12:00:00,BRONX,10468,40.862755,-73.901085,7,0,2,0,1,0,4,0,Unsafe Speed,Unspecified,sedan,Sedan,WEST FORDHAM ROAD,0,Wednesday,June
977,4321113," June 17, 2020",14:00:00,BROOKLYN,11207,40.67148,-73.898674,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,bike,Sedan,ALABAMA AVENUE,1,Wednesday,June
978,4323231," June 17, 2020",15:00:00,MANHATTAN,10023,40.777973,-73.98216,2,0,0,0,2,0,0,0,Brakes Defective,Unspecified,e-scooter,Station Wagon/Sport Utility Vehicle,WEST 71 STREET,1,Wednesday,June
979,4321080," June 17, 2020",18:00:00,BROOKLYN,11218,40.647682,-73.96755,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,CHURCH AVENUE,0,Wednesday,June
980,4321313," June 17, 2020",20:00:00,BROOKLYN,11211,40.713104,-73.95147,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Sedan,UNION AVENUE,0,Wednesday,June
981,4321362," June 17, 2020",21:00:00,BROOKLYN,11215,40.669373,-73.97621,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,8 AVENUE,0,Wednesday,June
982,4321236," June 18, 2020",0:00:00,MANHATTAN,10012,40.72495,-73.99492,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,station wagon/sport utility vehicle,Bike,EAST HOUSTON STREET,1,Thursday,June
983,4322002," June 18, 2020",10:00:00,BROOKLYN,11204,40.629913,-73.98668,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,51 STREET,1,Thursday,June
984,4321385," June 18, 2020",11:00:00,BROOKLYN,11217,40.675095,-73.97504,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,7 AVENUE,0,Thursday,June
985,4321528," June 18, 2020",11:00:00,BRONX,10458,40.870384,-73.88198,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Station Wagon/Sport Utility Vehicle,MARION AVENUE,0,Thursday,June
986,4321351," June 18, 2020",13:00:00,QUEENS,11413,40.675884,-73.75577,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,SPRINGFIELD BOULEVARD,0,Thursday,June
987,4321183," June 18, 2020",14:00:00,BROOKLYN,11207,40.67258,-73.89122,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Unspecified,motorcycle,E-Bike,MILLER AVENUE,1,Thursday,June
988,4321189," June 18, 2020",16:00:00,QUEENS,11101,40.740913,-73.95226,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,BORDEN AVENUE,0,Thursday,June
989,4321332," June 18, 2020",16:00:00,MANHATTAN,10036,40.7615,-73.997826,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,pick-up truck,Bike,11 AVENUE,1,Thursday,June
990,4321196," June 18, 2020",17:00:00,QUEENS,11377,40.740772,-73.89867,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,66 STREET,0,Thursday,June
991,4321323," June 18, 2020",17:00:00,BRONX,10453,40.84631,-73.91947,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,station wagon/sport utility vehicle,Station Wagon/Sport Utility Vehicle,FEATHERBED LANE,0,Thursday,June
992,4321258," June 18, 2020",18:00:00,BROOKLYN,11216,40.679832,-73.95322,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,e-bike,E-Scooter,BEDFORD AVENUE,1,Thursday,June
993,4321246," June 18, 2020",19:00:00,BROOKLYN,11209,40.623463,-74.03107,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,86 STREET,1,Thursday,June
994,4322108," June 18, 2020",20:00:00,BROOKLYN,11239,40.63082,-73.88636,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,ROCKAWAY PARKWAY,0,Thursday,June
995,4322805," June 18, 2020",21:00:00,BROOKLYN,11212,40.665916,-73.92547,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,BUFFALO AVENUE,1,Thursday,June
996,4322583," June 18, 2020",22:00:00,BROOKLYN,11203,40.658295,-73.93109,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,bike,Station Wagon/Sport Utility Vehicle,UTICA AVENUE,0,Thursday,June
997,4321648," June 18, 2020",23:00:00,BROOKLYN,11226,40.648643,-73.96075,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,E-Bike,OCEAN AVENUE,0,Thursday,June
998,4322257," June 19, 2020",8:00:00,MANHATTAN,10002,40.72293,-73.98865,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,EAST HOUSTON STREET,1,Friday,June
999,4321411," June 19, 2020",11:00:00,QUEENS,11412,40.696922,-73.76419,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,bike,Station Wagon/Sport Utility Vehicle,NEWBURG STREET,0,Friday,June
1000,4321811," June 19, 2020",11:00:00,BROOKLYN,11207,40.67398,-73.899315,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,LIBERTY AVENUE,0,Friday,June
1001,4322730," June 19, 2020",12:00:00,BRONX,10455,40.82065,-73.917725,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,pick-up truck,Bike,COURTLANDT AVENUE,0,Friday,June
1002,4322273," June 19, 2020",14:00:00,QUEENS,11694,40.589134,-73.80098,1,0,0,0,1,0,0,0,Driver Inexperience,Following Too Closely,sedan,Bike,BEACH 73 STREET,0,Friday,June
1003,4321991," June 19, 2020",15:00:00,BRONX,10458,40.8552,-73.88688,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,E-Bike,EAST 187 STREET,0,Friday,June
1004,4321559," June 19, 2020",16:00:00,QUEENS,11354,40.764706,-73.811005,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,154 STREET,0,Friday,June
1005,4330952," June 19, 2020",17:00:00,BROOKLYN,11221,40.688698,-73.942085,2,0,0,0,2,0,0,0,Driver Inexperience,Driver Inattention/Distraction,bike,Station Wagon/Sport Utility Vehicle,THROOP AVENUE,0,Friday,June
1006,4323700," June 19, 2020",17:00:00,QUEENS,11385,40.69801,-73.887886,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,bike,Station Wagon/Sport Utility Vehicle,CYPRESS HILLS STREET,0,Friday,June
1007,4321992," June 19, 2020",18:00:00,BROOKLYN,11204,40.623367,-73.989494,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,60 STREET,1,Friday,June
1008,4322306," June 19, 2020",19:00:00,QUEENS,11372,40.75296,-73.873535,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,94 STREET,0,Friday,June
1009,4321537," June 19, 2020",19:00:00,MANHATTAN,10002,40.71918,-73.99029,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,DELANCEY STREET,1,Friday,June
1010,4321666," June 19, 2020",19:00:00,BROOKLYN,11206,40.70213,-73.94432,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BROADWAY,0,Friday,June
1011,4322098," June 19, 2020",21:00:00,MANHATTAN,10030,40.8165,-73.946556,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,sedan,Bike,WEST 135 STREET,0,Friday,June
1012,4321935," June 19, 2020",23:00:00,BROOKLYN,11205,40.692795,-73.95206,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,NOSTRAND AVENUE,0,Friday,June
1013,4322022," June 20, 2020",10:00:00,STATEN ISLAND,10305,40.590015,-74.09177,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,HENRY PLACE,0,Saturday,June
1014,4321898," June 20, 2020",11:00:00,BROOKLYN,11223,40.592323,-73.96074,1,0,0,0,1,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,station wagon/sport utility vehicle,Bike,CRAWFORD AVENUE,0,Saturday,June
1015,4328681," June 20, 2020",13:00:00,MANHATTAN,10027,40.81632,-73.95783,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,station wagon/sport utility vehicle,Bike,WEST 126 STREET,0,Saturday,June
1016,4321789," June 20, 2020",13:00:00,BROOKLYN,11203,40.651466,-73.93618,1,0,0,0,1,0,0,0,Unspecified,Unspecified,station wagon/sport utility vehicle,Bike,CHURCH AVENUE,0,Saturday,June
1017,4321677," June 20, 2020",15:00:00,MANHATTAN,10010,40.74277,-73.9866,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,Bike,MADISON AVENUE,1,Saturday,June
1018,4321552," June 20, 2020",18:00:00,BROOKLYN,11201,40.693783,-73.987206,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,JAY STREET,1,Saturday,June
1019,4323804," June 20, 2020",18:00:00,QUEENS,11378,40.72861,-73.88721,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,bike,Station Wagon/Sport Utility Vehicle,74 STREET,0,Saturday,June
1020,4321961," June 20, 2020",19:00:00,QUEENS,11368,40.74418,-73.851906,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,bike,Bike,111 STREET,0,Saturday,June
1021,4321715," June 20, 2020",21:00:00,MANHATTAN,10029,40.78917,-73.95275,2,0,0,0,2,0,0,0,Unsafe Speed,Unspecified,taxi,Bike,MADISON AVENUE,0,Saturday,June
1022,4321614," June 20, 2020",23:00:00,MANHATTAN,10002,40.718555,-73.988205,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,DELANCEY STREET,1,Saturday,June
1023,4322130," June 21, 2020",1:00:00,MANHATTAN,10033,40.847996,-73.9347,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,bus,Bike,SAINT NICHOLAS AVENUE,0,Sunday,June
1024,4322585," June 21, 2020",4:00:00,BROOKLYN,11213,40.666866,-73.92853,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,sedan,E-Scooter,ROCHESTER AVENUE,0,Sunday,June
1025,4321829," June 21, 2020",6:00:00,BROOKLYN,11208,40.67492,-73.87528,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,taxi,E-Bike,PITKIN AVENUE,0,Sunday,June
1026,4323250," June 21, 2020",9:00:00,STATEN ISLAND,10306,40.556534,-74.12813,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,BUFFALO STREET,0,Sunday,June
1027,4321963," June 21, 2020",10:00:00,QUEENS,11373,40.733536,-73.87035,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,station wagon/sport utility vehicle,Bike,WOODHAVEN BOULEVARD,0,Sunday,June
1028,4321998," June 21, 2020",11:00:00,BROOKLYN,11232,40.643707,-73.99744,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,9 AVENUE,1,Sunday,June
1029,4322256," June 21, 2020",12:00:00,MANHATTAN,10003,40.72919,-73.98724,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,2 AVENUE,1,Sunday,June
1030,4321733," June 21, 2020",16:00:00,BROOKLYN,11233,40.68721,-73.91805,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,pick-up truck,Bike,BROADWAY,1,Sunday,June
1031,4322575," June 21, 2020",16:00:00,BROOKLYN,11238,40.671627,-73.96263,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,station wagon/sport utility vehicle,Bike,WASHINGTON AVENUE,1,Sunday,June
1032,4322316," June 21, 2020",17:00:00,QUEENS,11372,40.755028,-73.872696,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,34 AVENUE,0,Sunday,June
1033,4321747," June 21, 2020",18:00:00,BROOKLYN,11205,40.693436,-73.97784,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,E-Scooter,SAINT EDWARDS STREET,1,Sunday,June
1034,4321877," June 21, 2020",19:00:00,QUEENS,11101,40.75518,-73.91768,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,34 AVENUE,0,Sunday,June
1035,4322334," June 21, 2020",21:00:00,QUEENS,11372,40.752472,-73.87818,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Unspecified,moped,Bike,89 STREET,0,Sunday,June
1036,4322445," June 21, 2020",21:00:00,BRONX,10470,40.895374,-73.86356,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,WEBSTER AVENUE,0,Sunday,June
1037,4323276," June 21, 2020",22:00:00,BROOKLYN,11212,40.65621,-73.914665,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,ROCKAWAY PARKWAY,0,Sunday,June
1038,4321878," June 22, 2020",1:00:00,QUEENS,11103,40.758224,-73.91741,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,sedan,Bike,BROADWAY,0,Monday,June
1039,4322135," June 22, 2020",10:00:00,BRONX,10458,40.866066,-73.89438,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,station wagon/sport utility vehicle,Bike,GRAND CONCOURSE,0,Monday,June
1040,4322680," June 22, 2020",15:00:00,BROOKLYN,11210,40.62646,-73.94973,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,AVENUE J,1,Monday,June
1041,4322548," June 22, 2020",15:00:00,BRONX,10458,40.855057,-73.88401,1,0,0,0,1,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,sedan,Bike,BEAUMONT AVENUE,0,Monday,June
1042,4322754," June 22, 2020",15:00:00,BRONX,10460,40.84059,-73.86637,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,THIERIOT AVENUE,0,Monday,June
1043,4322418," June 22, 2020",17:00:00,STATEN ISLAND,10305,40.59034,-74.06663,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,SAND LANE,1,Monday,June
1044,4322368," June 22, 2020",17:00:00,BRONX,10458,40.863647,-73.8918,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,sedan,Bike,EAST 193 STREET,0,Monday,June
1045,4322251," June 22, 2020",19:00:00,BROOKLYN,11204,40.609463,-73.97419,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,65 STREET,1,Monday,June
1046,4322817," June 22, 2020",22:00:00,BROOKLYN,11208,40.677773,-73.93587,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,ATLANTIC AVENUE,1,Monday,June
1047,4322657," June 22, 2020",23:00:00,BROOKLYN,11212,40.65794,-73.907745,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,Bike,ROCKAWAY AVENUE,1,Monday,June
1048,4322320," June 23, 2020",0:00:00,BRONX,10456,40.833286,-73.914085,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,station wagon/sport utility vehicle,Bike,MORRIS AVENUE,0,Tuesday,June
1049,4322627," June 23, 2020",9:00:00,BROOKLYN,11201,40.694813,-73.98327,1,0,0,0,1,0,0,0,Backing Unsafely,Passing Too Closely,sedan,Bike,JOHNSON STREET,1,Tuesday,June
1050,4322527," June 23, 2020",16:00:00,BRONX,10467,40.87367,-73.879234,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,BAINBRIDGE AVENUE,0,Tuesday,June
1051,4322816," June 23, 2020",16:00:00,BROOKLYN,11221,40.691555,-73.93677,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,box truck,Bike,LEWIS AVENUE,0,Tuesday,June
1052,4329070," June 23, 2020",17:00:00,BROOKLYN,11213,40.66955,-73.94497,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,station wagon/sport utility vehicle,Bike,EASTERN PARKWAY,0,Tuesday,June
1053,4324429," June 23, 2020",18:00:00,BRONX,10475,40.86879,-73.83168,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,BAYCHESTER AVENUE,0,Tuesday,June
1054,4325915," June 23, 2020",18:00:00,MANHATTAN,10002,40.717922,-73.9931,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,station wagon/sport utility vehicle,Bike,GRAND STREET,1,Tuesday,June
1055,4322571," June 23, 2020",20:00:00,BROOKLYN,11228,40.614666,-74.0133,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,sedan,Bike,13 AVENUE,1,Tuesday,June
1056,4322893," June 23, 2020",21:00:00,QUEENS,11354,40.762756,-73.82261,1,0,0,0,1,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,station wagon/sport utility vehicle,E-Scooter,38 AVENUE,0,Tuesday,June
1057,4322704," June 23, 2020",21:00:00,MANHATTAN,10040,40.863235,-73.92693,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,SHERMAN AVENUE,0,Tuesday,June
1058,4322799," June 23, 2020",22:00:00,BROOKLYN,11233,40.680504,-73.92857,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,REID AVENUE,1,Tuesday,June
1059,4322745," June 24, 2020",0:00:00,MANHATTAN,10022,40.757637,-73.96342,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,sedan,E-Scooter,1 AVENUE,0,Wednesday,June
1060,4324669," June 24, 2020",1:00:00,BROOKLYN,11212,40.663292,-73.92543,2,0,0,0,2,0,0,0,Unspecified,Unspecified,e-scooter,Bike,RUTLAND ROAD,0,Wednesday,June
1061,4323072," June 24, 2020",8:00:00,BROOKLYN,11220,40.63552,-74.0167,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,sedan,Bike,6 AVENUE,1,Wednesday,June
1062,4326313," June 24, 2020",9:00:00,BROOKLYN,11206,40.69987,-73.94043,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,sedan,Bike,BROADWAY,0,Wednesday,June
1063,4323120," June 24, 2020",10:00:00,BROOKLYN,11208,40.677296,-73.87682,1,0,0,0,1,0,0,0,Unspecified,Unspecified,sedan,Bike,LIBERTY AVENUE,1,Wednesday,June
1064,4322756," June 24, 2020",10:00:00,MANHATTAN,10030,40.815403,-73.93992,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,View Obstructed/Limited,taxi,E-Bike,LENOX AVENUE,0,Wednesday,June
1065,4322830," June 24, 2020",12:00:00,BROOKLYN,11209,40.62137,-74.03193,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,station wagon/sport utility vehicle,E-Scooter,3 AVENUE,1,Wednesday,June
1066,4322902," June 24, 2020",13:00:00,QUEENS,11354,40.75855,-73.82964,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,station wagon/sport utility vehicle,Bike,MAIN STREET,0,Wednesday,June
1067,4323037," June 24, 2020",15:00:00,MANHATTAN,10036,40.757935,-73.98557,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,sedan,Bike,7 AVENUE,1,Wednesday,June
1068,4322865," June 24, 2020",16:00:00,BROOKLYN,11206,40.70082,-73.957466,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,bike,Station Wagon/Sport Utility Vehicle,BEDFORD AVENUE,0,Wednesday,June
1069,4323014," June 24, 2020",17:00:00,QUEENS,11691,40.604954,-73.745865,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,station wagon/sport utility vehicle,Bike,BEACH 9 STREET,0,Wednesday,June
