,COLLISION_ID,index,DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,STREET,Unnamed: 0,TEMP,VISIBILITY,HUMIDITY,WIND_SPEED,WEATHER_MAIN,HOUR
0,4271563,13297,2020-01-02,13:00:00,MANHATTAN,10003,40.714165,-74.00632,"(40.714165, -74.00632)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,CHAMBERS STREET,37,33.94,10000.0,61,9.17,Clear,13
1,4268322,13344,2020-01-02,16:00:00,MANHATTAN,10012,40.725643,-73.99207,"(40.725643, -73.99207)",1.0,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Sedan,Bike,BOWERY,40,42.03,10000.0,54,9.17,Clear,16
2,4268207,13347,2020-01-02,17:00:00,BROOKLYN,11221,40.693874,-73.91777,"(40.693874, -73.91777)",1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,CENTRAL AVENUE,41,44.6,10000.0,48,12.75,Rain,17
3,4268408,13304,2020-01-03,08:00:00,BRONX,10456,40.820747,-73.906006,"(40.820747, -73.906006)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,E-Bike,Taxi,JACKSON AVENUE,56,46.78,10000.0,60,8.05,Rain,8
4,4269187,13349,2020-01-03,11:00:00,BROOKLYN,11205,40.691017,-73.954475,"(40.691017, -73.954475)",1.0,0,0,0,1,0,0,0,View Obstructed/Limited,Unsafe Speed,Sedan,E-Bike,DE KALB AVENUE,59,44.92,10000.0,74,8.05,Rain,11
5,4268760,13308,2020-01-03,13:00:00,BRONX,10456,40.831055,-73.905846,"(40.831055, -73.905846)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Van,Bike,3 AVENUE,61,44.37,10000.0,81,9.17,Rain,13
6,4269539,13255,2020-01-04,02:00:00,QUEENS,11412,40.709023,-73.757835,"(40.709023, -73.757835)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Bike,104 AVENUE,78,47.43,10000.0,81,5.82,Rain,2
7,4268883,13288,2020-01-05,09:00:00,MANHATTAN,10003,40.732845,-73.995926,"(40.732845, -73.995926)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Taxi,Bike,EAST 9 STREET,120,39.42,10000.0,57,28.86,Clouds,9
8,4269012,13325,2020-01-05,14:00:00,BROOKLYN,11236,40.64906,-73.91326,"(40.64906, -73.91326)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,EAST 92 STREET,125,39.02,10000.0,53,34.45,Clouds,14
9,4273384,13268,2020-01-06,19:00:00,BROOKLYN,11201,40.68481,-73.99177,"(40.68481, -73.99177)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,SMITH STREET,158,43.83,10000.0,53,19.69,Clouds,19
10,4269642,13284,2020-01-06,19:00:00,MANHATTAN,10016,40.748302,-73.97835,"(40.748302, -73.97835)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Taxi,E-Bike,EAST 37 STREET,158,43.83,10000.0,53,19.69,Clouds,19
11,4269922,13332,2020-01-07,09:00:00,BRONX,10455,40.82017,-73.91591,"(40.82017, -73.91591)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Sedan,MELROSE AVENUE,172,38.98,10000.0,49,13.0,Clear,9
12,4270047,13346,2020-01-07,11:00:00,BRONX,10451,40.820515,-73.930695,"(40.820515, -73.930695)",1.0,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Pick-up Truck,E-Bike,EXTERIOR STREET,174,38.59,10000.0,50,11.99,Clear,11
13,4271589,13271,2020-01-07,14:00:00,BROOKLYN,11217,40.682644,-73.97175,"(40.682644, -73.97175)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,CUMBERLAND STREET,177,38.16,10000.0,48,10.0,Clear,14
14,4270440,13312,2020-01-07,14:00:00,MANHATTAN,10022,40.755756,-73.96479,"(40.755756, -73.96479)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,EAST 53 STREET,177,38.16,10000.0,48,10.0,Clear,14
15,4270154,13302,2020-01-07,16:00:00,BRONX,10455,40.813084,-73.90419,"(40.813084, -73.90419)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,Sedan,E-Scooter,PROSPECT AVENUE,179,42.17,10000.0,47,4.7,Clear,16
16,4286844,13322,2020-01-07,17:00:00,QUEENS,11378,40.722332,-73.91344,"(40.722332, -73.91344)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,57 PLACE,180,42.6,10000.0,44,5.82,Clear,17
17,4270187,13313,2020-01-07,22:00:00,QUEENS,11419,40.685566,-73.83343,"(40.685566, -73.83343)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Bike,103 AVENUE,185,41.83,10000.0,55,10.29,Clouds,22
18,4270769,13265,2020-01-08,07:00:00,BROOKLYN,11218,40.636414,-73.979294,"(40.636414, -73.979294)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,DAHILL ROAD,195,35.2,10000.0,74,13.87,Clear,7
19,4272704,13360,2020-01-08,13:00:00,QUEENS,11373,40.741734,-73.881874,"(40.741734, -73.881874)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Pick-up Truck,E-Bike,45 AVENUE,201,33.44,10000.0,74,17.22,Clear,13
20,4382766,13351,2020-01-08,16:00:00,MANHATTAN,10011,40.73736,-73.99685,"(40.73736, -73.99685)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Scooter,WEST 14 STREET,204,38.8,10000.0,62,23.04,Clouds,16
21,4271924,13259,2020-01-08,17:00:00,BRONX,10458,40.856743,-73.89527,"(40.856743, -73.89527)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter,WEBSTER AVENUE,205,41.18,10000.0,53,26.4,Clouds,17
22,4270742,13273,2020-01-08,17:00:00,BROOKLYN,11230,40.61265,-73.96187,"(40.61265, -73.96187)",1.0,0,0,0,1,0,0,0,Turning Improperly,Unspecified,E-Scooter,Sedan,EAST 12 STREET,205,41.18,10000.0,53,26.4,Clouds,17
23,4271164,13343,2020-01-09,06:00:00,BRONX,10451,40.823383,-73.91834,"(40.823383, -73.91834)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,PARK AVENUE,218,28.35,10000.0,47,29.97,Clouds,6
24,4271019,13269,2020-01-09,12:00:00,BRONX,10455,40.818157,-73.90625,"(40.818157, -73.90625)",1.0,0,0,0,1,0,0,0,Other Vehicular,Unspecified,Sedan,Bike,FOREST AVENUE,224,24.91,10000.0,55,19.69,Clear,12
25,4271100,13241,2020-01-09,13:00:00,MANHATTAN,10012,40.723022,-73.99882,"(40.723022, -73.99882)",1.0,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,Box Truck,Station Wagon/Sport Utility Vehicle,BROADWAY,225,24.93,10000.0,54,16.11,Clear,13
26,4272735,13242,2020-01-09,17:00:00,BROOKLYN,11201,40.68481,-73.99177,"(40.68481, -73.99177)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,SMITH STREET,229,29.97,10000.0,38,9.17,Clear,17
27,4271080,13262,2020-01-09,18:00:00,MANHATTAN,10027,40.810276,-73.94738,"(40.810276, -73.94738)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Bike,Sedan,7 AVENUE,230,31.89,10000.0,35,8.05,Clear,18
28,4273133,13245,2020-01-09,19:00:00,MANHATTAN,10034,40.867012,-73.92312,"(40.867012, -73.92312)",1.0,0,0,0,1,0,0,0,Turning Improperly,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,Bike,BROADWAY,231,33.21,10000.0,33,4.7,Clear,19
29,4271465,13358,2020-01-09,23:00:00,BROOKLYN,11237,40.697716,-73.967735,"(40.697716, -73.967735)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Tractor Truck Diesel,Bike,FLUSHING AVENUE,235,33.28,10000.0,38,6.93,Clear,23
30,4283313,13311,2020-01-10,05:00:00,MANHATTAN,10017,40.75603,-73.979034,"(40.75603, -73.979034)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Bike,EAST 46 STREET,241,33.4,10000.0,58,10.29,Clear,5
31,4271293,13363,2020-01-10,08:00:00,BROOKLYN,11201,40.69456,-73.99067,"(40.69456, -73.99067)",1.0,0,0,0,1,0,0,0,Passing Too Closely,Following Too Closely,Bike,Sedan,PIERREPONT STREET,244,35.11,10000.0,66,9.17,Clear,8
32,4272313,13334,2020-01-10,10:00:00,BROOKLYN,11205,40.698463,-73.960205,"(40.698463, -73.960205)",1.0,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Bike,FLUSHING AVENUE,246,35.65,10000.0,69,9.17,Clear,10
33,4272017,13295,2020-01-10,15:00:00,QUEENS,11372,40.749157,-73.86943,"(40.749157, -73.86943)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Sedan,Bike,JUNCTION BOULEVARD,251,40.91,10000.0,69,14.0,Clouds,15
34,4274510,13328,2020-01-10,15:00:00,QUEENS,11385,40.703873,-73.91256,"(40.703873, -73.91256)",1.0,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,CYPRESS AVENUE,251,40.91,10000.0,69,14.0,Clouds,15
35,4271950,13355,2020-01-10,17:00:00,QUEENS,11378,40.716793,-73.92155,"(40.716793, -73.92155)",1.0,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,GRAND AVENUE,253,42.58,10000.0,65,11.41,Clouds,17
36,4271536,13258,2020-01-10,17:00:00,MANHATTAN,10031,40.817593,-73.95319,"(40.817593, -73.95319)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,E-Scooter,WEST 133 STREET,253,42.58,10000.0,65,11.41,Clouds,17
37,4271872,13278,2020-01-10,20:00:00,QUEENS,11372,40.74783,-73.88208,"(40.74783, -73.88208)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Bike,84 STREET,256,52.66,10000.0,62,16.11,Clouds,20
38,4272477,13336,2020-01-10,23:00:00,QUEENS,11418,40.694416,-73.83599,"(40.694416, -73.83599)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,111 STREET,259,52.16,10000.0,66,11.41,Clouds,23
39,4271833,13323,2020-01-11,04:00:00,STATEN ISLAND,10302,40.629257,-74.13761,"(40.629257, -74.13761)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,HEBERTON AVENUE,264,50.77,10000.0,67,13.0,Clouds,4
40,4272443,13340,2020-01-11,10:00:00,BROOKLYN,11221,40.697998,-73.92606,"(40.697998, -73.92606)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,MYRTLE AVENUE,270,54.55,10000.0,73,13.0,Clouds,10
41,4272103,13319,2020-01-11,13:00:00,BROOKLYN,11215,40.661907,-73.99284,"(40.661907, -73.99284)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,5 AVENUE,273,56.21,10000.0,77,11.41,Clouds,13
42,4272076,13291,2020-01-11,17:00:00,BROOKLYN,11212,40.66077,-73.91975,"(40.66077, -73.91975)",1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,ROCKAWAY PARKWAY,277,63.34,10000.0,62,27.74,Clouds,17
43,4271951,13243,2020-01-11,18:00:00,QUEENS,11372,40.755028,-73.872696,"(40.755028, -73.872696)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,34 AVENUE,278,64.22,10000.0,60,28.86,Clear,18
44,4276442,13329,2020-01-11,19:00:00,QUEENS,11435,40.695335,-73.80121,"(40.695335, -73.80121)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,Bike,SOUTH ROAD,279,65.23,10000.0,58,24.16,Clouds,19
45,4272610,13299,2020-01-11,21:00:00,QUEENS,11433,40.703556,-73.78805,"(40.703556, -73.78805)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Bike,Sedan,170 STREET,281,60.64,10000.0,65,16.11,Clouds,21
46,4273496,13279,2020-01-12,11:00:00,BROOKLYN,11219,40.6406,-73.99434,"(40.6406, -73.99434)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,FORT HAMILTON PARKWAY,296,62.19,10000.0,85,28.86,Rain,11
47,4272049,13256,2020-01-12,14:00:00,QUEENS,11363,40.76229,-73.75711,"(40.76229, -73.75711)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,NORTHERN BOULEVARD,299,64.67,10000.0,59,34.45,Rain,14
48,4273509,13310,2020-01-12,20:00:00,BROOKLYN,11232,40.647068,-73.993935,"(40.647068, -73.993935)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike,9 AVENUE,305,65.3,10000.0,36,25.28,Clear,20
49,4276639,13300,2020-01-13,05:00:00,QUEENS,11101,40.73555,-73.934784,"(40.73555, -73.934784)",1.0,0,0,0,1,0,0,0,Other Lighting Defects,Driver Inattention/Distraction,Bike,Pick-up Truck,GREENPOINT AVENUE,314,46.38,10000.0,56,14.99,Clear,5
50,4272920,13350,2020-01-13,16:00:00,BROOKLYN,11215,40.66822,-73.97383,"(40.66822, -73.97383)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Sedan,Bike,PROSPECT PARK WEST,325,43.32,10000.0,73,9.17,Clouds,16
51,4272907,13289,2020-01-13,16:00:00,BROOKLYN,11221,40.69579,-73.93313,"(40.69579, -73.93313)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,Bike,Sedan,BROADWAY,325,43.32,10000.0,73,9.17,Clouds,16
52,4277714,13366,2020-01-13,17:00:00,QUEENS,11354,40.77001,-73.811264,"(40.77001, -73.811264)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,32 AVENUE,326,44.02,10000.0,74,8.05,Clouds,17
53,4273052,13303,2020-01-13,17:00:00,BRONX,10452,40.839603,-73.918144,"(40.839603, -73.918144)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,Sedan,E-Scooter,JEROME AVENUE,326,44.02,10000.0,74,8.05,Clouds,17
54,4273276,13306,2020-01-13,19:00:00,QUEENS,11103,40.767353,-73.9177,"(40.767353, -73.9177)",1.0,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,E-Scooter,Sedan,28 AVENUE,328,45.18,10000.0,76,9.17,Haze,19
55,4272889,13296,2020-01-13,22:00:00,MANHATTAN,10128,40.783245,-73.94473,"(40.783245, -73.94473)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Taxi,Bike,1 AVENUE,331,45.14,10000.0,76,8.05,Mist,22
56,4273321,13248,2020-01-14,08:00:00,BROOKLYN,11229,40.613052,-73.94913,"(40.613052, -73.94913)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Taxi,KINGS HIGHWAY,341,42.01,10000.0,86,6.93,Clear,8
57,4273540,13244,2020-01-14,11:00:00,BROOKLYN,11221,40.696003,-73.9299,"(40.696003, -73.9299)",1.0,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,Sedan,Bike,BUSHWICK AVENUE,344,40.48,9656.0,87,9.17,Mist,11
58,4273330,13292,2020-01-14,13:00:00,BROOKLYN,11222,40.724873,-73.953445,"(40.724873, -73.953445)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,E-Bike,NORMAN AVENUE,346,40.55,9656.0,86,8.05,Mist,13
59,4277906,13294,2020-01-14,13:00:00,QUEENS,11368,40.746387,-73.85991,"(40.746387, -73.85991)",1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,104 STREET,346,40.55,9656.0,86,8.05,Mist,13
60,4273449,13282,2020-01-14,14:00:00,MANHATTAN,10012,40.724136,-73.992615,"(40.724136, -73.992615)",1.0,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,Van,Bike,BOWERY,347,41.43,10000.0,83,5.99,Mist,14
61,4273940,13247,2020-01-14,18:00:00,BROOKLYN,11226,40.65217,-73.96141,"(40.65217, -73.96141)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,OCEAN AVENUE,351,44.6,10000.0,67,8.05,Rain,18
62,4274113,13324,2020-01-14,22:00:00,BRONX,10472,40.8252,-73.867714,"(40.8252, -73.867714)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,ROSEDALE AVENUE,355,42.53,10000.0,82,10.29,Haze,22
63,4279802,13368,2020-01-15,06:00:00,QUEENS,11373,40.739113,-73.88975,"(40.739113, -73.88975)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bike,QUEENS BOULEVARD,366,43.38,3219.0,90,7.0,Mist,6
64,4277045,13359,2020-01-15,07:00:00,BROOKLYN,11201,40.69192,-73.97896,"(40.69192, -73.97896)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,ASHLAND PLACE,367,43.7,4828.0,93,9.17,Mist,7
65,4273547,13318,2020-01-15,10:00:00,BROOKLYN,11209,40.62214,-74.02567,"(40.62214, -74.02567)",1.0,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,E-Scooter,85 STREET,370,42.76,10000.0,91,10.29,Clouds,10
66,4274014,13283,2020-01-15,11:00:00,MANHATTAN,10032,40.844677,-73.93886,"(40.844677, -73.93886)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,BROADWAY,371,42.76,10000.0,88,16.11,Clouds,11
67,4273925,13339,2020-01-15,11:00:00,QUEENS,11373,40.748367,-73.87693,"(40.748367, -73.87693)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Sedan,Bike,CASE STREET,371,42.76,10000.0,88,16.11,Clouds,11
68,4274062,13331,2020-01-15,16:00:00,BRONX,10460,40.84183,-73.88389,"(40.84183, -73.88389)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Sedan,EAST TREMONT AVENUE,376,47.93,10000.0,55,14.99,Clear,16
69,4273756,13327,2020-01-15,18:00:00,QUEENS,11101,40.748924,-73.937386,"(40.748924, -73.937386)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Pick-up Truck,Bike,QUEENS BOULEVARD,378,50.43,10000.0,49,12.75,Clear,18
70,4273761,13315,2020-01-15,18:00:00,BROOKLYN,11213,40.672077,-73.941956,"(40.672077, -73.941956)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,STERLING PLACE,378,50.43,10000.0,49,12.75,Clear,18
71,4273765,13356,2020-01-15,19:00:00,QUEENS,11104,40.742508,-73.91788,"(40.742508, -73.91788)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,GREENPOINT AVENUE,379,51.3,10000.0,47,11.41,Clear,19
72,4273801,13252,2020-01-15,19:00:00,MANHATTAN,10016,40.744778,-73.97589,"(40.744778, -73.97589)",1.0,0,0,0,1,0,0,0,Unsafe Lane Changing,Other Lighting Defects,Taxi,E-Bike,2 AVENUE,379,51.3,10000.0,47,11.41,Clear,19
73,4273879,13362,2020-01-15,20:00:00,MANHATTAN,10012,40.72545,-73.99305,"(40.72545, -73.99305)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,E-Bike,BLEECKER STREET,380,51.78,10000.0,46,10.29,Clear,20
74,4273915,13250,2020-01-15,21:00:00,QUEENS,11414,40.65736,-73.84046,"(40.65736, -73.84046)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,160 AVENUE,381,50.86,10000.0,48,12.75,Clear,21
75,4274753,13353,2020-01-16,01:00:00,BROOKLYN,11208,40.677624,-73.93308,"(40.677624, -73.93308)",1.0,0,0,0,1,0,0,0,Pavement Slippery,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,E-Scooter,ATLANTIC AVENUE,385,46.4,10000.0,58,6.93,Clear,1
76,4274766,13177,2020-01-16,14:00:00,BRONX,10462,40.84062,-73.85409,"(40.84062, -73.85409)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bike,METROPOLITAN AVENUE,401,48.27,9656.0,83,33.33,Rain,14
77,4274355,13276,2020-01-16,17:00:00,QUEENS,11375,40.72703,-73.85392,"(40.72703, -73.85392)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,67 AVENUE,404,48.85,10000.0,43,32.21,Rain,17
78,4277878,13254,2020-01-16,17:00:00,BRONX,10457,40.845238,-73.900894,"(40.845238, -73.900894)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Bike,PARK AVENUE,404,48.85,10000.0,43,32.21,Rain,17
79,4274922,13285,2020-01-16,18:00:00,MANHATTAN,10016,40.74954,-73.97744,"(40.74954, -73.97744)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Bike,LEXINGTON AVENUE,405,46.85,10000.0,46,39.15,Rain,18
80,4274513,13316,2020-01-16,19:00:00,MANHATTAN,10032,40.832764,-73.94583,"(40.832764, -73.94583)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,BROADWAY,406,43.65,10000.0,60,31.09,Rain,19
81,4274816,13281,2020-01-16,19:00:00,BROOKLYN,11228,40.6067,-74.010826,"(40.6067, -74.010826)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,BATH AVENUE,406,43.65,10000.0,60,31.09,Rain,19
82,4274376,13337,2020-01-16,21:00:00,QUEENS,11377,40.756298,-73.89893,"(40.756298, -73.89893)",1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,32 AVENUE,408,43.12,10000.0,54,29.97,Rain,21
83,4274426,13330,2020-01-16,22:00:00,QUEENS,11354,40.761547,-73.83113,"(40.761547, -73.83113)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,MAIN STREET,409,41.02,10000.0,54,26.4,Rain,22
84,4276916,13217,2020-01-17,13:00:00,BROOKLYN,11210,40.638603,-73.94827,"(40.638603, -73.94827)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Sedan,Bike,NOSTRAND AVENUE,425,22.82,10000.0,50,24.16,Clear,13
85,4276406,13188,2020-01-17,13:00:00,QUEENS,11432,40.704304,-73.80315,"(40.704304, -73.80315)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Sedan,Bike,153 STREET,425,22.82,10000.0,50,24.16,Clear,13
86,4275979,13194,2020-01-17,13:00:00,MANHATTAN,10022,40.76155,-73.96659,"(40.76155, -73.96659)",1.0,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,View Obstructed/Limited,Bike,Beverage Truck,EAST 59 STREET,425,22.82,10000.0,50,24.16,Clear,13
87,4275869,13120,2020-01-17,15:00:00,QUEENS,11355,40.75662,-73.81718,"(40.75662, -73.81718)",1.0,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Sedan,Bike,PARSONS BOULEVARD,427,24.62,10000.0,44,25.28,Clear,15
88,4275361,13190,2020-01-17,16:00:00,QUEENS,11378,40.716793,-73.92155,"(40.716793, -73.92155)",1.0,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,GRAND AVENUE,428,26.17,10000.0,38,24.16,Clear,16
89,4278341,13117,2020-01-17,19:00:00,BRONX,10452,40.844063,-73.921,"(40.844063, -73.921)",1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,WEST 172 STREET,431,29.1,10000.0,28,16.11,Clear,19
90,4275307,13206,2020-01-17,21:00:00,QUEENS,11105,40.775368,-73.90962,"(40.775368, -73.90962)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,DITMARS BOULEVARD,433,29.03,10000.0,27,14.99,Clear,21
91,4276160,13022,2020-01-18,12:00:00,BRONX,10458,40.86226,-73.89589,"(40.86226, -73.89589)",1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Bike,Sedan,EAST FORDHAM ROAD,448,21.76,10000.0,46,6.93,Clear,12
92,4275212,13082,2020-01-18,18:00:00,MANHATTAN,10003,40.732643,-73.98157,"(40.732643, -73.98157)",1.0,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,EAST 16 STREET,454,25.14,402.0,73,19.69,Snow,18
93,4276287,13076,2020-01-18,20:00:00,MANHATTAN,10005,40.70638,-74.009514,"(40.70638, -74.009514)",1.0,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,Taxi,Bike,WILLIAM STREET,458,27.59,10000.0,83,5.82,Snow,20
94,4276633,13012,2020-01-19,00:00:00,QUEENS,11377,40.74573,-73.90212,"(40.74573, -73.90212)",1.0,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,ROOSEVELT AVENUE,464,34.32,8047.0,88,17.22,Rain,0
