,LATITUDE,LONGITUDE,ZIP CODE
1027,40.74622,-73.94553,
1030,40.820293,-73.94378,
1032,40.607258,-73.96727,
1036,40.682537,-73.95002,
1037,40.76464,-73.916595,
1038,40.579197,-73.98195,
1050,40.729824,-74.010605,
1054,40.63043,-73.88593,
1061,40.869846,-73.915886,
1068,40.823566,-73.93768,
1071,40.776833,-73.911705,
1072,40.799976,-73.958626,
1074,40.814102,-73.940865,
1081,40.78832,-73.941025,
1084,40.684006,-74.001656,
1087,40.771103,-73.96383,
1091,40.802444,-73.938835,
1093,40.56494,-74.15512,
1097,40.688904,-73.980934,
1101,40.686497,-73.94164,
1105,40.60455,-73.9691,
1107,40.837303,-73.90785,
1124,40.86795,-73.92701,
1126,40.716015,-74.00883,
1128,40.67556,-73.96334,
1130,40.691544,-73.9685,
1131,40.67342,-73.95017,
1139,40.734314,-73.93803,
1144,40.708805,-73.92577,
1145,40.692547,-73.990974,
1146,40.795456,-73.96564,
1151,40.785973,-73.96886,
1161,40.81467,-73.93622,
1166,40.6992,-73.92309,
1169,40.753677,-73.914474,
1170,40.67164,-73.95034,
1175,40.826275,-73.85971,
1179,40.67712,-73.900475,
1180,40.72225,-74.00592,
1181,40.79485,-73.962364,
1185,40.586765,-74.14617,
1186,40.85664,-73.86663,
1191,40.81133,-73.96403,
1193,40.66223,-73.93997,
1194,40.69979,-73.950096,
1197,40.672966,-73.941864,
1201,40.68438,-73.94702,
1206,40.820965,-73.939575,
1207,40.64507,-73.95803,
1208,40.659336,-73.92726,
1223,40.733612,-73.999565,
1228,40.801857,-73.957245,
1229,40.745907,-73.86964,
1230,40.626377,-73.910805,
1231,40.744915,-73.903694,
1233,40.747917,-73.9736,
1235,40.79599,-73.96896,
1238,40.748955,-73.87136,
1240,40.801754,-73.93121,
1241,40.825424,-73.923485,
1244,40.73305,-74.00642,
1246,40.822834,-73.941925,
1250,40.785732,-73.97645,
1251,40.79485,-73.962364,
1261,40.744064,-73.987755,
1269,40.672314,-73.893036,
1278,40.728195,-73.984886,
1279,40.576393,-73.9869,
1281,40.788685,-73.94386,
1294,40.75167,-73.94188,
1299,40.66434,-73.93155,
1313,40.63024,-74.139915,
1320,40.69986,-73.92829,
1323,40.70028,-73.941154,
1329,40.648464,-74.00683,
1330,40.68821,-73.96583,
1336,40.828278,-73.907036,
1350,40.82267,-73.92007,
1352,40.576885,-74.00323,
1353,40.822018,-73.95368,
1359,40.578938,-73.98522,
1360,40.790894,-73.945175,
1367,40.659355,-73.9992,
1368,0.0,0.0,
1369,40.72486,-73.98441,
1370,40.79286,-73.96754,
1374,40.874638,-73.909744,
1380,40.75286,-73.87446,
1391,40.75597,-73.91262,
1396,40.701958,-73.9239,
1402,40.67277,-73.9628,
1403,40.873947,-73.88341,
1404,40.843906,-73.92413,
1412,40.670277,-73.92542,
1414,40.747543,-73.97079,
1417,40.61384,-73.981445,
1422,40.677975,-73.91913,
1427,40.77929,-73.98114,
1431,40.768616,-73.92508,
1433,40.742096,-73.86748,
1438,40.67672,-73.94708,
1439,40.636574,-74.019196,
1446,40.752975,-73.91024,
1453,40.75991,-73.95882,
1456,40.703854,-73.95128,
1457,40.698387,-73.774895,
1458,40.8165,-73.946556,
1461,40.717834,-73.95773,
1468,40.659718,-73.94534,
1475,40.8133,-73.930405,
1476,40.597095,-74.18205,
1482,40.75595,-73.99074,
1483,40.686745,-73.96553,
1484,40.83516,-73.94561,
1490,40.688553,-73.962845,
1494,40.66278,-73.88086,
1496,40.75887,-73.82064,
1501,40.795956,-73.97083,
1502,40.835724,-73.92129,
1503,40.660824,-73.95065,
1505,40.843105,-73.91044,
1514,40.82579,-73.941055,
1515,40.58848,-73.991875,
1517,40.57944,-73.979614,
1518,40.667942,-73.99074,
1520,40.722977,-74.005066,
1526,40.684395,-73.97835,
1533,40.699192,-73.95519,
1536,40.76889,-73.9821,
1543,40.691456,-73.98735,
1549,40.698036,-73.962845,
1557,40.71717,-73.834946,
1568,40.74088,-73.990074,
1570,40.724136,-73.992615,
1576,40.693436,-73.97784,
1577,40.821636,-73.93909,
1584,40.887592,-73.8572,
1588,40.814774,-73.94038,
1593,40.68871,-73.95499,
1595,40.747242,-73.88766,
1602,40.69816,-73.92528,
1606,40.575935,-74.00543,
1608,40.852642,-73.908424,
1610,40.787064,-73.94194,
1617,40.70718,-73.92107,
1622,40.58196,-73.959946,
1624,40.696983,-73.935234,
1626,40.75348,-73.980896,
1629,40.71074,-73.94548,
1636,40.70284,-73.90529,
1639,40.580658,-73.985664,
1640,40.69939,-73.91938,
1644,40.66803,-73.87285,
1650,40.60676,-73.96373,
1655,40.69296,-73.93106,
1658,40.69302,-73.93706,
1664,40.81269,-73.95313,
1671,40.710907,-73.95165,
1676,40.77918,-73.9508,
1678,40.676598,-73.93039,
1680,40.695705,-73.94637,
1682,40.730885,-73.9479,
1692,40.676598,-73.93039,
1695,40.689274,-73.99913,
1698,40.68718,-73.79914,
1706,40.68668,-73.97937,
1708,40.804585,-73.91213,
1710,40.73384,-74.00121,
1711,40.73398,-73.99095,
1715,40.86177,-73.89868,
1718,40.754707,-73.99164,
1727,40.695255,-73.75554,
1728,40.753933,-73.86122,
1731,40.862755,-73.901085,
1738,40.60063,-73.9831,
1741,40.73992,-73.81513,
1745,40.700726,-73.94194,
1760,40.677414,-73.93033,
1768,40.747295,-73.97405,
1771,40.701355,-73.88794,
1778,40.606247,-73.97645,
1781,40.823647,-73.943855,
1785,40.811264,-73.95782,
1791,40.82451,-73.95186,
1794,40.71406,-73.95292,
1798,40.65104,-74.0111,
1799,40.694637,-73.949066,
1805,40.718647,-73.83771,
1807,40.748466,-73.99247,
1808,40.760525,-73.97998,
1814,40.818504,-73.91448,
1815,40.825756,-73.95094,
1819,40.613186,-73.9749,
1829,40.751545,-73.87085,
1830,40.698406,-73.80647,
1847,40.738796,-73.97716,
1851,40.69603,-73.943535,
1853,40.663517,-73.957214,
1855,40.684902,-73.92946,
1859,40.689144,-73.99071,
1861,40.677483,-73.93033,
1873,40.729553,-73.91188,
1874,40.680088,-73.94398,
1875,40.615005,-73.980225,
1883,40.743397,-73.9384,
1885,40.6212541,-74.0028565,
1887,40.85482,-73.9112,
1889,40.821117,-73.957466,
1893,40.639256,-73.968796,
1895,40.761406,-73.80385,
1896,40.763485,-73.98895,
1897,40.80256,-73.943,
1898,40.817173,-73.94606,
1899,40.776237,-73.95587,
1901,40.641747,-74.013824,
1905,40.81207,-73.93603,
1906,40.776722,-73.979294,
1908,40.75484,-73.98412,
1912,40.678722,-73.952995,
1914,40.749706,-73.99157,
1919,40.790253,-73.94564,
1921,40.76552,-73.98004,
1922,40.801754,-73.93121,
1924,40.69968,-73.79864,
1930,40.71346,-73.91522,
1935,40.72225,-74.00592,
1940,40.783974,-73.97031,
1943,40.841274,-73.91762,
1950,40.699013,-73.79573,
1961,40.710262,-73.95802,
1963,40.830242,-73.9497,
1968,40.773335,-73.95506,
1969,40.683582,-73.953964,
1989,40.804066,-73.93117,
1991,40.865364,-73.92439,
1993,40.720074,-73.988365,
1994,40.655037,-73.935585,
1995,40.681137,-73.95567,
1999,40.684082,-73.90864,
2000,40.73378,-73.98065,
2005,40.849285,-73.93894,
2006,40.68902,-73.98617,
2013,40.65117,-73.9419,
2021,40.655037,-73.935585,
2026,40.813374,-73.956276,
2028,40.82942,-73.91226,
2029,40.755928,-73.91928,
2032,40.655457,-73.92883,
2033,40.69149,-73.92557,
2035,40.69223,-73.76027,
2037,40.801754,-73.93121,
2039,40.760773,-73.984474,
2041,40.68341,-73.87304,
2045,40.679276,-73.92906,
2054,40.84206,-73.823425,
2059,40.826427,-73.950455,
2061,40.815304,-73.94371,
2072,40.70636,-73.95192,
2075,40.69821,-73.92406,
2076,40.81339,-73.95627,
2077,40.84771,-73.93798,
2079,40.810207,-73.93951,
2085,40.827206,-73.94246,
2086,40.719395,-74.00189,
2094,40.63778,-74.01794,
2097,40.692356,-73.94282,
2098,40.751835,-73.82427,
2103,40.68045,-73.87586,
2105,40.835297,-73.91291,
2106,40.694115,-73.79214,
2110,40.680733,-73.97451,
2111,40.70281,-73.9254,
2115,40.82077,-73.95459,
2121,40.8792169,-73.8852769,
2126,40.683933,-73.91228,
2133,40.826427,-73.950455,
2142,40.74565,-73.92485,
2147,40.57754,-73.99789,
2158,40.67066,-73.904205,
2159,40.670734,-73.93373,
2160,40.686905,-73.94463,
2167,40.801754,-73.93121,
2173,40.806477,-73.908455,
2176,40.64647,-74.01258,
2180,40.684814,-73.98353,
2181,40.852818,-73.90476,
2182,40.69603,-73.943535,
2183,40.72543,-73.99678,
2186,40.682846,-73.95382,
2187,40.797367,-73.96053,
2188,40.69099,-73.98932,
2201,40.74712,-73.94239,
2203,40.6104,-73.9586,
2214,40.684082,-73.90864,
2216,40.695114,-73.93194,
2218,40.58646,-73.81544,
2221,40.77041,-73.87558,
2222,40.76027,-73.80401,
2226,40.812725,-73.94931,
2230,40.849144,-73.93548,
2235,40.765545,-73.95471,
2236,40.683304,-73.917274,
2243,40.579826,-73.97622,
2246,40.703587,-73.944336,
2248,40.82814,-73.8953,
2250,40.6803904,-73.949557,
2254,40.84915,-73.917336,
2265,40.71679,-73.94982,
2268,40.864403,-73.923775,
2272,40.808804,-73.95589,
2273,40.811367,-73.95402,
2278,40.759884,-73.9368,
2282,40.741028,-73.99417,
2288,40.669857,-73.95051,
2295,40.640553,-74.0043,
2298,40.68771,-73.845345,
2299,40.677917,-73.93861,
2309,40.681126,-73.96446,
2312,40.65735,-73.97405,
2316,40.633152,-74.01639,
2318,40.68796,-73.94194,
2321,40.63552,-74.0167,
2324,40.69979,-73.950096,
2325,40.853813,-73.90734,
2332,40.814102,-73.940865,
2341,40.709206,-73.99607,
2343,40.707783,-73.932076,
2349,40.587303,-73.96036,
2354,40.599247,-74.00146,
2358,40.612564,-73.98998,
2365,40.67989,-73.94034,
2374,40.68218,-73.94659,
2382,40.788986,-73.97407,
2384,40.822308,-73.93859,
2389,40.596745,-73.985275,
2393,40.74641,-73.95032,
2401,40.75167,-73.94188,
2403,40.820435,-73.93623,
2409,40.748466,-73.87352,
2412,40.63073,-74.01734,
2413,40.76531,-73.99134,
2415,40.605495,-73.98307,
2428,40.691765,-73.99992,
2431,40.69149,-73.92557,
2433,40.70281,-73.9254,
2437,40.743267,-73.874664,
2440,40.703545,-73.92234,
2442,40.825897,-73.93936,
2443,40.75388,-73.96616,
2448,40.689728,-73.99017,
2450,40.746918,-73.97124,
2453,40.79157,-73.94469,
2454,40.782055,-73.95373,
2461,40.6481,-73.91474,
2466,0.0,0.0,
2471,40.7606,-73.964325,
2473,40.71337,-73.934814,
2481,40.68039,-73.94956,
2483,40.678722,-73.952995,
2488,40.68029,-73.94774,
2493,40.69613,-73.987114,
2494,40.807087,-73.94178,
2495,40.745113,-73.98067,
2496,40.73032,-74.00469,
2497,40.748466,-73.99247,
2499,40.678455,-73.949684,
2500,40.75005,-73.80634,
2503,40.811478,-73.950226,
2506,40.605618,-73.75666,
2512,40.6796,-73.80349,
2513,40.684937,-73.91014,
2523,40.815205,-73.947495,
2528,40.733303,-73.99333,
2538,40.598553,-73.997345,
2539,40.69133,-73.95177,
2540,40.717922,-73.9931,
2544,40.573013,-73.993835,
2548,40.698696,-73.93477,
2553,40.825954,-73.94337,
2556,40.735844,-74.00597,
2561,40.60827,-73.94232,
2562,40.731873,-74.00879,
2570,0.0,0.0,
2571,40.820095,-73.955086,
2585,40.820095,-73.955086,
2589,40.795525,-73.97594,
2592,40.73833,-73.8499,
2593,40.636826,-74.011765,
2599,40.684624,-73.93838,
2603,40.735752,-73.88052,
2606,40.67035,-73.89743,
2608,40.696785,-73.95659,
2623,40.756138,-73.98318,
2627,40.58604,-74.16859,
2632,40.75355,-73.98505,
2634,40.690563,-73.94536,
2638,40.818504,-73.91448,
2644,40.77912,-73.984985,
2651,40.820435,-73.93623,
2652,40.695995,-73.96742,
2661,40.63948,-74.016174,
2667,40.735752,-73.88052,
2671,40.839767,-73.905396,
2672,40.72293,-73.847336,
2678,40.695705,-73.94637,
2679,40.714073,-73.95534,
2684,40.71249,-73.93848,
2685,40.753857,-73.91764,
2686,40.690926,-73.92066,
2687,40.87022,-73.9147,
2689,40.695114,-73.911865,
2693,40.8283,-73.88296,
2697,40.592472,-73.80244,
2702,40.7118,-73.94224,
2708,40.755516,-73.98363,
2709,40.747765,-73.98296,
2712,40.830845,-73.93154,
2715,40.805725,-73.95442,
2717,40.817898,-73.938095,
2720,40.80054,-73.96192,
2721,40.869656,-73.898926,
2727,40.67004,-73.93658,
2733,40.6174,-73.9995,
2735,40.606762,-74.16583,
2743,40.7332923,-73.9871799,
2746,40.86811,-73.91976,
2749,40.830994,-73.928116,
2750,40.781693,-73.82225,
2754,40.74017,-73.97615,
2755,40.868702,-73.88472,
2758,40.652626,-74.00617,
2759,40.827812,-73.925934,
2761,40.698696,-73.93477,
2763,40.72015,-73.93783,
2766,40.728363,-74.00282,
2767,40.745308,-73.90753,
2770,40.610214,-73.94371,
2775,40.748863,-73.97584,
2778,40.748512,-73.98872,
2786,40.65317,-73.9616,
2787,40.690468,-73.9879,
2791,40.766876,-73.97908,
2794,40.725243,-74.01006,
2802,40.63834,-74.01736,
2804,40.619267,-74.1382,
2807,40.60719,-74.16243,
2815,40.62528,-74.13548,
2816,40.643425,-74.01207,
2823,40.697716,-73.967735,
2832,40.8398,-73.928665,
2833,40.697582,-73.92983,
2836,40.75539,-73.828285,
2839,40.71808,-73.95962,
2840,40.62757,-73.976585,
2846,40.730118,-73.86232,
2854,40.6355203,-74.0166962,
2857,40.8782149,-73.8411402,
2858,40.6675755,-73.729503,
2868,40.696033,-73.984535,
2871,40.857418,-73.89996,
2886,40.8548229,-73.911194,
2894,40.7489568,-73.8713571,
2896,40.6369521,-74.0224794,
2899,40.8317235,-73.9150083,
2901,40.6531723,-73.9615966,
2902,40.761585,-73.76086,
2907,40.66495,-73.993355,
2908,40.658875,-73.94753,
2917,40.8548229,-73.911194,
2919,40.6789349,-73.9619567,
2923,40.697075,-73.93185,
2925,40.63552,-74.0167,
2928,40.85025,-73.9007,
2929,40.8228364,-73.9419157,
2930,40.7506611,-73.9877793,
2934,40.8409687,-73.899174,
2938,40.58117,-73.95989,
2941,40.67417,-73.95671,
2942,40.6775,-73.94701,
2943,40.6840001,-73.9503006,
2944,40.6952888,-73.9433863,
2945,40.6957047,-73.9463647,
2948,40.826275,-73.85971,
2956,40.695995,-73.96742,
2960,40.81914,-73.93719,
2968,40.760662,-73.814,
2969,40.812737,-73.93762,
2972,40.753605,-73.9871,
2979,40.729168,-74.0012,
2980,40.624878,-73.96418,
2981,40.78356,-73.82449,
2988,40.764988,-73.82067,
2990,40.752098,-73.94425,
2994,40.78028,-73.98153,
3001,40.634964,-74.0204,
3009,40.713795,-73.944275,
3015,40.802532,-73.95303,
3020,40.627453,-73.97807,
3022,40.835724,-73.92129,
3024,40.7744252,-73.8987909,
3026,40.75595,-73.99074,
3028,40.82967,-73.931076,
3030,40.75829,-73.83431,
3032,40.74906,-73.870384,
3037,40.692024,-73.9818,
3038,40.678318,-73.94693,
3039,40.752724,-73.996796,
3041,40.696674,-73.957535,
3042,40.69584,-73.92959,
3043,40.6873,-73.973656,
3046,40.78393,-73.94423,
3053,40.7071535,-73.9314809,
3070,40.65073,-73.9719,
3073,40.68902,-73.98617,
3075,40.693874,-73.91777,
3078,40.818504,-73.91448,
3087,40.74017,-73.97615,
3099,40.67766,-73.968864,
3114,40.600883,-73.958681,
3115,40.70154,-73.93837,
3116,40.721233,-73.98778,
3120,40.759197,-73.98463,
3122,40.840874,-73.91979,
3124,40.69925,-73.973206,
3126,40.67973,-73.9374,
3130,40.715622,-73.99428,
3133,40.66895,-73.9339,
3134,40.683723,-73.96797,
3136,40.69657,-73.95844,
3137,40.682835,-73.94092,
3141,40.665916,-73.92547,
3146,40.85573,-73.910416,
3147,40.672363,-73.9308,
3149,40.729755,-74.00217,
3151,40.821175,-73.92574,
3152,40.76548,-73.913704,
3156,40.810062,-73.95497,
3166,40.679565,-73.93436,
3167,40.583725,-73.89372,
3173,40.85071,-73.865906,
3183,40.833088,-73.91904,
3184,40.712524,-73.962555,
3190,40.6802,-73.953285,
3191,40.673965,-73.99998,
3193,40.830936,-73.91241,
3195,40.686756,-73.9938,
3196,40.711166,-73.9489,
3197,40.736496,-73.909225,
3200,40.576626,-73.98478,
3207,40.717194,-73.98411,
3219,40.688995,-73.78581,
3222,40.86955,-73.88175,
3226,40.75228,-73.9897,
3229,40.704876,-73.81279,
3238,40.84784,-73.93953,
3239,40.701588,-73.98863,
3241,40.699707,-73.95718,
3244,40.596745,-73.985275,
3254,40.679565,-73.93436,
3257,40.761234,-73.96389,
3261,40.676134,-73.8192263,
3267,40.599255,-73.9894,
3272,40.5763924,-73.9868932,
3281,40.77286,-73.98955,
3284,40.60912,-73.99356,
3287,40.6448126,-73.9746424,
3289,40.753677,-73.914474,
3290,40.8382,-73.92371,
3294,40.698246,-73.98055,
3304,40.75092,-73.86224,
3316,40.6119959,-74.0013182,
3330,40.615562,-73.979645,
3339,40.659337,-73.9272553,
3341,40.7524109,-73.9783479,
3359,40.6896895,-73.9923627,
3362,40.634117,-73.94588,
3373,40.631844,-74.15222,
3375,40.693226,-73.96785,
3377,40.853115,-73.927246,
3379,40.570835,-74.16983,
3382,40.86877,-73.83174,
3389,40.730118,-73.86232,
3395,40.652462,-73.92285,
3405,40.6975608,-73.8527467,
3406,40.6529481,-74.0021659,
3407,40.6872462,-73.9546828,
3412,40.8011103,-73.9652135,
3415,40.6037285,-73.9967985,
3417,40.7452931,-73.9984879,
3422,40.6778446,-73.9528108,
3427,40.826427,-73.950455,
3438,40.726166,-73.99837,
3443,40.686497,-73.9168,
3446,40.81339,-73.95627,
3450,40.733612,-73.999565,
3461,40.7717829,-73.9654346,
3465,40.7834771,-73.9647574,
3469,40.8055956,-73.9581819,
3477,40.814774,-73.94038,
3478,40.80897,-73.94833,
3496,40.768795,-73.958374,
3499,40.7774128,-73.9787983,
3508,40.81339,-73.95627,
3509,40.680088,-73.94398,
3511,40.676598,-73.93039,
3521,40.7680332,-73.9958483,
3525,40.7360047,-73.9936167,
3526,40.6994563,-73.9396898,
3527,40.8127513,-73.9455695,
3540,40.812073,-73.93604,
3541,40.753944,-73.972145,
3543,40.82577,-73.91542,
3545,40.668648,-73.92835,
3547,40.789646,-73.94608,
3548,40.68238,-73.90565,
3551,40.727844,-73.98223,
3558,40.6944818,-73.8100529,
3562,40.7472447,-73.8876479,
3563,40.7161961,-73.9974902,
3572,40.7972169,-73.9699144,
3575,40.7617706,-73.979056,
3579,40.8593269,-73.9313133,
3590,40.8439015,-73.9005043,
3591,40.8444164,-73.902783,
3594,40.6878322,-73.9300332,
3595,40.7865943,-73.9683844,
3598,40.6817416,-73.958584,
3606,40.690784,-73.76257,
3609,40.751602,-73.93384,
3611,40.73166,-73.98545,
3612,40.72293,-73.98865,
3613,40.766285,-73.98186,
3617,40.59143,-73.775986,
3626,40.630383,-73.895004,
3627,40.7042,-73.815254,
3636,40.617672,-73.99542,
3637,40.669548,-73.911674,
3639,40.62707,-74.01865,
3641,40.662674,-73.94562,
3646,40.772346,-73.826584,
3647,40.634964,-74.0204,
3648,40.753857,-73.91764,
3655,40.7161961,-73.9974902,
3656,40.7834771,-73.9647574,
3669,40.6236805,-73.9977125,
3680,40.700104,-73.94726,
3685,40.65822,-73.89146,
3687,40.736562,-74.0010934,
3689,40.695157,-73.9200111,
3693,40.7678553,-73.9342271,
3694,40.7128614,-73.9657826,
3695,40.6150121,-73.9910134,
3697,40.72015,-73.93783,
3703,40.852726,-73.93443,
3706,40.729797,-73.97481,
3708,40.714073,-73.95534,
3714,40.67828,-73.958855,
3715,40.772343,-73.95269,
3729,40.765545,-73.95471,
3730,40.686646,-73.97982,
3738,40.597168,-73.97149,
3739,40.701912,-73.93699,
3748,40.753468,-73.91355,
3749,40.81666,-73.938995,
3754,40.752853,-73.99299,
3758,40.583687,-73.94487,
3763,40.729824,-74.010605,
3765,40.710907,-73.95165,
3767,40.678818,-73.96535,
3771,40.689228,-73.957,
3772,0.0,0.0,
3778,0.0,0.0,
3780,40.73012,-73.98947,
3784,40.71401,-73.85965,
3786,40.778095,-73.9783,
3789,40.730484,-73.94625,
3793,40.75996,-73.8614,
3796,40.694855,-73.925,
3797,40.7429,-73.89659,
3800,40.714325,-73.80743,
3804,40.675663,-73.9277,
3806,40.705914,-73.950294,
3808,40.694923,-73.915565,
3815,40.668358,-73.95592,
3819,40.691624,-73.942665,
3820,40.77543,-73.98398,
3824,40.6952,-73.92844,
3825,40.769436,-73.943954,
3826,40.699165,-73.914925,
3830,40.786938,-73.979294,
3833,40.740784,-73.815,
